state,afr_ancs,eur_ancs,ami_ancs,region_ori
Nuevo León,0.07585,0.361775,0.554354,north
Nuevo León,0.047856,0.408635,0.527147,north
Nuevo León,0.057465,0.360398,0.577785,north
Nuevo León,0.049406,0.435595,0.500382,north
San Luis Potosí,0.02238,0.17183,0.793183,north
Tamaulipas,0.052337,0.428258,0.519385,north
Jalisco,0.038153,0.635829,0.325998,center
Nuevo León,0.031471,0.693013,0.268442,north
Veracruz,0.001305,0.044232,0.950182,center
Nuevo León,0.040248,0.217197,0.737952,north
Tamaulipas,0.07195,0.370698,0.550685,north
Zacatecas,0.082437,0.251198,0.66165,north
Chiapas,3.51e-4,0.012891,0.979544,south
Nuevo León,0.068367,0.357612,0.5694,north
San Luis Potosí,0.034107,0.193208,0.767021,north
Nuevo León,0.0477,0.340841,0.602354,north
Veracruz,0.003432,0.009076,0.977616,center
Nuevo León,0.051702,0.291608,0.636437,north
Nuevo León,0.065262,0.502088,0.432283,north
Veracruz,1e-5,1e-5,0.99996,center
Nuevo León,0.056563,0.244503,0.691003,north
Coahuila,0.047333,0.256943,0.679211,north
Tamaulipas,0.025734,0.31331,0.658431,north
Nuevo León,1e-5,1e-5,0.99996,north
San Luis Potosí,0.001623,0.007109,0.982042,north
Oaxaca,0.024516,0.095249,0.866613,south
Tamaulipas,0.094444,0.441863,0.444717,north
Nuevo León,0.035855,0.734889,0.226054,north
Coahuila,0.062933,0.531405,0.396023,north
Yucatán,0.033359,0.624748,0.341872,south
Tamaulipas,0.031732,0.730696,0.236651,north
Distrito Federal,0.020972,0.308516,0.662468,center
San Luis Potosí,0.050048,0.473979,0.466682,north
Nuevo León,0.0803,0.313124,0.604327,north
Nuevo León,0.055884,0.453221,0.489519,north
Tabasco,0.107085,0.360283,0.518702,south
Nuevo León,0.044834,0.615824,0.337934,north
Coahuila,0.045072,0.734613,0.217226,north
Coahuila,0.07324,0.597731,0.318466,north
Distrito Federal,0.028029,0.624332,0.347619,center
Nuevo León,0.060447,0.4624,0.477133,north
Aguascalientes,0.013681,0.139681,0.846617,north
Nuevo León,0.036616,0.705816,0.241365,north
Distrito Federal,0.033959,0.375891,0.577832,center
Nuevo León,0.04283,0.530466,0.426685,north
Nuevo León,0.049147,0.523352,0.423448,north
San Luis Potosí,0.049826,0.055694,0.871232,north
Sonora,0.069867,0.536982,0.369351,north
Nuevo León,0.108352,0.420838,0.460025,north
Tabasco,0.059911,0.374011,0.560575,south
Nuevo León,0.034306,0.431307,0.523727,north
Tamaulipas,0.042274,0.604247,0.353459,north
San Luis Potosí,0.038013,0.374312,0.587655,north
Distrito Federal,0.04333,0.555602,0.396872,center
Distrito Federal,0.039332,0.438839,0.520805,center
Nuevo León,0.051344,0.390276,0.542765,north
Nuevo León,0.056948,0.287145,0.654732,north
Nuevo León,0.053374,0.406817,0.530923,north
Nuevo León,0.060911,0.391831,0.530799,north
Distrito Federal,0.034926,0.642117,0.322937,center
Nuevo León,0.162027,0.421004,0.396275,north
Nuevo León,0.035584,0.341974,0.613681,north
Veracruz,0.015482,0.02012,0.960212,center
Oaxaca,0.177212,0.29699,0.525504,south
Nuevo León,0.049182,0.242296,0.679811,north
Coahuila,0.094364,0.312475,0.593141,north
Nuevo León,0.072727,0.335432,0.589162,north
Veracruz,0.019243,0.162131,0.813176,center
Nuevo León,0.063579,0.519889,0.416511,north
San Luis Potosí,0.060967,0.290149,0.644111,north
Nuevo León,0.055192,0.255621,0.689168,north
Nuevo León,0.060835,0.285019,0.651822,north
Nuevo León,0.049013,0.368864,0.573604,north
Nuevo León,0.05693,0.324303,0.609634,north
Coahuila,0.055553,0.357191,0.574059,north
Nuevo León,0.042759,0.30591,0.647904,north
Veracruz,0.02143,0.1462,0.829702,center
Coahuila,0.066698,0.27276,0.660265,north
Nuevo León,0.065133,0.280837,0.65401,north
Nuevo León,0.049524,0.329806,0.616484,north
Nuevo León,0.041088,0.245674,0.705823,north
Nuevo León,0.056962,0.20337,0.723872,north
Veracruz,5.97e-4,3.08e-4,0.992003,center
Coahuila,0.078447,0.264749,0.632204,north
Tamaulipas,0.061682,0.26105,0.667149,north
Guanajuato,0.040292,0.163057,0.784588,center
Nuevo León,0.053576,0.400449,0.531778,north
Coahuila,0.049708,0.364128,0.584581,north
Nuevo León,0.047736,0.27552,0.676723,north
Veracruz,3.31e-4,0.00277,0.992112,center
Tamaulipas,0.061058,0.261202,0.66363,north
San Luis Potosí,0.006797,0.007429,0.982158,north
Aguascalientes,0.047631,0.249751,0.692166,north
Nuevo León,0.039732,0.2911,0.658187,north
Tamaulipas,0.042587,0.279226,0.669684,north
San Luis Potosí,0.035929,0.271041,0.679415,north
Veracruz,0.071104,0.174525,0.736809,center
San Luis Potosí,0.053931,0.375191,0.570336,north
San Luis Potosí,8.8e-5,6.31e-4,0.996634,north
Nuevo León,0.056055,0.461145,0.481724,north
Nuevo León,0.052085,0.494081,0.453815,north
Nuevo León,0.056038,0.389672,0.541116,north
Veracruz,1.8e-5,1e-5,0.999952,center
Nuevo León,0.049901,0.276923,0.663434,north
Coahuila,0.034033,0.379384,0.564174,north
Tabasco,0.050016,0.433533,0.507386,south
Nuevo León,0.073486,0.403451,0.503982,north
Coahuila,0.044872,0.303369,0.632322,north
San Luis Potosí,0.053207,0.359311,0.582704,north
Yucatán,0.040268,0.728656,0.231056,south
Nuevo León,0.072409,0.296687,0.630884,north
San Luis Potosí,0.053969,0.317701,0.621472,north
Nuevo León,0.039327,0.751036,0.209398,north
San Luis Potosí,0.057765,0.300079,0.63525,north
San Luis Potosí,0.08627,0.283654,0.623055,north
Nuevo León,0.036563,0.286703,0.662377,north
San Luis Potosí,0.087107,0.251064,0.656414,north
Aguascalientes,0.045188,0.419859,0.534511,north
San Luis Potosí,0.058739,0.426419,0.509751,north
San Luis Potosí,0.041065,0.31289,0.624738,north
Nuevo León,0.053185,0.213438,0.723746,north
Distrito Federal,0.047797,0.757047,0.195136,center
San Luis Potosí,0.06936,0.309795,0.609703,north
Nuevo León,0.077183,0.356648,0.562456,north
Nuevo León,0.075292,0.276547,0.64381,north
Coahuila,0.059326,0.442579,0.478965,north
Nuevo León,0.037054,0.830258,0.132668,north
Nuevo León,0.042921,0.197356,0.748682,north
Nuevo León,0.045299,0.27574,0.666567,north
Nuevo León,0.067902,0.295118,0.627819,north
Nuevo León,0.100593,0.333668,0.555276,north
Coahuila,0.061755,0.3142,0.622046,north
Tamaulipas,0.051661,0.436422,0.511897,north
Nuevo León,0.058214,0.43403,0.507737,north
Nuevo León,0.04918,0.326474,0.619451,north
Nuevo León,0.067167,0.389156,0.532902,north
Guerrero,0.096925,0.180342,0.686227,south
Nuevo León,0.067642,0.3195,0.601976,north
San Luis Potosí,0.003322,0.008606,0.976213,north
Nuevo León,0.053961,0.325111,0.619186,north
Nuevo León,0.04443,0.32676500000000003,0.621311,north
Quintana Roo,0.025158,0.541417,0.432461,south
Nuevo León,0.049851,0.197831,0.736551,north
Veracruz,0.106882,0.350478,0.53198,center
Nuevo León,0.080059,0.311377,0.601539,north
Veracruz,0.046987,0.207999,0.742449,center
Nuevo León,0.05485,0.319511,0.618618,north
Nuevo León,0.067744,0.313542,0.611468,north
Nuevo León,0.061763,0.523925,0.413835,north
San Luis Potosí,0.069114,0.311263,0.614752,north
Guanajuato,0.047193,0.252363,0.682812,center
Zacatecas,0.046306,0.252523,0.689143,north
Veracruz,0.143768,0.402889,0.442309,center
Nuevo León,0.078352,0.318626,0.599392,north
Nuevo León,0.036234,0.730754,0.232992,north
Veracruz,0.007624,0.050457,0.930955,center
Nuevo León,0.054678,0.554535,0.388902,north
Nuevo León,0.060996,0.348831,0.569832,north
Tamaulipas,0.081598,0.2665,0.645643,north
Nuevo León,0.059761,0.346901,0.583185,north
Nuevo León,0.058071,0.332612,0.57607,north
Nuevo León,0.045551,0.261528,0.669625,north
Nuevo León,0.046946,0.509202,0.435198,north
Nuevo León,0.049686,0.47533,0.462538,north
Coahuila,0.047287,0.242152,0.701611,north
Zacatecas,0.073235,0.316053,0.582375,north
Nuevo León,0.044199,0.321062,0.611852,north
Coahuila,0.060388,0.384611,0.541021,north
Nuevo León,0.064839,0.333412,0.597916,north
Veracruz,0.002697,0.066262,0.924878,center
Tamaulipas,0.042811,0.374356,0.579742,north
San Luis Potosí,0.042388,0.316957,0.608074,north
Nuevo León,0.065088,0.262581,0.664694,north
Zacatecas,0.061483,0.332962,0.598741,north
Nuevo León,0.060645,0.444176,0.495159,north
Nuevo León,0.051542,0.526422,0.416181,north
Nuevo León,0.089425,0.292121,0.612628,north
Tabasco,0.002303,0.031584,0.955197,south
Nuevo León,0.066596,0.403472,0.517183,north
Nuevo León,0.055253,0.347217,0.59361,north
Nuevo León,0.070916,0.44704,0.4682,north
Nuevo León,0.040374,0.270877,0.684636,north
Nuevo León,0.067499,0.291138,0.63629,north
Nuevo León,0.084493,0.352941,0.548108,north
Hidalgo,0.005751,0.061975,0.926241,center
Nuevo León,0.067654,0.333868,0.572601,north
Tabasco,0.045448,0.057047,0.883872,south
Nuevo León,0.055916,0.374599,0.569465,north
Nuevo León,0.012002,0.093754,0.878106,north
Nuevo León,0.05487,0.335259,0.590203,north
Nuevo León,0.056815,0.263044,0.659739,north
Nuevo León,0.012308,0.046425,0.933135,north
Hidalgo,1e-5,8.1e-5,0.997564,center
Nuevo León,0.063682,0.300379,0.633294,north
Nuevo León,0.042828,0.260236,0.680961,north
Coahuila,0.076079,0.30727,0.616631,north
Nuevo León,0.067019,0.325146,0.60768,north
San Luis Potosí,0.01184,0.072259,0.915881,north
Coahuila,0.056306,0.419911,0.523763,north
Nuevo León,0.060675,0.232622,0.700584,north
Nuevo León,0.029406,0.321822,0.624245,north
Coahuila,0.087639,0.360759,0.54199,north
Nuevo León,0.069541,0.316112,0.614325,north
Querétaro,0.016166,0.224623,0.74541,center
Coahuila,0.059586,0.392639,0.525943,north
Tabasco,0.141487,0.368756,0.489062,south
Tabasco,0.017566,0.069568,0.901169,south
Nuevo León,0.032543,0.295258,0.667517,north
Coahuila,0.077557,0.311387,0.594447,north
Nuevo León,0.069838,0.356557,0.560995,north
Nuevo León,0.041416,0.189281,0.754803,north
Veracruz,0.106329,0.232823,0.647978,center
Coahuila,0.026631,0.429354,0.543995,north
Nuevo León,0.060847,0.253216,0.672277,north
Nuevo León,0.066949,0.293722,0.624575,north
Nuevo León,0.056593,0.317296,0.626091,north
Nuevo León,0.049762,0.383865,0.566353,north
Tamaulipas,0.048825,0.30992,0.641235,north
Nuevo León,0.052622,0.28588,0.65015,north
San Luis Potosí,0.063435,0.270249,0.656282,north
Nuevo León,0.026609,0.169653,0.792451,north
Nuevo León,0.063402,0.320205,0.610579,north
Nuevo León,0.05017,0.248219,0.689793,north
Nuevo León,0.072691,0.4114,0.514475,north
San Luis Potosí,0.019767,0.035521,0.934627,north
Nuevo León,0.042715,0.434893,0.521055,north
Coahuila,0.049948,0.390787,0.559245,north
San Luis Potosí,0.054191,0.309614,0.616863,north
Jalisco,0.015157,0.059694,0.911726,center
San Luis Potosí,0.053346,0.242337,0.703853,north
San Luis Potosí,1e-5,1e-5,0.99996,north
Veracruz,0.013437,0.189561,0.794323,center
Veracruz,1e-5,0.03554,0.96443,center
Zacatecas,0.048245,0.387792,0.551776,north
Nuevo León,0.05574,0.349968,0.594272,north
Nuevo León,0.086009,0.445737,0.449298,north
Coahuila,0.053374,0.448611,0.497808,north
Durango,0.086191,0.39717,0.508886,north
Nuevo León,0.05305,0.399559,0.543666,north
Nuevo León,0.065102,0.31735,0.606073,north
Tamaulipas,0.03549,0.553162,0.411328,north
Nuevo León,0.037681,0.456519,0.50578,north
Nuevo León,0.071432,0.340293,0.588255,north
Coahuila,0.063556,0.432483,0.501307,north
Nuevo León,0.070364,0.376858,0.549965,north
Nuevo León,0.043045,0.379092,0.577333,north
Nuevo León,0.025647,0.398493,0.559137,north
Nuevo León,0.029695,0.424819,0.537463,north
Nuevo León,0.04518,0.226046,0.719731,north
Nuevo León,0.038978,0.567172,0.381104,north
Durango,0.088198,0.341585,0.569675,north
San Luis Potosí,0.05354,0.347266,0.594796,north
Nuevo León,0.048048,0.438576,0.498435,north
Nuevo León,0.053847,0.255071,0.691063,north
San Luis Potosí,0.04273,0.30678,0.635159,north
Coahuila,0.032284,0.200803,0.735122,north
Nuevo León,0.057317,0.346275,0.596389,north
Coahuila,0.043698,0.268943,0.676018,north
Nuevo León,0.056118,0.258784,0.685078,north
Nuevo León,0.022196,0.288414,0.684175,north
Nuevo León,0.066767,0.206176,0.727037,north
Tamaulipas,0.033514,0.455048,0.511418,north
Nuevo León,0.056507,0.314716,0.623218,north
Tamaulipas,0.085486,0.398234,0.515146,north
Nuevo León,0.034131,0.629935,0.3283,north
Jalisco,0.043399,0.393805,0.547602,center
Nuevo León,0.049402,0.32875,0.608036,north
Nuevo León,0.295996,0.330345,0.373639,north
Nuevo León,0.028164,0.374883,0.584866,north
Nuevo León,0.052923,0.290084,0.656974,north
Nuevo León,0.043064,0.286698,0.65987,north
Distrito Federal,0.020544,0.192849,0.782347,center
Nuevo León,0.036379,0.443481,0.519904,north
Nuevo León,0.042989,0.522392,0.4346,north
Nuevo León,0.064068,0.283985,0.650917,north
Nuevo León,0.060221,0.267759,0.665465,north
Oaxaca,0.002652,0.014425,0.976298,south
Zacatecas,0.039522,0.446992,0.513467,north
Nuevo León,0.053892,0.227814,0.69668,north
San Luis Potosí,0.025021,0.365955,0.604099,north
Nuevo León,0.04667,0.284476,0.66459,north
Durango,0.062644,0.242015,0.695321,north
San Luis Potosí,0.044814,0.390284,0.562365,north
San Luis Potosí,0.020656,0.211797,0.752554,north
Tamaulipas,0.060626,0.352509,0.586845,north
Nuevo León,0.054807,0.23332,0.711853,north
Tamaulipas,0.046009,0.606489,0.327166,north
San Luis Potosí,0.051185,0.37317,0.571034,north
Tamaulipas,0.057408,0.269524,0.663135,north
Coahuila,0.070019,0.353929,0.576031,north
Nuevo León,0.064479,0.277352,0.651618,north
San Luis Potosí,1e-5,1e-5,0.99996,north
Veracruz,0.119524,0.383132,0.489583,center
Distrito Federal,0.031697,0.423362,0.538912,center
Morelos,0.040013,0.162075,0.788607,center
Nuevo León,0.047538,0.36125,0.591191,north
Tamaulipas,0.067446,0.238657,0.693048,north
Nuevo León,0.060994,0.314942,0.624044,north
Distrito Federal,0.038141,0.437937,0.523903,center
Nuevo León,0.057226,0.598704,0.341059,north
Nuevo León,0.045545,0.315558,0.638878,north
Tabasco,0.070426,0.173387,0.748847,south
Nuevo León,0.048874,0.41999,0.526213,north
Nuevo León,0.038925,0.612195,0.348861,north
Distrito Federal,0.067649,0.28863,0.642433,center
Chiapas,0.0223,0.320055,0.650059,south
Nuevo León,0.066852,0.409588,0.507583,north
Tamaulipas,0.08424,0.325489,0.584811,north
Nuevo León,0.079596,0.266981,0.644255,north
Puebla,0.008909,0.236017,0.748209,center
Oaxaca,1e-5,0.011394,0.988576,south
Nuevo León,0.061103,0.548409,0.381801,north
Nuevo León,0.04941,0.382529,0.568041,north
Nuevo León,0.049302,0.564147,0.38653,north
Nuevo León,0.038563,0.467433,0.4889,north
San Luis Potosí,0.056111,0.448563,0.483834,north
Nuevo León,0.042411,0.360949,0.589072,north
Nuevo León,0.057648,0.251626,0.68751,north
San Luis Potosí,0.05829,0.306768,0.634923,north
Nuevo León,0.073798,0.19312000000000001,0.716677,north
Nuevo León,0.0503,0.280578,0.665511,north
Nuevo León,0.081165,0.267359,0.651456,north
Nuevo León,0.035604,0.279037,0.676526,north
Nuevo León,0.050451,0.359409,0.583013,north
Veracruz,1e-5,1e-5,0.99996,center
Nuevo León,0.036819,0.498328,0.462466,north
Nuevo León,0.03639,0.637988,0.324686,north
Nuevo León,0.025786,0.852695,0.121499,north
Nuevo León,0.068166,0.399823,0.531991,north
Nuevo León,0.071987,0.274592,0.640015,north
Tamaulipas,0.046824,0.644735,0.308422,north
Nuevo León,0.025926,0.457696,0.497325,north
Tamaulipas,0.059367,0.234101,0.699671,north
Nuevo León,0.052284,0.248937,0.677204,north
Nuevo León,0.087411,0.362127,0.54793,north
Nuevo León,0.047291,0.580726,0.366334,north
Nuevo León,0.06679,0.313555,0.616063,north
Coahuila,0.070578,0.293789,0.635201,north
Jalisco,0.044361,0.427334,0.524387,center
Nuevo León,0.054032,0.369849,0.563883,north
Zacatecas,0.045165,0.294213,0.642345,north
Aguascalientes,0.050642,0.39803,0.550442,north
Nuevo León,0.059717,0.501223,0.436476,north
Nuevo León,0.036327,0.384713,0.571791,north
San Luis Potosí,0.055448,0.296951,0.640426,north
Nuevo León,0.062444,0.260615,0.676921,north
Nuevo León,0.069737,0.350986,0.564204,north
Nuevo León,0.055156,0.385148,0.542624,north
Nuevo León,0.058078,0.379297,0.556211,north
Nuevo León,0.08969,0.414737,0.494644,north
Nuevo León,0.061377,0.317545,0.616912,north
Baja California,0.068481,0.504222,0.416366,north
Veracruz,0.043035,0.240421,0.706759,center
Nuevo León,0.051194,0.404071,0.543033,north
San Luis Potosí,0.003305,0.006511,0.984333,north
Chiapas,0.122136,0.240655,0.637189,south
Chiapas,0.02083,0.092586,0.882483,south
Chiapas,0.003284,0.033195,0.957469,south
Veracruz,0.056959,0.164656,0.771258,center
Puebla,0.011125,0.095213,0.883624,center
Nuevo León,0.036634,0.202692,0.757179,north
Nuevo León,0.045071,0.775492,0.179416,north
Zacatecas,0.064924,0.288088,0.645751,north
Zacatecas,0.057232,0.300489,0.633647,north
Veracruz,0.044882,0.345194,0.609904,center
Nuevo León,0.045052,0.315733,0.632981,north
Nuevo León,0.049317,0.348976,0.601687,north
Coahuila,0.04955,0.344935,0.605493,north
Nuevo León,0.035936,0.757341,0.206703,north
Nuevo León,0.011345,0.191772,0.788714,north
Tamaulipas,0.045331,0.466829,0.487819,north
San Luis Potosí,0.025155,0.320981,0.639913,north
Nuevo León,0.056261,0.365248,0.572565,north
Nuevo León,0.047634,0.370719,0.577562,north
Nuevo León,0.053726,0.415999,0.525581,north
Nuevo León,0.045911,0.419948,0.513516,north
Tabasco,0.091053,0.252106,0.649878,south
Nuevo León,0.071841,0.285685,0.633686,north
Nuevo León,0.065048,0.357696,0.577236,north
Nuevo León,0.057743,0.376057,0.552468,north
Nuevo León,0.051367,0.446482,0.495383,north
Nuevo León,0.070998,0.231997,0.696153,north
Tamaulipas,0.051209,0.326993,0.618218,north
San Luis Potosí,1e-5,0.087173,0.912797,north
Nuevo León,0.071709,0.380452,0.547819,north
Nuevo León,0.060377,0.293589,0.638203,north
Nuevo León,0.050567,0.280393,0.659733,north
Tamaulipas,0.053965,0.371826,0.574188,north
Chiapas,0.132602,0.267177,0.590668,south
Nuevo León,0.037119,0.49437,0.453556,north
Nuevo León,0.055822,0.363311,0.573944,north
Chiapas,0.090779,0.136597,0.772603,south
Nuevo León,0.033085,0.297161,0.667129,north
Veracruz,0.004149,0.022161,0.967499,center
Chiapas,9.54e-4,5.2e-4,0.993301,south
Nuevo León,0.036851,0.332803,0.630327,north
Nuevo León,0.078042,0.403136,0.5089,north
Nuevo León,0.032003,0.856916,0.11106100000000001,north
Nuevo León,0.064862,0.262491,0.664652,north
Nuevo León,0.037908,0.733512,0.217938,north
Puebla,0.002371,0.113241,0.878831,center
Nuevo León,0.064164,0.276828,0.658988,north
Tabasco,0.131416,0.194789,0.669488,south
Tamaulipas,0.044273,0.361402,0.594305,north
Nuevo León,0.055333,0.371888,0.569374,north
Nuevo León,0.057556,0.422951,0.50552,north
Nuevo León,0.060163,0.366127,0.569909,north
San Luis Potosí,0.057119,0.389503,0.553358,north
Distrito Federal,0.058914,0.339792,0.601274,center
Nuevo León,0.064194,0.345185,0.576033,north
Tamaulipas,0.069972,0.359733,0.563795,north
Zacatecas,0.067783,0.362092,0.561997,north
Nuevo León,0.064936,0.366759,0.565179,north
Nuevo León,0.040673,0.585485,0.372266,north
Nuevo León,0.047879,0.396708,0.545882,north
Nuevo León,0.073583,0.308527,0.607815,north
Nuevo León,0.032529,0.740836,0.226615,north
Nuevo León,0.069489,0.361918,0.568573,north
Nuevo León,0.067025,0.198765,0.72155,north
Nuevo León,0.070929,0.209847,0.706101,north
Nuevo León,0.045188,0.313046,0.632804,north
Veracruz,0.07091,0.209575,0.71598,center
Nuevo León,0.042744,0.283549,0.667022,north
Distrito Federal,0.041595,0.24208,0.704723,center
Zacatecas,0.023762,0.341729,0.61888,north
Nuevo León,0.046662,0.368795,0.567281,north
Nuevo León,0.04419,0.25939,0.6964,north
Nuevo León,0.050779,0.360587,0.588614,north
Nuevo León,0.044223,0.436929,0.504254,north
Jalisco,0.053815,0.352035,0.584043,center
Hidalgo,1e-5,0.106801,0.891776,center
Nuevo León,0.06292,0.41029,0.522952,north
Nuevo León,0.081005,0.451239,0.467736,north
Nuevo León,0.057844,0.301629,0.640507,north
Hidalgo,0.009666,0.12303,0.85195,center
Nuevo León,0.054314,0.403405,0.530387,north
Veracruz,0.043439,0.046043,0.898777,center
Puebla,0.03768,0.376331,0.584921,center
Zacatecas,0.059852,0.257833,0.673757,north
Nuevo León,0.055687,0.422161,0.509296,north
Nuevo León,0.061679,0.416281,0.510791,north
Nuevo León,0.053291,0.284089,0.657794,north
Nuevo León,0.050316,0.289603,0.660062,north
Distrito Federal,0.010025,0.17444,0.800425,center
San Luis Potosí,0.046736,0.303424,0.649821,north
Nuevo León,0.047166,0.465422,0.475117,north
Nuevo León,0.081835,0.33199,0.579375,north
Tamaulipas,0.072626,0.478758,0.432533,north
San Luis Potosí,2.4e-5,0.001279,0.994489,north
Nuevo León,0.086842,0.399852,0.503505,north
Nuevo León,0.065784,0.200975,0.733217,north
Nuevo León,0.038556,0.309906,0.651518,north
Durango,0.056137,0.34971,0.59161,north
Nuevo León,0.058107,0.344421,0.597451,north
Nuevo León,0.06071,0.245766,0.692608,north
Puebla,1e-5,0.009009,0.987465,center
Tamaulipas,0.035937,0.321118,0.635687,north
Oaxaca,0.009077,0.013984,0.969216,south
Nuevo León,0.055735,0.351424,0.585149,north
Veracruz,0.072901,0.070124,0.836989,center
Nuevo León,0.087576,0.260339,0.647696,north
San Luis Potosí,0.026014,0.109888,0.847595,north
Veracruz,0.153415,0.364664,0.467461,center
Coahuila,0.054277,0.274223,0.668295,north
Nuevo León,0.067697,0.271849,0.66043,north
Veracruz,1e-5,1e-5,0.99996,center
Chiapas,0.1368,0.446815,0.416365,south
Nuevo León,0.050266,0.551804,0.396223,north
Veracruz,0.050559,0.103972,0.836279,center
San Luis Potosí,0.039945,0.284408,0.675627,north
Nuevo León,0.057267,0.273468,0.662124,north
Nuevo León,0.055817,0.501535,0.441483,north
Coahuila,0.035412,0.319913,0.642826,north
Nuevo León,0.063522,0.372498,0.544808,north
Nuevo León,0.086942,0.255843,0.657093,north
Nuevo León,0.032348,0.226572,0.733018,north
Nuevo León,0.049994,0.302412,0.64449,north
Baja California,0.042816,0.544727,0.411957,north
Zacatecas,0.075543,0.335848,0.586698,north
San Luis Potosí,0.054283,0.284967,0.654052,north
Nuevo León,0.031683,0.317827,0.644353,north
Veracruz,1e-5,0.059235,0.929544,center
San Luis Potosí,0.048327,0.343135,0.608518,north
Nuevo León,0.032328,0.684875,0.282777,north
Zacatecas,0.045789,0.616715,0.337303,north
Nuevo León,0.061796,0.587631,0.349351,north
Zacatecas,0.079099,0.365131,0.547885,north
Zacatecas,0.07879,0.352795,0.566317,north
Nuevo León,0.079638,0.293727,0.623177,north
Nuevo León,0.067856,0.320162,0.609994,north
Nuevo León,0.044227,0.338687,0.612087,north
Nuevo León,0.056579,0.435392,0.49834,north
San Luis Potosí,0.058641,0.295417,0.630363,north
Nuevo León,0.059493,0.407808,0.526188,north
Coahuila,0.076558,0.312323,0.605592,north
Nuevo León,0.073017,0.358202,0.568761,north
Nuevo León,0.034245,0.361803,0.603932,north
Chihuahua,0.042461,0.369186,0.579758,north
Nuevo León,0.050414,0.269442,0.663569,north
Nuevo León,0.025712,0.288304,0.683541,north
Nuevo León,0.039019,0.288999,0.658448,north
Nuevo León,0.062561,0.317127,0.608088,north
Nuevo León,0.056464,0.415572,0.517273,north
Nuevo León,0.049695,0.505052,0.425965,north
Nuevo León,0.058513,0.315012,0.613259,north
Nuevo León,0.026716,0.437928,0.510276,north
Nuevo León,0.054802,0.32076,0.620371,north
Nuevo León,0.056811,0.443144,0.500025,north
Nuevo León,0.038227,0.31942,0.628578,north
San Luis Potosí,0.078016,0.304097,0.616519,north
Nuevo León,0.080235,0.347907,0.55948,north
Nuevo León,0.045337,0.25976,0.694471,north
Nuevo León,0.038907,0.349231,0.611842,north
Zacatecas,0.046738,0.495744,0.457497,north
Nuevo León,0.038095,0.303313,0.650574,north
Michoacán,0.053529,0.361895,0.569521,center
Tabasco,0.102452,0.168698,0.722496,south
Nuevo León,0.04753,0.339137,0.613161,north
Nuevo León,0.078202,0.282469,0.612769,north
Veracruz,1e-5,0.024794,0.973562,center
Nuevo León,0.054167,0.356677,0.581751,north
Coahuila,1e-5,1e-5,0.99996,north
Tamaulipas,0.045019000000000003,0.197826,0.754239,north
Veracruz,0.065674,0.133514,0.797113,center
Nuevo León,0.055581,0.229368,0.708068,north
Nuevo León,0.065882,0.330561,0.596864,north
Nuevo León,0.058634,0.204958,0.720753,north
Nuevo León,0.036319,0.371808,0.5814,north
Nuevo León,0.077195,0.323005,0.586884,north
Nuevo León,0.040973999999999997,0.519642,0.420406,north
Tabasco,0.103709,0.12984,0.763793,south
Nuevo León,0.079551,0.319904,0.589568,north
Chihuahua,1e-5,0.077167,0.888838,north
Nuevo León,0.024348,0.429561,0.536901,north
Coahuila,0.052387,0.519354,0.42218,north
Nuevo León,0.061319,0.341835,0.593132,north
Nuevo León,0.028454,0.462434,0.507586,north
Nuevo León,0.043467,0.693393,0.257436,north
Nuevo León,0.067978,0.34867,0.582938,north
Nuevo León,0.043449,0.396792,0.556573,north
Nuevo León,0.045774,0.303167,0.639448,north
Michoacán,0.04695,0.498396,0.453621,center
Sonora,0.007694,0.18964,0.795353,north
Nuevo León,0.044645,0.272032,0.670404,north
Nuevo León,0.06227,0.337032,0.584212,north
Coahuila,0.04548,0.335849,0.60314,north
Tamaulipas,0.06142,0.308853,0.610207,north
Veracruz,0.055357,0.434962,0.498998,center
Tamaulipas,0.035026,0.251019,0.710652,north
Veracruz,0.003808,9.22e-4,0.991002,center
Nuevo León,0.034819,0.260997,0.69079,north
Nuevo León,0.054146,0.317836,0.61202,north
Nuevo León,0.038769,0.251518,0.701786,north
Veracruz,0.001296,0.005168,0.986727,center
Nuevo León,0.043292,0.3064,0.639333,north
Nuevo León,0.030582,0.171974,0.794054,north
Nuevo León,0.056978,0.390129,0.552873,north
Nuevo León,0.04607,0.260042,0.534466,north
Tabasco,0.026596,0.098193,0.870672,south
Tabasco,0.124179,0.217245,0.650644,south
Nuevo León,1e-5,1e-5,0.99996,north
Coahuila,0.059645,0.278043,0.589037,north
Nuevo León,0.042061,0.336812,0.611541,north
Nuevo León,0.049717,0.361094,0.589154,north
Nuevo León,0.054909,0.277373,0.655714,north
Nuevo León,0.037645,0.292473,0.659523,north
Nuevo León,0.041065,0.380127,0.578788,north
Nuevo León,0.042956,0.273384,0.680914,north
Nuevo León,0.0428,0.341794,0.60909,north
Nuevo León,0.028849,0.505584,0.462334,north
Nuevo León,0.039521,0.335355,0.605725,north
Zacatecas,0.107353,0.245501,0.64539,north
Nuevo León,0.035241,0.691745,0.271504,north
Nuevo León,0.054914,0.42403,0.509189,north
San Luis Potosí,0.046812,0.400893,0.544609,north
Nuevo León,0.085137,0.365888,0.54406,north
Nuevo León,0.01777,0.349031,0.633179,north
Coahuila,0.053574,0.275642,0.66545,north
Nuevo León,0.064968,0.353353,0.581659,north
