region	group1	group2	group3	group4
ORI	1e-05	0.536262	0.027493	0.436235
ORI	1e-05	0.364462	0.050275	0.585253
ORI	1e-05	0.252889	0.085107	0.661994
ORI	0.002172	0.313457	0.059253	0.625117
ORI	0.001453	0.431501	0.051513	0.515533
ORI	0.003131	0.274557	0.046115	0.676197
ORI	1e-05	0.365966	0.042524	0.5915
ORI	0.000963	0.266667	0.061164	0.671206
ORI	0.010257	0.006562	0.003461	0.97972
ORI	0.002602	0.218922	0.040398	0.738079
ORI	0.002652	0.00021	7.4e-05	0.997063
ORI	1e-05	0.243135	0.071351	0.685504
ORI	1e-05	0.247639	0.042828	0.709524
ORI	0.000249	0.27005	0.039765	0.689936
ORI	0.003852	0.165481	0.068939	0.761728
ORI	0.011651	0.215142	0.079678	0.693529
ORI	0.001506	0.340161	0.052617	0.605716
ORI	1e-05	0.24969	0.059564	0.690735
ORI	0.004977	0.347608	0.063364	0.58405
ORI	0.004832	0.00055	0.00355	0.991068
ORI	0.001185	0.283202	0.057311	0.658302
ORI	0.001709	0.370365	0.059053	0.568873
ORI	0.004765	0.384695	0.052062	0.558478
ORI	1e-05	0.405073	0.063059	0.531858
ORI	1e-05	0.376748	0.061857	0.561385
ORI	1e-05	0.416229	0.041903	0.541858
ORI	0.003537	0.116417	0.003754	0.876292
ORI	1e-05	0.375477	0.054106	0.570407
ORI	0.010417	0.187272	0.042769	0.759542
ORI	1e-05	0.283189	0.05597	0.660831
ORI	0.01392	0.284996	0.049052	0.652032
ORI	1e-05	0.453073	0.051391	0.495525
ORI	1e-05	0.298239	0.057431	0.64432
ORI	1e-05	0.361405	0.048891	0.589695
ORI	1e-05	0.420587	0.104385	0.475017
ORI	0.013245	0.10287	0.025042	0.858843
ORI	0.007278	0.11581	0.016022	0.86089
ORI	1e-05	0.411952	0.045326	0.542713
ORI	1e-05	0.183515	0.047697	0.768778
ORI	0.002961	0.28742	0.064934	0.644685
ORI	0.005469	0.256128	0.032767	0.705637
ORI	1e-05	0.315548	0.050826	0.633616
ORI	1e-05	0.298313	0.061652	0.640025
ORI	0.005339	0.357698	0.057885	0.579078
ORI	0.006033	0.219405	0.077945	0.696617
ORI	0.009923	0.277441	0.064185	0.648451
ORI	0.019804	0.572131	0.048035	0.360029
ORI	1e-05	0.433805	0.031947	0.534238
ORI	0.011491	0.189336	0.035716	0.763457
ORI	0.004879	0.386165	0.052576	0.556381
ORI	0.002205	0.413704	0.048484	0.535607
ORI	0.007938	0.223145	0.067202	0.701715
ORI	0.010998	0.367112	0.058597	0.563293
ORI	0.003304	1e-05	0.000499	0.996188
ORI	1e-05	0.338412	0.035367	0.626211
ORI	0.002783	0.091845	0.004316	0.901057
ORI	0.000901	0.368056	0.150318	0.480726
ORI	0.000729	0.525383	0.025477	0.448412
ORI	0.001822	0.349719	0.054196	0.594263
ORI	0.002297	0.345996	0.053246	0.598461
ORI	1e-05	0.314285	0.050294	0.63541
ORI	0.009516	0.236163	0.04827	0.706051
ORI	1e-05	0.291912	0.061688	0.646391
ORI	1e-05	0.260134	0.064996	0.67486
ORI	0.011441	0.026859	0.019316	0.942384
ORI	1e-05	0.345002	0.025623	0.629365
ORI	1e-05	0.61454	0.041271	0.344178
ORI	0.008558	0.252386	0.047017	0.692039
ORI	0.005835	0.241013	0.036342	0.716809
ORI	0.015246	0.207309	0.079174	0.698271
ORI	0.008315	0.199905	0.013374	0.778406
ORI	0.000307	0.307528	0.058748	0.633417
ORI	1e-05	0.298987	0.035506	0.665496
ORI	1e-05	0.407707	0.039737	0.552546
ORI	1e-05	0.512384	0.038371	0.449235
ORI	0.004213	0.418984	0.022255	0.554548
ORI	1e-05	0.422577	0.061822	0.51559
ORI	1e-05	0.278753	0.064698	0.656538
ORI	1e-05	0.18024	0.040374	0.779377
ORI	0.009423	0.406558	0.045785	0.538233
ORI	1e-05	0.124829	0.089692	0.785469
ORI	0.004538	0.366563	0.039134	0.589765
ORI	1e-05	0.289878	0.060684	0.649428
ORI	0.006633	0.35763	0.050417	0.58532
ORI	0.008724	0.001439	0.001992	0.987846
ORI	0.01257	0.180176	0.028708	0.778547
ORI	1e-05	0.59795	0.024177	0.377863
ORI	0.008668	0.307828	0.051481	0.632023
ORI	0.000934	0.448088	0.067196	0.483783
ORI	1e-05	0.494669	0.059974	0.445348
ORI	2.7e-05	0.38018	0.058757	0.561037
ORI	1e-05	0.416749	0.050011	0.53323
ORI	1e-05	0.381433	0.031588	0.586969
ORI	0.005804	0.002292	0.000656	0.991247
ORI	0.017223	0.102617	0.016794	0.863365
ORI	1e-05	0.262174	0.037878	0.699939
ORI	0.00682	0.337019	0.045513	0.610648
ORI	1e-05	0.275258	0.065652	0.65908
ORI	1e-05	0.312984	0.018339	0.668667
ORI	1e-05	0.439583	0.131675	0.428732
ORI	0.007223	0.365821	0.043589	0.583366
ORI	1e-05	0.424426	0.06374	0.511823
ORI	0.003129	0.270806	0.047414	0.67865
ORI	0.001723	0.000245	5.4e-05	0.997978
ORI	1e-05	0.573002	0.047559	0.379429
ORI	0.000236	0.545437	0.044794	0.409533
ORI	0.003425	0.299951	0.046095	0.650529
ORI	0.004946	0.300355	0.04846	0.64624
ORI	1e-05	0.575643	0.062528	0.361819
ORI	1e-05	0.284906	0.06468	0.650404
ORI	1e-05	0.272209	0.027111	0.70067
ORI	1e-05	0.302229	0.052046	0.645716
ORI	0.014008	0.275836	0.0315	0.678656
ORI	1e-05	0.368349	0.056203	0.575438
ORI	0.005988	0.004694	0.001448	0.98787
ORI	1e-05	0.286384	0.030276	0.68333
ORI	0.001978	0.2384	0.054331	0.705291
ORI	1e-05	0.534154	0.05222	0.413615
ORI	0.008468	0.094125	0.049643	0.847764
ORI	0.000394	0.322968	0.068742	0.607896
ORI	0.000398	0.428422	0.031103	0.540078
ORI	1e-05	0.41964	0.065749	0.514601
ORI	0.006573	0.292777	0.039655	0.660994
ORI	0.003223	0.158941	0.02899	0.808847
ORI	0.011086	0.190469	0.048058	0.750387
ORI	1e-05	0.31506	0.019613	0.665317
ORI	0.004515	0.306296	0.042148	0.647042
ORI	0.009786	0.344639	0.081248	0.564326
ORI	0.007276	0.011259	0.000857	0.980607
ORI	1e-05	0.413118	0.063666	0.523206
ORI	0.000186	0.383325	0.045098	0.57139
ORI	0.011153	0.290366	0.051711	0.64677
ORI	1e-05	0.311388	0.051674	0.636928
ORI	0.012369	0.215619	0.049312	0.7227
ORI	0.008104	0.050109	0.005213	0.936574
ORI	1e-05	0.341554	0.067965	0.590471
ORI	0.021473	0.029097	0.015623	0.933807
ORI	0.014034	0.022446	0.05291	0.91061
ORI	1e-05	0.516553	0.062317	0.42112
ORI	1e-05	0.270184	0.037707	0.692099
ORI	0.0055	0.294549	0.055167	0.644784
ORI	1e-05	0.364549	0.034202	0.601239
ORI	0.001331	0.317066	0.081247	0.600357
ORI	0.00991	0.013495	0.003787	0.972808
ORI	0.010929	0.249961	0.045045	0.694065
ORI	0.017149	0.046023	0.014466	0.922362
ORI	1e-05	0.289324	0.034561	0.676106
ORI	0.006328	0.256725	0.077095	0.659851
ORI	0.008695	0.214843	0.044384	0.732077
ORI	0.004315	0.434351	0.040777	0.520556
ORI	0.154584	0.250027	0.043678	0.551711
ORI	1e-05	0.551049	0.038408	0.410533
ORI	0.011907	0.319088	0.03999	0.629014
ORI	0.011954	0.336078	0.065034	0.586935
ORI	1e-05	0.358474	0.050437	0.591079
ORI	0.000285	0.22862	0.051294	0.7198
ORI	0.014066	0.017392	0.004622	0.96392
ORI	1e-05	0.026848	0.818392	0.15475
ORI	0.011603	0.002701	0.001608	0.984088
ORI	0.013621	0.012228	0.014496	0.959654
ORI	1e-05	0.31233	0.048106	0.639554
ORI	1e-05	0.289601	0.047256	0.663132
ORI	3e-04	0.283589	0.056987	0.659124
ORI	1e-05	0.281182	0.050265	0.668543
ORI	0.005703	0.000176	0.000919	0.993203
ORI	1e-05	0.343847	0.064198	0.591945
ORI	1e-05	0.400656	0.059577	0.539757
ORI	0.017663	0.052491	0.010499	0.919346
ORI	0.002319	0.22708	0.007117	0.763484
ORI	1e-05	0.453696	0.061871	0.484423
ORI	0.004702	0.232397	0.040928	0.721973
ORI	1e-05	0.494871	0.050642	0.454476
ORI	0.001906	0.29354	0.044314	0.660239
ORI	1e-05	0.372421	0.048131	0.579437
ORI	0.010559	0.311765	0.042854	0.634822
ORI	0.007347	0.264202	0.05436	0.674091
ORI	1e-05	0.308368	0.032501	0.659121
ORI	0.008631	0.250824	0.062208	0.678337
ORI	0.012995	0.325315	0.041629	0.62006
ORI	1e-05	0.414768	0.031823	0.553399
ORI	0.001989	0.259019	0.040968	0.698024
ORI	0.005487	0.373964	0.060516	0.560033
ORI	0.010139	0.004412	0.002409	0.983041
ORI	1e-05	0.319393	0.067505	0.613092
ORI	0.004077	0.239917	0.037624	0.718381
ORI	1e-05	0.350522	0.103568	0.5459
ORI	0.013202	0.248336	0.050002	0.68846
ORI	0.00963	0.041431	0.000384	0.948555
ORI	0.002402	0.351264	0.056027	0.590307
ORI	0.005309	0.387871	0.05354	0.55328
ORI	0.001282	0.238669	0.051226	0.708823
ORI	1e-05	0.33177	0.076353	0.591867
ORI	0.005839	0.417913	0.043394	0.532854
ORI	0.001319	0.392767	0.048258	0.557655
ORI	0.014347	0.08103	0.02398	0.880644
ORI	0.005713	0.216486	0.024046	0.753754
ORI	1e-05	0.2897	0.054805	0.655484
ORI	1e-05	0.277403	0.053836	0.668751
ORI	0.001902	0.176891	0.011937	0.80927
ORI	1e-05	0.315706	0.038639	0.645646
ORI	1e-05	0.310585	0.0842	0.605204
ORI	1e-05	0.274052	0.061109	0.664829
ORI	1e-05	0.322552	0.024134	0.653304
ORI	0.005681	0.207022	0.122165	0.665131
ORI	0.004865	0.31338	0.052282	0.629473
ORI	0.017614	0.045684	0.031707	0.904994
ORI	0.005026	0.364541	0.045921	0.584513
ORI	0.000697	0.32333	0.079862	0.596111
ORI	0.001019	0.31272	0.05191	0.634352
ORI	1e-05	0.384977	0.043419	0.571594
ORI	0.017852	0.081721	0.010837	0.88959
ORI	1e-05	0.384105	0.049325	0.566561
ORI	0.000105	0.498567	0.058257	0.443071
ORI	0.000324	0.322753	0.060183	0.616741
ORI	1e-05	0.432718	0.03884	0.528432
ORI	1e-05	0.352035	0.036923	0.611031
ORI	0.001489	0.297112	0.079006	0.622394
ORI	0.002244	0.400761	0.04996	0.547034
ORI	1e-05	0.33496	0.042066	0.622964
ORI	1e-05	0.29019	0.023504	0.686295
ORI	0.009325	0.333299	0.052134	0.605242
ORI	1e-05	0.301092	0.034264	0.664634
ORI	1e-05	0.395159	0.047559	0.557271
ORI	0.005916	0.30573	0.055581	0.632773
ORI	0.01014	0.012176	0.015971	0.961713
ORI	1e-05	0.636138	0.029583	0.334269
ORI	1e-05	0.519013	0.031464	0.449513
ORI	0.009467	0.261923	0.054698	0.673912
ORI	0.012456	0.114939	0.008694	0.86391
ORI	1e-05	0.318016	0.063638	0.618336
ORI	0.00133	0.430533	0.158649	0.409488
ORI	0.003939	0.257544	0.057584	0.680932
ORI	1e-05	0.326262	0.072098	0.60163
ORI	1e-05	0.353448	0.052014	0.594528
ORI	0.001576	0.320378	0.038028	0.640017
ORI	1e-05	0.538357	0.034321	0.427312
ORI	0.06958	0.268036	0.057067	0.605317
ORI	0.021458	0.275153	0.07559	0.627799
ORI	0.00335	0.273809	0.051918	0.670923
ORI	0.000414	0.31588	0.057193	0.626513
EUR	1e-05	0.999163	1e-05	0.000817
EUR	1e-05	0.997974	1e-05	0.002006
EUR	1e-05	0.997839	1e-05	0.002141
EUR	1.3e-05	0.998603	1e-05	0.001374
EUR	1e-05	0.999762	1e-05	0.000218
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.994336	1e-05	0.005644
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.997802	1e-05	0.002178
EUR	1e-05	0.998421	1e-05	0.001559
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.998314	1e-05	0.001666
EUR	1e-05	0.996424	1e-05	0.003556
EUR	1e-05	0.998522	1e-05	0.001458
EUR	1e-05	0.996695	1e-05	0.003285
EUR	1e-05	0.999051	1e-05	0.000929
EUR	1e-05	0.999496	1e-05	0.000484
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.998031	1e-05	0.001949
EUR	1e-05	0.994777	1e-05	0.005203
EUR	1e-05	0.999383	1e-05	0.000597
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.995583	1e-05	0.004397
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.995446	1e-05	0.004534
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.997139	1e-05	0.002841
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.998255	1e-05	0.001725
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.997672	1e-05	0.002308
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.997027	1e-05	0.002953
EUR	1e-05	0.997533	1e-05	0.002447
EUR	1e-05	0.999394	1e-05	0.000586
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.99997	1e-05	1e-05
EUR	0.001583	0.996557	1e-05	0.00185
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.998724	1e-05	0.001256
EUR	1e-05	0.995868	1e-05	0.004112
EUR	1e-05	0.998196	1e-05	0.001784
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.99556	1e-05	0.00442
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.991672	1e-05	0.008308
EUR	1e-05	0.998746	1e-05	0.001234
EUR	1e-05	0.998271	1e-05	0.001709
EUR	0.052195	0.913276	1e-05	0.034519
EUR	0.043571	0.920979	1e-05	0.03544
EUR	0.026418	0.948543	1e-05	0.025029
EUR	0.054246	0.915571	1e-05	0.030173
EUR	0.061236	0.907418	1e-05	0.031336
EUR	0.044062	0.930963	1e-05	0.024965
EUR	0.050767	0.9198	1e-05	0.029422
EUR	0.051563	0.923106	1e-05	0.025321
EUR	0.046847	0.937007	0.001016	0.01513
EUR	0.054151	0.911921	1e-05	0.033918
EUR	0.046244	0.926043	1e-05	0.027702
EUR	0.061819	0.912527	1e-05	0.025644
EUR	0.048513	0.921621	1e-05	0.029856
EUR	0.057874	0.908334	1e-05	0.033782
EUR	0.038382	0.934808	1e-05	0.0268
EUR	0.047529	0.92513	1e-05	0.027331
EUR	0.032064	0.944365	1e-05	0.023561
EUR	1e-05	0.993886	1e-05	0.006094
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.999601	1e-05	0.000379
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.999805	1e-05	0.000175
EUR	1e-05	0.998541	1e-05	0.001439
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.99611	1e-05	0.00387
EUR	1e-05	0.999072	1e-05	0.000908
EUR	1e-05	0.999688	1e-05	0.000292
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.997639	1e-05	0.002341
EUR	1e-05	0.998083	1e-05	0.001897
EUR	1e-05	0.999726	1e-05	0.000254
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.999518	1e-05	0.000462
EUR	1e-05	0.999697	1e-05	0.000283
EUR	1e-05	0.997902	1e-05	0.002078
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.997472	1e-05	0.002508
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.996248	1e-05	0.003732
EUR	1e-05	0.99997	1e-05	1e-05
EUR	0.048375	0.929395	1e-05	0.02222
EUR	0.059222	0.917617	1e-05	0.02315
EUR	0.038635	0.940736	1e-05	0.020619
EUR	0.041	0.928716	1e-05	0.030274
EUR	0.0697	0.903826	1e-05	0.026464
EUR	0.065111	0.904406	1e-05	0.030472
EUR	0.044052	0.934903	1e-05	0.021035
EUR	0.036274	0.935435	1e-05	0.028281
EUR	0.039184	0.944901	1e-05	0.015906
EUR	0.044311	0.92565	1e-05	0.030029
EUR	0.023842	0.953144	1e-05	0.023004
EUR	0.047704	0.924153	1e-05	0.028133
EUR	0.051326	0.926731	1e-05	0.021933
EUR	0.043583	0.925497	1e-05	0.03091
EUR	0.057449	0.922297	1e-05	0.020244
EUR	0.042396	0.92794	1e-05	0.029654
EUR	0.054383	0.918883	1e-05	0.026723
EUR	0.046306	0.927226	1e-05	0.026457
EUR	0.05952	0.911248	1e-05	0.029222
EUR	0.05286	0.923106	1e-05	0.024025
EUR	0.032618	0.945446	1e-05	0.021926
EUR	0.055386	0.921292	1e-05	0.023312
EUR	0.0472	0.923726	1e-05	0.029064
EUR	0.030974	0.947125	1e-05	0.021891
EUR	0.020808	0.958811	1e-05	0.020372
EUR	0.057047	0.917035	1e-05	0.025908
EUR	0.042398	0.924342	1e-05	0.03325
EUR	0.033835	0.942898	1e-05	0.023257
EUR	0.04771	0.927379	1e-05	0.024901
EUR	0.039141	0.935547	1e-05	0.025302
EUR	0.052961	0.917929	1e-05	0.0291
EUR	0.05527	0.919879	1e-05	0.024841
EUR	0.046432	0.919132	1e-05	0.034426
EUR	0.061285	0.904112	1e-05	0.034593
EUR	0.039342	0.933074	1e-05	0.027575
EUR	0.045406	0.924001	1e-05	0.030583
EUR	0.038883	0.933258	1e-05	0.027849
EUR	0.035698	0.944746	1e-05	0.019546
EUR	0.040097	0.934068	1e-05	0.025825
EUR	0.04063	0.931164	1e-05	0.028195
EUR	0.044627	0.931416	1e-05	0.023947
EUR	0.031851	0.945926	1e-05	0.022213
EUR	0.040636	0.935053	1e-05	0.024301
EUR	0.055453	0.920199	1e-05	0.024338
EUR	0.024179	0.947759	1e-05	0.028052
EUR	0.041816	0.936696	1e-05	0.021478
EUR	0.056392	0.923438	1e-05	0.02016
EUR	0.040422	0.935611	0.004751	0.019216
EUR	0.054118	0.920948	1e-05	0.024924
EUR	0.042149	0.928483	1e-05	0.029358
EUR	0.018316	0.966953	1e-05	0.014721
EUR	0.048774	0.924626	1e-05	0.02659
EUR	0.038342	0.935207	1e-05	0.026441
EUR	0.049616	0.925599	1e-05	0.024775
EUR	0.016018	0.969932	1e-05	0.01404
EUR	0.043852	0.931169	1e-05	0.024969
EUR	0.050062	0.924537	1e-05	0.025392
EUR	0.03062	0.945856	1e-05	0.023514
EUR	0.038574	0.934194	1e-05	0.027222
EUR	0.036823	0.937415	1e-05	0.025752
EUR	0.053436	0.906194	1e-05	0.04036
EUR	0.036187	0.944163	1e-05	0.01964
EUR	0.058626	0.911869	1e-05	0.029495
EUR	0.041496	0.93364	1e-05	0.024854
EUR	0.039137	0.930517	1e-05	0.030336
EUR	0.048139	0.922691	1e-05	0.02916
EUR	0.045357	0.926933	1e-05	0.027699
EUR	0.052164	0.920522	1e-05	0.027305
EUR	0.05964	0.911415	1e-05	0.028936
EUR	0.044811	0.922941	1e-05	0.032238
EUR	0.046792	0.928312	1e-05	0.024886
EUR	0.038723	0.934099	1e-05	0.027167
EUR	0.059481	0.905748	1e-05	0.034761
EUR	0.044346	0.927759	1e-05	0.027885
EUR	0.029346	0.950993	1e-05	0.019652
EUR	0.049692	0.924927	1e-05	0.025371
EUR	0.03817	0.936721	1e-05	0.025098
EUR	0.023511	0.963511	1e-05	0.012968
EUR	0.041149	0.93734	1e-05	0.021501
EUR	0.049755	0.922216	1e-05	0.02802
EUR	0.053766	0.920603	1e-05	0.025621
EUR	0.036114	0.937119	1e-05	0.026757
EAS	0.996548	1e-05	1e-05	0.003432
EAS	0.998855	1e-05	1e-05	0.001125
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.998203	1e-05	1e-05	0.001777
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.998878	1e-05	1e-05	0.001102
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.997793	1e-05	1e-05	0.002187
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.999822	1e-05	1e-05	0.000158
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.996607	1e-05	1e-05	0.003373
EAS	0.998326	1e-05	1e-05	0.001654
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
AMR	0.001685	0.770231	0.084337	0.143748
AMR	1e-05	0.630668	0.183111	0.186211
AMR	1e-05	0.805392	0.078561	0.116036
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.995294	1e-05	1e-05	0.004686
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.997652	1e-05	1e-05	0.002328
EAS	0.995356	0.004624	1e-05	1e-05
EAS	0.976619	0.007821	1e-05	0.015551
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.996648	1e-05	1e-05	0.003332
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.999009	1e-05	1e-05	0.000971
EAS	0.999711	1e-05	1e-05	0.000269
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
AMR	0.011359	0.707588	0.152129	0.128924
AMR	1e-05	0.686754	0.168501	0.144735
AMR	0.007759	0.817243	0.069211	0.105787
AMR	0.001707	0.753988	0.085655	0.15865
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.999964	1.6e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
AMR	0.001929	0.892748	0.029184	0.076139
AMR	0.006553	0.818296	0.053266	0.121885
AMR	1e-05	0.698917	0.104518	0.196555
AMR	0.001552	0.830702	0.058967	0.108779
AMR	1e-05	0.817992	0.07603	0.105968
AMR	1e-05	0.887416	0.048114	0.064459
AMR	0.006647	0.731408	0.118393	0.143551
AMR	1e-05	0.888256	0.059169	0.052566
AMR	0.007286	0.680894	0.090712	0.221109
EAS	0.999061	0.000919	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.999018	0.000962	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.994524	0.005456	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.998371	0.001609	1e-05	1e-05
EAS	0.998524	0.001456	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
AMR	0.00248	0.818955	0.082617	0.095948
AMR	1e-05	0.752042	0.107174	0.140774
AMR	1e-05	0.640891	0.226132	0.132966
AMR	0.001995	0.607051	0.208073	0.182882
AMR	0.005781	0.602297	0.210213	0.181709
AMR	0.00112	0.77365	0.064479	0.160751
AMR	0.001114	0.765289	0.126414	0.107183
AMR	0.004913	0.724693	0.118506	0.151888
AMR	0.00435	0.801206	0.084615	0.109828
AMR	1e-05	0.794346	0.068481	0.137163
AMR	1e-05	0.528272	0.348877	0.12284
AMR	0.007279	0.706607	0.167918	0.118196
AMR	1e-05	0.804291	0.067167	0.128531
AMR	0.005544	0.7809	0.079476	0.13408
AMR	1e-05	0.756058	0.085028	0.158904
AMR	1e-05	0.798272	0.053624	0.148094
AMR	1e-05	0.779528	0.080552	0.13991
AMR	0.003653	0.764578	0.079787	0.151982
AMR	1e-05	0.860238	0.089973	0.049779
AMR	0.014376	0.61654	0.191493	0.17759
AMR	0.009323	0.702441	0.16026	0.127977
