region	group1	group2	group3	group4
AMR	1e-05	0.702941	0.086953	0.210096
AMR	0.004404	0.647759	0.201006	0.146831
AMR	1e-05	0.742313	0.100248	0.157429
AMR	0.009955	0.754878	0.120901	0.114266
AMR	0.002596	0.690813	0.126282	0.180309
AMR	0.001749	0.709047	0.175355	0.113849
AMR	0.007622	0.70921	0.145008	0.13816
AMR	0.003834	0.627927	0.243504	0.124735
AMR	0.003726	0.741786	0.132534	0.121953
AMR	0.000261	0.768371	0.103236	0.128132
AMR	1e-05	0.762353	0.090866	0.146771
AMR	1e-05	0.760327	0.097622	0.142041
AMR	1e-05	0.6872	0.145641	0.167149
AMR	1e-05	0.700741	0.169096	0.130153
AMR	0.007183	0.782385	0.086842	0.123591
AMR	1e-05	0.841615	0.076476	0.081899
AMR	1e-05	0.660605	0.223078	0.116307
AMR	1e-05	0.30105	0.627722	0.071218
AMR	1e-05	0.731246	0.126092	0.142652
AMR	1e-05	0.741553	0.114671	0.143766
AMR	1e-05	0.906965	0.019926	0.073099
AMR	0.005516	0.702382	0.01292	0.279182
AMR	1e-05	0.848892	0.023466	0.127632
AMR	0.00866	0.651184	0.04769	0.292466
AMR	1e-05	0.710475	0.06661	0.222905
AMR	0.004847	0.573214	0.140839	0.2811
AMR	0.008655	0.645629	0.09772	0.247996
AMR	1e-05	0.696361	0.060705	0.242924
AMR	1e-05	0.681576	0.063091	0.255323
AMR	0.000146	0.820806	0.021443	0.157606
AMR	0.003123	0.65998	0.119255	0.217642
AMR	0.001841	0.641232	0.087829	0.269097
AMR	0.003871	0.632868	0.024166	0.339095
AMR	0.001479	0.532665	0.178436	0.28742
AMR	0.001038	0.689726	0.039053	0.270183
AMR	0.009201	0.456734	0.188154	0.34591
AMR	1e-05	0.686485	0.055127	0.258378
AMR	0.008455	0.459518	0.104749	0.427277
AMR	1e-05	0.658786	0.183686	0.157518
AMR	0.001387	0.740632	0.097766	0.160215
AMR	1e-05	0.78244	0.099671	0.117879
AMR	0.000324	0.631573	0.226357	0.141746
AMR	0.005814	0.905094	0.031427	0.057665
AMR	1e-05	0.716811	0.122532	0.160647
AMR	1e-05	0.67379	0.186365	0.139835
AMR	0.004638	0.866667	0.070701	0.057994
AMR	0.001831	0.818017	0.06335	0.116802
AMR	1e-05	0.752724	0.089845	0.157422
AMR	0.005536	0.733639	0.075588	0.185237
AMR	1e-05	0.713674	0.134663	0.151653
AMR	1e-05	0.710358	0.121333	0.168299
AMR	0.008158	0.574193	0.173104	0.244545
AMR	0.011946	0.572825	0.207585	0.207644
AMR	0.006882	0.618582	0.156362	0.218175
AMR	0.000114	0.713582	0.093855	0.192449
AMR	1e-05	0.79232	0.063433	0.144236
AMR	1e-05	0.666428	0.1847	0.148862
AMR	1e-05	0.862591	0.045762	0.091638
AMR	0.013293	0.756149	0.10399	0.126568
AMR	1e-05	0.771358	0.112174	0.116459
AMR	1e-05	0.248858	0.676117	0.075015
AMR	1e-05	0.437353	0.504474	0.058163
AMR	0.003316	0.628378	0.198874	0.169432
AMR	0.002588	0.777365	0.10996	0.110087
AMR	0.00688	0.608433	0.078043	0.306644
AMR	0.003461	0.718287	0.021881	0.256371
AMR	0.004259	0.734018	0.044658	0.217066
AMR	0.011271	0.5301	0.171917	0.286712
AMR	1e-05	0.823261	0.011519	0.16521
AMR	1e-05	0.698038	0.016106	0.285847
AMR	0.001336	0.84122	0.030018	0.127426
AMR	0.007592	0.559742	0.126165	0.3065
AMR	1e-05	0.669793	0.07284	0.257357
AMR	1e-05	0.666406	0.079523	0.254061
AMR	0.009451	0.511834	0.181288	0.297428
AMR	0.012522	0.662825	0.037142	0.28751
AMR	1e-05	0.94432	0.012666	0.043004
AMR	0.006604	0.632385	0.015158	0.345853
AMR	1e-05	0.614297	0.021538	0.364155
AMR	1e-05	0.704435	0.021489	0.274066
AMR	0.009365	0.718384	0.027706	0.244545
AMR	1e-05	0.716531	0.065867	0.217592
AMR	0.000153	0.628938	0.233654	0.137255
AMR	0.002238	0.700517	0.112942	0.184303
AMR	0.017796	0.692325	0.114367	0.175512
AMR	0.000942	0.673874	0.151228	0.173956
AMR	1e-05	0.623492	0.225321	0.151177
AMR	0.004859	0.814928	0.090652	0.089561
AMR	1e-05	0.744129	0.126579	0.129282
AMR	0.003163	0.730845	0.110321	0.155671
AMR	1e-05	0.770945	0.13505	0.093995
AMR	1e-05	0.716473	0.102245	0.181271
EUR	1e-05	0.991537	1e-05	0.008443
AMR	0.021549	0.400175	0.007828	0.570447
AMR	0.005367	0.430374	0.350502	0.213756
AMR	1e-05	0.5603	0.031967	0.407724
AMR	0.004375	0.71986	0.054572	0.221193
AMR	1e-05	0.778288	0.009713	0.211989
AMR	0.01056	0.571392	0.041846	0.376203
AMR	0.009868	0.541268	0.072044	0.376819
AMR	1e-05	0.70281	0.016066	0.281115
AMR	1e-05	0.782901	0.026718	0.190372
AMR	1e-05	0.823728	0.016785	0.159477
AMR	1e-05	0.640189	0.05819	0.301611
AMR	0.009928	0.693282	0.015441	0.281349
AMR	0.005447	0.710619	0.040814	0.24312
AMR	0.009465	0.704521	0.061589	0.224425
AMR	0.011053	0.646055	0.117466	0.225426
AMR	0.018521	0.512242	0.173873	0.295364
AMR	1e-05	0.589497	0.138615	0.271878
AMR	0.004527	0.64085	0.103207	0.251415
AMR	0.00554	0.364467	0.125951	0.504042
AMR	1e-05	0.645139	0.039151	0.3157
AMR	1e-05	0.728569	0.016991	0.25443
AMR	0.000686	0.566701	0.136728	0.295886
AMR	0.001226	0.602654	0.098775	0.297346
AMR	0.010613	0.571304	0.044315	0.373768
AMR	1e-05	0.724215	0.03288	0.242895
AMR	0.00171	0.710184	0.060544	0.227562
AMR	1e-05	0.807101	0.053859	0.13903
AMR	0.002614	0.437048	0.275458	0.28488
AMR	1e-05	0.655835	0.160848	0.183307
AMR	0.007067	0.643408	0.209237	0.140288
AMR	1e-05	0.795855	0.07736	0.126774
AMR	0.002136	0.626254	0.170638	0.200972
AMR	1e-05	0.678698	0.164951	0.156342
AMR	0.007402	0.653828	0.165575	0.173195
AMR	0.006535	0.651859	0.170401	0.171205
AMR	0.000899	0.787268	0.097033	0.1148
AMR	1e-05	0.690342	0.088508	0.22114
AMR	0.001367	0.665949	0.13986	0.192824
AMR	0.005273	0.693362	0.134825	0.166539
AMR	1e-05	0.615958	0.107249	0.276783
AMR	0.008889	0.727344	0.030326	0.23344
AMR	0.0066	0.445354	0.044701	0.503345
AMR	0.003106	0.870851	0.013621	0.112422
AMR	1e-05	0.93767	0.018015	0.044305
AMR	1e-05	0.598955	0.168658	0.232377
AMR	0.024818	0.568947	0.020979	0.385256
AMR	0.002356	0.396092	0.045281	0.55627
AMR	0.003723	0.619777	0.096187	0.280313
AMR	0.011779	0.674604	0.07357	0.240048
AMR	0.010308	0.559621	0.036169	0.393902
AMR	0.008908	0.557737	0.050312	0.383044
AMR	1e-05	0.557276	0.033122	0.409592
AMR	0.008237	0.450473	0.174593	0.366697
AMR	0.016064	0.401024	0.279227	0.303685
AMR	0.006979	0.490063	0.193378	0.309579
AMR	1e-05	0.794582	0.020323	0.185086
AMR	1e-05	0.800528	0.023651	0.175811
AMR	1e-05	0.828726	0.015109	0.156156
AMR	1e-05	0.850081	0.027802	0.122107
AMR	0.016426	0.375306	0.353168	0.2551
AMR	0.000815	0.608186	0.034817	0.356182
AMR	1e-05	0.703771	0.153442	0.142777
AMR	1e-05	0.85634	0.02069	0.122959
AMR	0.00089	0.830719	0.016375	0.152015
AMR	1e-05	0.770992	0.02666	0.202338
AMR	0.010781	0.490053	0.100014	0.399151
AMR	0.013784	0.496365	0.122028	0.367823
AMR	0.001084	0.593908	0.044355	0.360654
AMR	0.00732	0.609688	0.046297	0.336695
EUR	0.001733	0.976068	0.022189	1e-05
EUR	1e-05	0.973415	0.026565	1e-05
EUR	0.00275	0.98639	0.01085	1e-05
EUR	0.00171	0.983954	0.014241	9.5e-05
EUR	1e-05	0.981077	0.018903	1e-05
EUR	1e-05	0.985278	0.014702	1e-05
EUR	1e-05	0.979533	0.020447	1e-05
EUR	1e-05	0.987984	0.011996	1e-05
EUR	1e-05	0.991923	0.008057	1e-05
EUR	1e-05	0.991518	0.008462	1e-05
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.996962	0.003018	1e-05
EUR	1e-05	0.998834	0.001146	1e-05
EUR	1e-05	0.998359	0.001621	1e-05
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.986736	0.013244	1e-05
EUR	0.003698	0.9758	0.020492	1e-05
EUR	1e-05	0.966639	0.032853	0.000498
EUR	1e-05	0.980975	0.019005	1e-05
EUR	9.4e-05	0.978866	0.02103	1e-05
EUR	1e-05	0.980134	0.019846	1e-05
EUR	1e-05	0.988674	0.011306	1e-05
EUR	1e-05	0.990092	0.009888	1e-05
AMR	0.001915	0.720072	0.06043	0.217583
AMR	0.005781	0.386525	0.384648	0.223045
AMR	0.011947	0.451624	0.221728	0.314701
AMR	0.009867	0.298779	0.00309	0.688264
AMR	0.0129	0.511552	0.014992	0.460556
AMR	0.011012	0.338972	1e-05	0.650006
AMR	0.000476	0.044862	1e-05	0.954653
AMR	0.001796	0.508313	0.062307	0.427585
AMR	0.006299	0.37716	0.008633	0.607909
SAS	0.24461	0.748723	0.006657	1e-05
SAS	0.255241	0.739452	0.005298	1e-05
SAS	0.239808	0.755128	0.005053	1e-05
SAS	0.209888	0.785988	0.004115	1e-05
EAS	0.991745	0.008235	1e-05	1e-05
EAS	0.977512	0.022468	1e-05	1e-05
EAS	0.987084	0.012896	1e-05	1e-05
EAS	0.984701	0.015279	1e-05	1e-05
EAS	0.986599	0.013381	1e-05	1e-05
EAS	0.995267	0.004713	1e-05	1e-05
EUR	0.001557	0.975746	0.02136	0.001337
EUR	1e-05	0.982065	0.017915	1e-05
EUR	1e-05	0.990575	0.008872	0.000542
EUR	1e-05	0.990075	0.009905	1e-05
EUR	1e-05	0.988217	0.011763	1e-05
EUR	1e-05	0.983236	0.016744	1e-05
EUR	1e-05	0.980294	0.019686	1e-05
EUR	1e-05	0.975252	0.024728	1e-05
EUR	1e-05	0.991198	0.008782	1e-05
EUR	0.001215	0.988269	0.010506	1e-05
EUR	0.006734	0.977186	0.01607	1e-05
EUR	1e-05	0.969694	0.013438	0.016858
EUR	1e-05	0.986361	0.013619	1e-05
EUR	1e-05	0.980667	0.019221	0.000101
EUR	1e-05	0.978008	0.021972	1e-05
EUR	0.003745	0.977605	0.018555	9.4e-05
EUR	0.003275	0.985192	0.010301	0.001231
EUR	0.004211	0.972622	0.023157	1e-05
EUR	1e-05	0.938565	0.061415	1e-05
EUR	1e-05	0.95535	0.04463	1e-05
EUR	1e-05	0.995136	0.004844	1e-05
EUR	1e-05	0.987247	0.012733	1e-05
EUR	0.002133	0.968753	0.029104	1e-05
EUR	1.4e-05	0.954066	0.04591	1e-05
EUR	0.001976	0.987324	0.01069	1e-05
EUR	1e-05	0.986965	0.01098	0.002045
EUR	1e-05	0.992002	0.007978	1e-05
EUR	1e-05	0.994274	0.005706	1e-05
EUR	1e-05	0.994303	0.005677	1e-05
EUR	1e-05	0.990845	0.009135	1e-05
EUR	1e-05	0.988594	0.011386	1e-05
EUR	1e-05	0.989645	0.010335	1e-05
EUR	1e-05	0.994902	0.005078	1e-05
EUR	1e-05	0.995699	0.004281	1e-05
EUR	1e-05	0.975695	0.024285	1e-05
EUR	1e-05	0.985749	0.014231	1e-05
EUR	1e-05	0.954812	0.045168	1e-05
EUR	0.002611	0.949616	0.047763	1e-05
EUR	0.000266	0.974885	0.024839	1e-05
EUR	1e-05	0.977611	0.022369	1e-05
EUR	1e-05	0.999654	0.000326	1e-05
EUR	1e-05	0.99997	1e-05	1e-05
EUR	0.00218	0.967329	0.030481	1e-05
EUR	1e-05	0.976169	0.023811	1e-05
EUR	1e-05	0.981022	0.018958	1e-05
EUR	0.001472	0.979886	0.018632	1e-05
EUR	1e-05	0.979388	0.020592	1e-05
EUR	1e-05	0.980212	0.019768	1e-05
EUR	1e-05	0.990085	0.009895	1e-05
EUR	1e-05	0.987609	0.012083	0.000297
EUR	0.004069	0.979328	0.016593	1e-05
EUR	0.002184	0.976038	0.021767	1e-05
EUR	1e-05	0.989274	0.010706	1e-05
EUR	1e-05	0.98968	0.0103	1e-05
EUR	1e-05	0.986071	0.013909	1e-05
EUR	1e-05	0.979081	0.020899	1e-05
EUR	1e-05	0.978933	0.021047	1e-05
EUR	0.002774	0.974337	0.022879	1e-05
EUR	1e-05	0.986712	0.013268	1e-05
EUR	1e-05	0.993294	0.006686	1e-05
EUR	1e-05	0.990958	0.009022	1e-05
EUR	1e-05	0.993346	0.006634	1e-05
EUR	1e-05	0.994446	0.004136	0.001408
EUR	1e-05	0.995102	0.004878	1e-05
EUR	1.7e-05	0.99389	0.006083	1e-05
EUR	1e-05	0.991146	0.008834	1e-05
EUR	1e-05	0.981091	0.018889	1e-05
EUR	1e-05	0.982809	0.017171	1e-05
EUR	1e-05	0.99691	0.00307	1e-05
EUR	1e-05	0.993586	0.006394	1e-05
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.999855	1e-05	0.000125
EUR	1e-05	0.997418	1e-05	0.002562
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.995827	1e-05	1e-05	0.004153
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.997547	0.002433	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.988151	0.011829	1e-05	1e-05
EAS	0.988679	0.011301	1e-05	1e-05
EAS	0.984216	0.015764	1e-05	1e-05
EAS	0.991593	0.008387	1e-05	1e-05
EAS	0.982779	0.017201	1e-05	1e-05
EAS	0.988073	0.011907	1e-05	1e-05
EAS	0.980382	0.019598	1e-05	1e-05
EAS	0.983985	0.015995	1e-05	1e-05
EAS	0.987254	0.012726	1e-05	1e-05
EAS	0.980688	0.019292	1e-05	1e-05
EAS	0.982217	0.017763	1e-05	1e-05
EAS	0.994538	0.005442	1e-05	1e-05
EAS	0.984912	0.015068	1e-05	1e-05
EAS	0.988725	0.011255	1e-05	1e-05
EAS	0.982021	0.017959	1e-05	1e-05
EAS	0.9897	0.01028	1e-05	1e-05
EAS	0.988961	0.011019	1e-05	1e-05
EAS	0.994305	0.005675	1e-05	1e-05
EAS	0.995674	0.004306	1e-05	1e-05
EAS	0.983571	0.016409	1e-05	1e-05
EAS	0.989169	0.010811	1e-05	1e-05
EAS	0.993219	0.006761	1e-05	1e-05
EAS	0.988163	0.011817	1e-05	1e-05
EAS	0.993254	0.006726	1e-05	1e-05
EAS	0.983169	0.016811	1e-05	1e-05
EAS	0.982665	0.017315	1e-05	1e-05
EAS	0.988391	0.011589	1e-05	1e-05
EAS	0.990404	0.009576	1e-05	1e-05
EAS	0.990343	0.009637	1e-05	1e-05
EAS	0.983922	0.016058	1e-05	1e-05
EAS	0.988366	0.011614	1e-05	1e-05
EAS	0.987513	0.012467	1e-05	1e-05
EAS	0.981763	0.018217	1e-05	1e-05
EAS	0.980968	0.019012	1e-05	1e-05
AFR	0.009361	0.157412	0.833217	1e-05
AFR	0.171779	0.270065	0.558146	1e-05
AFR	1e-05	0.038722	0.961258	1e-05
AFR	0.003738	0.141694	0.854558	1e-05
AFR	1e-05	0.060767	0.939213	1e-05
AFR	1e-05	0.118352	0.881628	1e-05
AFR	0.001068	0.032922	0.966	1e-05
AFR	0.001524	0.129506	0.868846	0.000124
AMR	0.008357	0.215738	0.060917	0.714988
AMR	0.007156	0.305932	0.114922	0.57199
AFR	0.001102	0.083212	0.915677	1e-05
AFR	0.004025	0.031106	0.96486	1e-05
AFR	1e-05	0.102732	0.897248	1e-05
AFR	0.000637	0.152436	0.842256	0.004672
AFR	0.005289	0.073112	0.921589	1e-05
AMR	0.0069	0.130644	0.00809	0.854366
AMR	0.009701	0.22202	1e-05	0.768268
AMR	0.001577	0.014586	1e-05	0.983827
AMR	0.016314	0.223807	1e-05	0.75987
AMR	0.016496	0.046941	1e-05	0.936553
AMR	0.082306	0.138927	0.110898	0.667869
AMR	0.008153	1e-05	1e-05	0.991827
AMR	0.007521	0.051054	1e-05	0.941415
AMR	1e-05	0.202156	1e-05	0.797824
AMR	0.056955	0.226564	0.090816	0.625664
AMR	0.008707	0.258727	0.001058	0.731508
AMR	0.009647	0.301782	0.03367	0.6549
AMR	0.010786	1e-05	1e-05	0.989194
AMR	0.002117	0.219268	0.006583	0.772033
AMR	0.020134	0.111429	0.056312	0.812125
AMR	0.011347	0.155722	0.00014	0.832791
AMR	0.397802	0.087936	0.004864	0.509398
AMR	0.010876	0.213693	0.001214	0.774216
AMR	0.01824	0.346215	0.02619	0.609354
AMR	0.078314	0.116248	0.174748	0.63069
AMR	0.018909	0.08561	0.053917	0.841564
AMR	0.025297	0.011007	0.016296	0.947401
AMR	0.017964	0.09517	0.005072	0.881795
AMR	0.01479	0.083575	1e-05	0.901625
AFR	1e-05	0.080479	0.919336	0.000175
AFR	0.006416	0.139756	0.852413	0.001415
AMR	0.001135	1e-05	1e-05	0.998845
AMR	0.018305	0.31237	0.078898	0.590427
AMR	0.00754	0.347017	0.005588	0.639855
AMR	0.028127	0.022831	1e-05	0.949032
AMR	0.01854	0.333672	1e-05	0.647778
AMR	0.013411	0.268274	0.160453	0.557862
AMR	0.02003	0.151606	0.029946	0.798418
AMR	0.018302	0.025504	1e-05	0.956184
AMR	0.009554	0.311648	0.004937	0.673861
AMR	1e-05	0.203623	1e-05	0.796357
AMR	0.007147	0.28381	0.00841	0.700632
AMR	0.012849	0.237215	0.029372	0.720564
AMR	0.017401	0.207932	1e-05	0.774657
AMR	0.009402	0.296169	1e-05	0.694419
AFR	0.000766	0.080745	0.918479	1e-05
AFR	1e-05	0.133086	0.866272	0.000632
AFR	1e-05	0.446725	0.553255	1e-05
AFR	0.001835	0.157245	0.84091	1e-05
AFR	0.00561	0.07696	0.91742	1e-05
AMR	0.012969	0.235995	0.018131	0.732905
AMR	0.017842	0.084566	1e-05	0.897582
AMR	0.0182	0.103649	1e-05	0.878141
AMR	0.016037	0.208563	1e-05	0.77539
AMR	0.01263	0.166693	0.004953	0.815725
AMR	1e-05	0.294939	0.389373	0.315678
AMR	0.014525	0.14594	0.006699	0.832836
AFR	0.000678	0.152978	0.846334	1e-05
AFR	1e-05	0.1604	0.837489	0.002101
AFR	1e-05	0.078075	0.921905	1e-05
AFR	0.002217	0.03167	0.966104	1e-05
AFR	0.00017	0.12732	0.8725	1e-05
EAS	0.932047	0.067933	1e-05	1e-05
EAS	0.974999	0.023593	0.001398	1e-05
EAS	0.985442	0.014538	1e-05	1e-05
EAS	0.984657	0.015323	1e-05	1e-05
EAS	0.988404	0.011576	1e-05	1e-05
EAS	0.996608	0.003372	1e-05	1e-05
EAS	0.999061	0.000919	1e-05	1e-05
EAS	0.989019	0.010961	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.993879	0.006101	1e-05	1e-05
EAS	0.994118	0.005862	1e-05	1e-05
EAS	0.98398	0.016	1e-05	1e-05
EAS	0.987607	0.012373	1e-05	1e-05
EAS	0.985378	0.014602	1e-05	1e-05
EAS	0.983538	0.016442	1e-05	1e-05
EAS	0.98449	0.01549	1e-05	1e-05
EAS	0.991193	0.008787	1e-05	1e-05
AFR	0.001903	0.024977	0.97311	1e-05
AFR	1e-05	0.031488	0.968492	1e-05
AFR	0.002917	0.067678	0.929395	1e-05
AFR	0.0022	0.128149	0.869641	1e-05
EAS	0.981899	0.018081	1e-05	1e-05
EAS	0.961593	0.037692	0.000706	1e-05
EAS	0.990143	0.009837	1e-05	1e-05
EAS	0.982111	0.017869	1e-05	1e-05
EAS	0.990188	0.009792	1e-05	1e-05
EAS	0.980748	0.019232	1e-05	1e-05
EAS	0.979497	0.020483	1e-05	1e-05
EAS	0.981856	0.018124	1e-05	1e-05
EAS	0.979557	0.020423	1e-05	1e-05
EAS	0.992619	0.007361	1e-05	1e-05
EAS	0.982862	0.017118	1e-05	1e-05
EAS	0.994857	0.005123	1e-05	1e-05
EAS	0.998461	0.001519	1e-05	1e-05
EAS	0.992516	0.007464	1e-05	1e-05
EAS	0.99003	0.00995	1e-05	1e-05
EAS	0.994762	0.005218	1e-05	1e-05
EAS	0.986107	0.013873	1e-05	1e-05
EAS	0.985391	0.014589	1e-05	1e-05
EAS	0.982429	0.017551	1e-05	1e-05
EAS	0.988562	0.011418	1e-05	1e-05
EAS	0.991032	0.008948	1e-05	1e-05
AMR	0.006008	0.324084	0.011992	0.657916
AMR	0.006088	0.306411	0.122928	0.564574
AFR	1e-05	0.067471	0.932509	1e-05
AMR	0.017405	0.141893	0.009321	0.831381
AMR	0.015132	0.094094	1e-05	0.890764
AMR	0.023593	0.045128	1e-05	0.931269
AFR	1e-05	0.037169	0.962811	1e-05
AFR	0.003982	0.169264	0.826744	1e-05
AFR	0.001687	0.076866	0.921437	1e-05
EAS	0.985502	0.014478	1e-05	1e-05
EAS	0.980919	0.019061	1e-05	1e-05
EAS	0.987042	0.012938	1e-05	1e-05
EAS	0.995557	0.004423	1e-05	1e-05
EAS	0.993821	0.006159	1e-05	1e-05
EAS	0.98266	0.01732	1e-05	1e-05
EAS	0.98838	0.0116	1e-05	1e-05
EAS	0.938627	0.061353	1e-05	1e-05
EAS	0.988185	0.011795	1e-05	1e-05
EAS	0.985437	0.014543	1e-05	1e-05
EAS	0.97945	0.02053	1e-05	1e-05
EAS	0.991471	0.008502	1.6e-05	1e-05
EAS	0.987622	0.012358	1e-05	1e-05
EAS	0.989025	0.010955	1e-05	1e-05
EAS	0.98581	0.01417	1e-05	1e-05
EAS	0.983286	0.016694	1e-05	1e-05
EAS	0.896631	0.103349	1e-05	1e-05
AFR	0.00565	0.181845	0.811815	0.00069
AFR	1e-05	0.067513	0.932467	1e-05
AMR	0.007091	0.109686	1e-05	0.883214
AMR	0.009217	0.075922	1e-05	0.914851
AMR	0.005958	0.039737	1e-05	0.954294
EAS	0.996642	0.003338	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.998893	0.001087	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.997682	0.002298	1e-05	1e-05
EAS	0.993089	0.006891	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.998717	0.001263	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EUR	1e-05	0.99997	1e-05	1e-05
EUR	1e-05	0.991111	0.008869	1e-05
EUR	0.0012	0.992429	0.006361	1e-05
EUR	1e-05	0.989308	0.010672	1e-05
EUR	1e-05	0.990461	0.009519	1e-05
EUR	1e-05	0.995242	0.004738	1e-05
EUR	1e-05	0.995663	0.004317	1e-05
EUR	1e-05	0.994432	0.004996	0.000563
EUR	1e-05	0.982491	0.017489	1e-05
EUR	1e-05	0.979073	0.020907	1e-05
EUR	1e-05	0.985922	0.014058	1e-05
EUR	1e-05	0.985912	0.014068	1e-05
EUR	1e-05	0.981944	0.018036	1e-05
EUR	0.01321	0.966544	0.020236	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
AMR	0.016272	0.318642	0.015246	0.649839
AMR	1e-05	0.442978	0.006043	0.550969
AFR	0.00587	0.069135	0.924985	1e-05
AFR	1e-05	0.198094	0.776272	0.025624
AMR	0.02138	0.012739	1e-05	0.965871
AMR	0.019119	0.160866	1e-05	0.820005
AMR	0.013432	0.203454	1e-05	0.783104
AMR	0.004974	0.059559	1e-05	0.935457
AMR	0.026035	0.05039	1e-05	0.923564
AMR	0.022856	0.014889	1e-05	0.962244
AMR	1e-05	1e-05	1e-05	0.99997
AMR	0.015209	0.144965	0.248058	0.591768
AMR	0.010524	0.036211	1e-05	0.953255
AMR	0.012595	0.304177	1e-05	0.683218
AMR	0.01179	0.086495	0.004006	0.897709
AFR	0.001367	0.040215	0.958408	1e-05
AFR	0.000582	0.202364	0.797043	1e-05
AFR	0.005446	0.207233	0.787311	1e-05
AFR	0.00238	0.159479	0.838131	1e-05
AMR	0.01338	0.19309	0.008963	0.784567
AMR	0.012248	0.236925	0.004849	0.745978
AMR	0.017021	0.017588	1e-05	0.965381
AMR	0.006642	0.130078	1e-05	0.86327
AMR	0.015181	0.124512	1e-05	0.860297
AMR	0.002735	0.169225	1e-05	0.828031
AMR	0.011832	0.376873	0.009562	0.601732
AMR	0.034996	0.157712	0.050204	0.757089
AFR	0.005131	0.058642	0.936217	1e-05
AFR	1e-05	0.112484	0.887496	1e-05
AFR	1e-05	0.105692	0.894288	1e-05
AMR	0.009739	0.378404	0.000757	0.6111
AFR	1e-05	0.070691	0.929289	1e-05
AFR	1e-05	0.132451	0.867529	1e-05
AFR	0.001847	0.058921	0.939222	1e-05
AFR	0.006223	0.045547	0.94822	1e-05
AFR	1e-05	0.129736	0.870244	1e-05
AFR	1e-05	0.071752	0.928228	1e-05
AFR	0.008144	0.02443	0.967416	1e-05
AFR	1e-05	0.110538	0.889442	1e-05
AFR	1e-05	0.099403	0.900577	1e-05
AFR	0.001741	0.242955	0.755293	1e-05
AFR	0.00071	0.120693	0.878586	1e-05
AFR	1e-05	0.022159	0.977821	1e-05
AFR	1e-05	0.225	0.77498	1e-05
AMR	0.120644	0.367879	0.072418	0.439059
AMR	0.012033	0.154008	0.003442	0.830517
EAS	0.993431	0.006549	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99924	0.00074	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.994206	0.005774	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.996527	0.003453	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
