region	group1	group2	group3	group4	group5	group6
EUR	1e-05	1e-05	0.916681	1e-05	0.065862	0.017426
EUR	1e-05	1e-05	0.924077	1e-05	0.058198	0.017694
EUR	1e-05	1e-05	0.950932	1e-05	0.038983	0.010054
EUR	1e-05	1e-05	0.918461	1e-05	0.068045	0.013464
EUR	1e-05	1e-05	0.909576	1e-05	0.074932	0.015461
EUR	1e-05	1e-05	0.932011	1e-05	0.056378	0.011582
EUR	1e-05	1e-05	0.921251	1e-05	0.063031	0.015688
EUR	1e-05	1e-05	0.924676	1e-05	0.063526	0.011768
EUR	0.019049	0.002924	0.923102	1e-05	0.050652	0.004263
EUR	1e-05	1e-05	0.913869	1e-05	0.06833	0.01777
EUR	0.004645	1e-05	0.923831	1e-05	0.057544	0.01396
EUR	1.6e-05	1e-05	0.913666	1e-05	0.074562	0.011737
EUR	1e-05	1e-05	0.923304	1e-05	0.061972	0.014694
EUR	1e-05	1e-05	0.910447	1e-05	0.072565	0.016959
EUR	0.003928	1e-05	0.933009	1e-05	0.049649	0.013394
EUR	1e-05	1e-05	0.927089	1e-05	0.060421	0.01246
EUR	0.008319	1e-05	0.938926	1e-05	0.041053	0.011682
EUR	0.006513	1e-05	0.990882	1e-05	0.002575	1e-05
EUR	1e-05	1e-05	0.99995	1e-05	1e-05	1e-05
EUR	0.000914	1e-05	0.999046	1e-05	1e-05	1e-05
EUR	1e-05	1e-05	0.99995	1e-05	1e-05	1e-05
EUR	0.00143	1e-05	0.99853	1e-05	1e-05	1e-05
EUR	1e-05	1e-05	0.998057	0.001903	1e-05	1e-05
EUR	0.002656	1e-05	0.997304	1e-05	1e-05	1e-05
EUR	0.010895	1e-05	0.989065	1e-05	1e-05	1e-05
EUR	1e-05	1e-05	0.99995	1e-05	1e-05	1e-05
EUR	2e-05	1e-05	0.99994	1e-05	1e-05	1e-05
EUR	0.00252	1e-05	0.99744	1e-05	1e-05	1e-05
EUR	0.00455	1e-05	0.99541	1e-05	1e-05	1e-05
EUR	0.00454	1e-05	0.99542	1e-05	1e-05	1e-05
EUR	0.003809	1e-05	0.996151	1e-05	1e-05	1e-05
EUR	0.006842	1e-05	0.993118	1e-05	1e-05	1e-05
EUR	0.008096	1e-05	0.991864	1e-05	1e-05	1e-05
EUR	0.003486	1e-05	0.996474	1e-05	1e-05	1e-05
EUR	7e-05	1e-05	0.99989	1e-05	1e-05	1e-05
EUR	1e-05	1e-05	0.99995	1e-05	1e-05	1e-05
EUR	0.008423	1e-05	0.99153	1.8e-05	1e-05	1e-05
EUR	0.000291	1e-05	0.999669	1e-05	1e-05	1e-05
EUR	1e-05	1e-05	0.997749	1e-05	0.002211	1e-05
EUR	0.001903	1e-05	0.998057	1e-05	1e-05	1e-05
EUR	1.1e-05	1e-05	0.999949	1e-05	1e-05	1e-05
EUR	1e-05	1e-05	0.99995	1e-05	1e-05	1e-05
EUR	1e-05	1e-05	0.99995	1e-05	1e-05	1e-05
EUR	1e-05	1e-05	0.99995	1e-05	1e-05	1e-05
EUR	1e-05	1e-05	0.99995	1e-05	1e-05	1e-05
EUR	1.5e-05	1e-05	0.999944	1.1e-05	1e-05	1e-05
EUR	0.000236	1e-05	0.999724	1e-05	1e-05	1e-05
EUR	1.9e-05	1e-05	0.999941	1e-05	1e-05	1e-05
EUR	0.003721	1e-05	0.927875	1e-05	0.05948	0.008903
EUR	1e-05	1e-05	0.919003	1e-05	0.072097	0.00887
EUR	1e-05	1e-05	0.941863	1e-05	0.050751	0.007356
EUR	0.004296	1e-05	0.927157	1e-05	0.052605	0.015922
EUR	0.001061	1e-05	0.904234	1e-05	0.082394	0.012291
EUR	0.003364	1e-05	0.903089	1e-05	0.076846	0.016681
EUR	1e-05	1e-05	0.936258	1e-05	0.055945	0.007767
EUR	1e-05	1e-05	0.938021	1e-05	0.048678	0.013271
EUR	1e-05	1e-05	0.945659	1e-05	0.050618	0.003693
EUR	1e-05	1e-05	0.927711	1e-05	0.057603	0.014656
EUR	0.006053	1e-05	0.950062	1e-05	0.033794	0.010071
EUR	0.000267	1e-05	0.925635	1e-05	0.061288	0.01279
EUR	1e-05	1e-05	0.928039	1e-05	0.064299	0.007632
EUR	1e-05	1e-05	0.927723	1e-05	0.056975	0.015272
EUR	1e-05	1e-05	0.922882	1e-05	0.06987	0.007219
EUR	1e-05	1e-05	0.929998	1e-05	0.055809	0.014163
EUR	1e-05	1e-05	0.920659	1e-05	0.067678	0.011633
EUR	0.008025	1e-05	0.922714	1e-05	0.056073	0.013168
EUR	0.000539	1e-05	0.911923	1e-05	0.07299	0.014528
EUR	1e-05	1e-05	0.924337	1e-05	0.065262	0.010371
EUR	1e-05	1.3e-05	0.946504	1e-05	0.044151	0.009312
EUR	1e-05	1e-05	0.921582	1e-05	0.068842	0.009546
EUR	1e-05	1e-05	0.926078	1e-05	0.060502	0.013391
EUR	1e-05	1e-05	0.948261	1e-05	0.043162	0.008547
EUR	1e-05	1e-05	0.96035	1e-05	0.031741	0.007879
EUR	1e-05	1e-05	0.918762	1e-05	0.071122	0.010085
EUR	1e-05	1e-05	0.9262	1e-05	0.05578	0.017989
EUR	1e-05	1e-05	0.944873	1e-05	0.046766	0.008331
EUR	1e-05	1e-05	0.928572	1e-05	0.060497	0.010901
EUR	1e-05	1e-05	0.938078	1e-05	0.051415	0.010476
EUR	1e-05	1e-05	0.920232	1e-05	0.066193	0.013545
EUR	1e-05	1e-05	0.921022	1e-05	0.068162	0.010786
EUR	1e-05	1e-05	0.921982	1e-05	0.060083	0.017905
EUR	1e-05	1e-05	0.906794	1e-05	0.07507	0.018106
EUR	1e-05	1e-05	0.935986	1e-05	0.051762	0.012223
EUR	1.3e-05	1e-05	0.925441	1e-05	0.058521	0.016004
EUR	1e-05	1e-05	0.935867	1e-05	0.05205	0.012053
EUR	1.8e-05	1e-05	0.945733	1e-05	0.047599	0.00663
EUR	0.00145	1e-05	0.933201	1e-05	0.053163	0.012166
EUR	1e-05	1e-05	0.933279	1e-05	0.053344	0.013346
EUR	0.004022	1e-05	0.929518	1e-05	0.055176	0.011265
EUR	1e-05	1e-05	0.947943	1e-05	0.04393	0.008096
EUR	1e-05	1e-05	0.937384	1e-05	0.052719	0.009867
EUR	1e-05	1e-05	0.921567	1e-05	0.068099	0.010304
EUR	1e-05	1e-05	0.950733	1e-05	0.036706	0.012532
EUR	1e-05	1e-05	0.937815	1e-05	0.055112	0.007043
EUR	0.000226	1e-05	0.924291	1e-05	0.068718	0.006746
EUR	0.019874	1e-05	0.921205	0.006606	0.044557	0.007748
EUR	1e-05	1e-05	0.92263	1e-05	0.067125	0.010214
EUR	1e-05	1e-05	0.930434	1e-05	0.054881	0.014655
EUR	1e-05	1e-05	0.96765	1e-05	0.028145	0.004175
EUR	1e-05	1e-05	0.926188	1e-05	0.061831	0.01195
EUR	1e-05	1e-05	0.937183	1e-05	0.051884	0.010903
EUR	1e-05	1e-05	0.926858	1e-05	0.061777	0.011334
EUR	1e-05	1e-05	0.969932	1e-05	0.028107	0.001931
EUR	1e-05	1e-05	0.932796	1e-05	0.056394	0.010781
EUR	1e-05	1e-05	0.925876	1e-05	0.062621	0.011473
EUR	1e-05	1e-05	0.947408	1e-05	0.043045	0.009517
EUR	1e-05	1e-05	0.936045	1e-05	0.051554	0.012371
EUR	1e-05	1e-05	0.938923	1e-05	0.049379	0.011668
EUR	1e-05	1e-05	0.909275	1e-05	0.067171	0.023524
EUR	0.001988	1e-05	0.942792	1e-05	0.047056	0.008144
EUR	0.000877	1e-05	0.912641	1e-05	0.071395	0.015067
EUR	0.001565	1e-05	0.934053	1e-05	0.052858	0.011504
EUR	1e-05	1.1e-05	0.933043	1e-05	0.052633	0.014294
EUR	1e-05	1e-05	0.924452	1e-05	0.060968	0.01455
EUR	0.009423	1e-05	0.921861	1e-05	0.054395	0.0143
EUR	1e-05	1e-05	0.922633	1e-05	0.064895	0.012442
EUR	1e-05	1e-05	0.912845	1e-05	0.073006	0.014118
EUR	1e-05	1e-05	0.924715	1e-05	0.0583	0.016955
EUR	0.002701	1e-05	0.927022	1e-05	0.058104	0.012153
EUR	1e-05	1e-05	0.935304	1e-05	0.052271	0.012395
EUR	1e-05	1e-05	0.90763	1e-05	0.07364	0.0187
EUR	1e-05	1e-05	0.929142	1e-05	0.057557	0.013271
EUR	1e-05	1e-05	0.952384	1e-05	0.0411	0.006486
EUR	1e-05	1e-05	0.926796	1e-05	0.062109	0.011065
EUR	0.003896	1e-05	0.935407	1e-05	0.049176	0.0115
EUR	1e-05	1e-05	0.963887	1e-05	0.03287	0.003214
EUR	1e-05	1e-05	0.938477	1e-05	0.053219	0.008274
EUR	1e-05	1e-05	0.923623	1e-05	0.062466	0.013881
EUR	1e-05	1e-05	0.923244	1e-05	0.067169	0.009557
EUR	1e-05	1e-05	0.938642	1e-05	0.048509	0.012819
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1.9e-05	0.999941	1e-05
EAS	1e-05	1e-05	1.5e-05	1e-05	0.999945	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1.5e-05	0.999945	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1.2e-05	1e-05	1e-05	0.999948	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1.3e-05	1e-05	1e-05	0.999947	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1.1e-05	0.999949	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1.8e-05	1e-05	0.999942	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
AMR	1e-05	0.053871	0.76936	0.036868	0.011361	0.12853
AMR	0.014761	0.115328	0.620208	0.0745	1e-05	0.175193
AMR	0.022221	0.03087	0.788759	0.054149	1e-05	0.10399
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1.2e-05	0.999948	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	0.014211	1e-05	1e-05	1e-05	0.985749	1e-05
EAS	1e-05	1e-05	0.010757	1e-05	0.982985	0.006229
EAS	1.1e-05	1e-05	1e-05	1e-05	0.999949	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1.1e-05	1e-05	1e-05	1.2e-05	0.999948	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1.2e-05	1e-05	1e-05	0.999948	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	0.004044	1e-05	1e-05	1.2e-05	0.995913	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1.6e-05	0.999944	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
AMR	0.003957	0.098637	0.701635	0.060618	0.019497	0.115656
AMR	0.005518	0.094407	0.681428	0.081442	0.003599	0.133606
AMR	0.012927	0.050672	0.805327	0.024975	0.013447	0.092652
AMR	0.017867	0.055869	0.740378	0.035748	0.005288	0.14485
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1.4e-05	0.999946	1e-05
EAS	1.1e-05	1e-05	1e-05	1e-05	0.999949	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1.1e-05	1e-05	1e-05	1e-05	0.999949	1e-05
EAS	1e-05	1e-05	1e-05	1.8e-05	0.999942	1e-05
EAS	1.8e-05	1e-05	1e-05	1e-05	0.999942	1e-05
EAS	1e-05	1e-05	1e-05	1.6e-05	0.999944	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1.8e-05	1e-05	0.999942	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
AMR	1e-05	0.025955	0.890492	0.008335	0.012872	0.062335
AMR	0.002253	0.041533	0.81428	0.018058	0.016967	0.106908
AMR	1e-05	0.063197	0.702076	0.048319	0.001964	0.184433
AMR	1e-05	0.047228	0.828418	0.017966	0.011589	0.094789
AMR	1e-05	0.059736	0.819029	0.023836	0.003237	0.094152
AMR	0.001314	0.020551	0.886586	0.034904	0.000365	0.05628
AMR	1e-05	0.062469	0.729924	0.062141	0.016744	0.128711
AMR	1e-05	0.040475	0.886104	0.026616	0.004451	0.042344
AMR	1e-05	0.059942	0.681997	0.036225	0.018215	0.203612
EAS	0.007457	1e-05	1e-05	1e-05	0.992503	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	0.006769	1e-05	1e-05	1e-05	0.993191	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	0.016559	1e-05	1e-05	1e-05	0.983401	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	0.004796	1e-05	1e-05	1e-05	0.995164	1e-05
EAS	0.01066	1e-05	1e-05	1e-05	0.9893	1e-05
EAS	0.012616	1e-05	1e-05	1e-05	0.987344	1e-05
EAS	1.5e-05	1e-05	1e-05	1e-05	0.999945	1e-05
EAS	0.004083	1e-05	1e-05	1e-05	0.995877	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05
EAS	0.003261	1e-05	1e-05	1e-05	0.996699	1e-05
EAS	0.000163	1e-05	1e-05	1e-05	0.999797	1e-05
AMR	1e-05	0.041667	0.815851	0.047749	0.012322	0.082401
AMR	0.00983	0.063176	0.743176	0.05083	0.005743	0.127246
AMR	1e-05	0.104904	0.638814	0.127629	0.008837	0.119807
AMR	0.010087	0.127956	0.598867	0.086506	0.005732	0.170851
AMR	1e-05	0.092303	0.600981	0.124134	0.01447	0.168102
AMR	1e-05	0.050939	0.77244	0.019648	0.012181	0.144781
AMR	1e-05	0.083283	0.761548	0.050454	0.011127	0.093578
AMR	0.009071	0.074679	0.716469	0.050508	0.011638	0.137635
AMR	1e-05	0.045747	0.798951	0.045308	0.015458	0.094526
AMR	1e-05	0.051306	0.796331	0.02347	0.005721	0.123162
AMR	1e-05	0.151315	0.525606	0.203765	0.006472	0.112831
AMR	1e-05	0.077673	0.703373	0.097088	0.016693	0.105164
AMR	1e-05	0.049757	0.804084	0.023509	0.010285	0.112355
AMR	1e-05	0.049916	0.778841	0.036	0.015219	0.120014
AMR	0.009449	0.059339	0.749214	0.032222	0.0045	0.145276
AMR	0.011251	0.039192	0.791264	0.021233	0.000991	0.136069
AMR	1e-05	0.071158	0.780448	0.017418	0.001411	0.129554
AMR	1e-05	0.048999	0.763397	0.037152	0.01405	0.136392
AMR	0.005758	0.052677	0.851192	0.044284	0.00592	0.040168
AMR	0.003043	0.116657	0.613008	0.081153	0.022407	0.163731
AMR	0.015629	0.082	0.688994	0.084867	0.012866	0.115643
AMR	0.00379	0.039765	0.70225	0.054193	0.003136	0.196865
AMR	0.000684	0.111056	0.644203	0.096988	0.013363	0.133706
AMR	1e-05	0.063781	0.743479	0.043756	0.003785	0.145188
AMR	0.007216	0.070841	0.746981	0.056972	0.017156	0.100834
AMR	0.006227	0.033541	0.685237	0.099378	0.009711	0.165906
AMR	0.005015	0.061963	0.702365	0.120299	0.008865	0.101493
AMR	0.015624	0.049392	0.696381	0.102	0.011184	0.12542
AMR	0.008949	0.161151	0.618304	0.089214	0.008803	0.113579
AMR	1e-05	0.07901	0.739078	0.060409	0.013617	0.107876
AMR	0.001507	0.041328	0.764723	0.068725	0.009998	0.113719
AMR	1e-05	0.065525	0.76247	0.032171	0.007342	0.132482
AMR	1e-05	0.064852	0.759347	0.039669	0.007738	0.128384
AMR	1e-05	0.076279	0.688886	0.076242	0.004329	0.154254
AMR	1e-05	0.124096	0.70046	0.053489	1e-05	0.121934
AMR	0.006839	0.057592	0.774928	0.036012	0.014804	0.109826
AMR	0.003143	0.071101	0.835814	0.012215	0.008174	0.069553
AMR	1e-05	0.084653	0.661712	0.144978	0.003127	0.10552
AMR	1e-05	0.317663	0.300114	0.31485	1e-05	0.067353
AMR	0.00355	0.086776	0.726686	0.046359	0.007944	0.128684
AMR	1e-05	0.071937	0.740825	0.048901	0.010114	0.128213
AMR	0.002644	0.001732	0.906949	0.023433	0.001517	0.063726
AMR	1e-05	0.00706	0.705953	0.009449	0.016967	0.26056
AMR	0.005098	0.01541	0.847775	0.013027	0.003031	0.115658
AMR	0.008814	0.01902	0.647993	0.033452	0.015204	0.275517
AMR	0.003916	0.02756	0.711054	0.046045	1e-05	0.211414
AMR	0.00093	0.086167	0.573411	0.060421	0.013601	0.265471
AMR	0.012451	0.051534	0.638194	0.051443	0.01318	0.233198
AMR	0.004693	0.023459	0.695356	0.043136	0.004539	0.228817
AMR	1e-05	0.034292	0.684109	0.034522	0.008859	0.238208
AMR	1e-05	0.003317	0.821544	0.022701	0.011098	0.141331
AMR	1e-05	0.078267	0.660448	0.046909	0.012864	0.201502
AMR	1e-05	0.067984	0.642521	0.026003	0.011625	0.251856
AMR	0.004618	0.008448	0.633564	0.020057	0.011684	0.321629
AMR	1e-05	0.086106	0.533718	0.09793	0.009069	0.273167
AMR	0.022092	0.043522	0.677008	0.000189	0.002937	0.254252
AMR	0.007235	0.114252	0.454501	0.0787	0.013127	0.332186
AMR	1e-05	0.02142	0.691575	0.040504	1e-05	0.246481
AMR	0.007836	0.046071	0.459039	0.062995	0.012435	0.411624
AMR	1e-05	0.089942	0.657422	0.100161	0.008924	0.143541
AMR	0.015013	0.070997	0.729465	0.033046	0.005211	0.146268
AMR	1e-05	0.064899	0.781195	0.042606	0.003376	0.107913
AMR	1e-05	0.127318	0.628952	0.105674	0.009156	0.12889
AMR	0.036025	0.025167	0.877665	0.01092	0.002967	0.047256
AMR	0.004428	0.065556	0.712664	0.063804	0.00708	0.146467
AMR	0.000662	0.068154	0.671922	0.12561	0.005213	0.128439
AMR	1e-05	0.047037	0.862584	0.030286	0.013971	0.046113
AMR	0.005476	0.026017	0.812071	0.043441	0.010027	0.102968
AMR	1e-05	0.042155	0.752665	0.053999	0.00917	0.142002
AMR	0.012181	0.055428	0.72475	0.0263	0.011749	0.169592
AMR	0.006327	0.116949	0.706709	0.024948	0.006886	0.138181
AMR	1e-05	0.083596	0.710272	0.044277	0.008457	0.153389
AMR	1e-05	0.094724	0.575606	0.083666	0.017645	0.228349
AMR	0.004185	0.109612	0.569119	0.104048	0.018629	0.194407
AMR	1e-05	0.093905	0.618337	0.068554	0.016539	0.202654
AMR	0.012725	0.067359	0.704579	0.03241	0.005182	0.177746
AMR	1e-05	0.051204	0.793001	0.018849	0.006936	0.129999
AMR	1e-05	0.124279	0.667468	0.067554	0.003999	0.13669
AMR	0.008846	0.033543	0.855337	0.018452	0.003893	0.079929
AMR	0.010183	0.064624	0.746674	0.045655	0.019899	0.112965
AMR	0.002146	0.073701	0.767677	0.045903	0.006289	0.104285
AMR	1e-05	0.225636	0.248872	0.454019	1e-05	0.071453
AMR	0.016405	0.187224	0.422102	0.321884	1e-05	0.052375
AMR	1e-05	0.106796	0.627537	0.098217	0.012855	0.154585
AMR	0.030776	0.061956	0.753954	0.053914	0.001194	0.098207
AMR	0.008293	0.05669	0.60507	0.026594	0.013232	0.290121
AMR	1e-05	0.021859	0.720867	0.004678	0.014349	0.238238
AMR	1e-05	0.033537	0.734787	0.016617	0.015115	0.199935
AMR	0.001966	0.09165	0.52976	0.085899	0.018838	0.271887
AMR	1e-05	0.007343	0.826765	0.00849	0.007099	0.150294
AMR	0.00818	0.020694	0.697918	1e-05	0.002061	0.271137
AMR	1e-05	0.021446	0.84144	0.013458	0.012389	0.111257
AMR	0.000114	0.054425	0.561518	0.077444	0.016063	0.290437
AMR	1e-05	0.057189	0.671832	0.021119	0.009334	0.240517
AMR	1e-05	0.059489	0.666998	0.026043	0.009592	0.237868
AMR	0.013233	0.066379	0.504715	0.119845	0.011937	0.283892
AMR	1e-05	0.025625	0.665573	0.016469	0.022984	0.269338
AMR	1e-05	1e-05	0.945463	0.01653	0.005707	0.032281
AMR	0.000998	0.018896	0.636301	1e-05	0.016034	0.327762
AMR	1e-05	0.008997	0.62127	0.016542	0.006417	0.346765
AMR	1e-05	0.010767	0.713031	0.016022	0.000691	0.259479
AMR	1e-05	0.026498	0.721058	0.005448	0.020531	0.226455
AMR	0.002174	0.0336	0.715948	0.038224	0.008149	0.201905
AMR	1e-05	0.111211	0.626526	0.129432	0.007235	0.125585
AMR	0.003369	0.078243	0.696748	0.041155	0.010352	0.170134
AMR	0.009794	0.100556	0.683918	0.020352	0.024035	0.161344
AMR	1e-05	0.090514	0.672775	0.067239	0.010085	0.159378
AMR	1e-05	0.1186	0.622244	0.113878	0.005029	0.140239
AMR	1e-05	0.044602	0.812233	0.052524	0.014921	0.07571
AMR	0.000155	0.066395	0.740823	0.067424	0.00929	0.115912
AMR	1e-05	0.054949	0.729703	0.061655	0.013035	0.140648
AMR	1e-05	0.087393	0.76961	0.055417	0.004288	0.083283
AMR	1e-05	0.074881	0.719118	0.03408	0.004642	0.167268
EUR	1e-05	1e-05	0.995756	1.2e-05	0.004202	1e-05
AMR	0.000756	0.010433	0.408712	0.000408	0.027729	0.551962
AMR	1e-05	0.165026	0.430434	0.190411	0.012155	0.201964
AMR	1e-05	0.032047	0.566649	0.004566	0.005666	0.391061
AMR	0.006401	0.042778	0.715772	0.017577	0.011987	0.205484
AMR	1e-05	0.014168	0.782118	1e-05	0.007643	0.196051
AMR	0.009867	0.030726	0.568943	0.01553	0.015667	0.359266
AMR	0.010333	0.045126	0.538075	0.031614	0.014291	0.36056
AMR	1e-05	0.008902	0.707718	0.011318	0.007908	0.264144
AMR	0.006103	0.008644	0.779646	0.023279	0.007622	0.174706
AMR	1e-05	0.015547	0.826099	0.005874	0.007276	0.145194
AMR	0.007511	0.041521	0.638156	0.022332	0.00339	0.28709
AMR	1e-05	0.010924	0.698861	0.007748	0.021594	0.260862
AMR	0.011342	0.028732	0.704344	0.017051	0.011822	0.22671
AMR	0.007645	0.047056	0.699699	0.020057	0.016833	0.208709
AMR	0.002997	0.055889	0.643873	0.067633	0.019447	0.210163
AMR	1e-05	0.064193	0.515519	0.114507	0.026741	0.27903
AMR	0.014132	0.053018	0.581817	0.091049	0.001531	0.258454
AMR	1e-05	0.045174	0.643847	0.062951	0.015041	0.232978
AMR	1e-05	0.073281	0.370885	0.056559	0.010492	0.488773
AMR	1e-05	0.028206	0.649889	0.016433	0.005817	0.299645
AMR	1e-05	0.014812	0.735418	0.006972	0.002453	0.240336
AMR	0.001774	0.074379	0.567137	0.067951	0.008417	0.280343
AMR	0.003628	0.070019	0.601132	0.034338	0.008882	0.282001
AMR	1e-05	0.032623	0.575802	0.016067	0.019815	0.355684
AMR	0.004923	0.020881	0.725323	0.017625	0.00069	0.230558
AMR	1e-05	0.03456	0.710999	0.031574	0.01211	0.210747
AMR	0.018716	0.02731	0.793938	0.032975	1e-05	0.127051
AMR	1e-05	0.116881	0.439209	0.163474	0.008625	0.271801
AMR	0.004776	0.104914	0.651283	0.062472	0.006229	0.170326
