region	group1	group2	group3	group4	group5	group6
AFR	1e-05	0.961378	1e-05	0.038582	1e-05	1e-05
AFR	1.7e-05	0.971453	0.01277	0.01574	1e-05	1e-05
AFR	1e-05	0.989473	0.010487	1e-05	1e-05	1e-05
AFR	1e-05	0.99022	0.00974	1e-05	1e-05	1e-05
AFR	1e-05	0.928754	0.013771	0.057445	1e-05	1e-05
AFR	1e-05	0.805391	0.011115	0.183464	1e-05	1e-05
AFR	1e-05	0.985918	0.014042	1e-05	1e-05	1e-05
AFR	1e-05	0.893963	1e-05	0.105997	1e-05	1e-05
AFR	0.001951	0.986252	0.008281	0.003496	1e-05	1e-05
AFR	0.000277	0.962368	0.002881	0.034454	1e-05	1e-05
AFR	1e-05	0.990688	0.009272	1e-05	1e-05	1e-05
AFR	0.003593	0.947491	0.019305	0.029591	1e-05	1e-05
AFR	1e-05	0.929628	0.009489	0.060854	1e-05	1e-05
AFR	1e-05	0.994927	0.005033	1e-05	1e-05	1e-05
AFR	1e-05	0.958984	0.009284	0.031701	1e-05	1e-05
AFR	1e-05	0.950589	1.3e-05	0.049368	1e-05	1e-05
AFR	1e-05	0.961585	0.003324	0.035061	1e-05	1e-05
AFR	1e-05	0.926665	0.009909	0.063397	1e-05	1e-05
AFR	1e-05	0.960991	0.012046	0.026933	1e-05	1e-05
AFR	1e-05	0.99995	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	0.966898	0.009792	0.023279	1e-05	1e-05
AFR	1e-05	0.888698	0.019048	0.092224	1e-05	1e-05
AFR	1e-05	0.902951	0.013904	0.083115	1e-05	1e-05
AFR	1e-05	0.996822	0.003138	1e-05	1e-05	1e-05
AFR	1e-05	0.998971	0.000989	1e-05	1e-05	1e-05
AFR	1.1e-05	0.222659	1e-05	0.7773	1e-05	1e-05
AFR	1.4e-05	0.24045	1e-05	0.759505	1e-05	1e-05
AFR	1.3e-05	0.259591	1e-05	0.740366	1e-05	1e-05
AFR	1.5e-05	0.241645	1e-05	0.75831	1e-05	1e-05
AFR	1e-05	0.239463	1e-05	0.760497	1e-05	1e-05
AFR	1.4e-05	0.213738	1e-05	0.786218	1e-05	1e-05
AFR	1.4e-05	0.234182	1e-05	0.765775	1e-05	1e-05
AFR	1e-05	0.239632	1e-05	0.760328	1e-05	1e-05
AFR	1.1e-05	0.249036	1e-05	0.750923	1e-05	1e-05
AFR	1.5e-05	0.222615	1e-05	0.77734	1e-05	1e-05
AFR	1.2e-05	0.225607	1e-05	0.77435	1e-05	1e-05
AFR	1.4e-05	0.24054	1e-05	0.759416	1e-05	1e-05
AFR	1.3e-05	0.252153	1e-05	0.747803	1e-05	1e-05
AFR	1.2e-05	0.259511	1e-05	0.740447	1e-05	1e-05
AFR	1.3e-05	0.220775	1e-05	0.779182	1e-05	1e-05
AFR	1.3e-05	0.253024	1e-05	0.746933	1e-05	1e-05
AFR	1e-05	0.232606	1e-05	0.767354	1e-05	1e-05
AFR	1.3e-05	0.282081	1e-05	0.717876	1e-05	1e-05
AFR	1.5e-05	0.208367	1e-05	0.791588	1e-05	1e-05
AFR	1e-05	0.25729	1e-05	0.74267	1e-05	1e-05
AFR	1.3e-05	0.242988	1e-05	0.756969	1e-05	1e-05
AFR	1e-05	0.992265	0.003926	0.003778	1e-05	1e-05
AFR	1e-05	0.976318	0.007237	0.016415	1e-05	1e-05
SAS	0.818672	1e-05	0.081553	1.3e-05	0.099742	1e-05
SAS	0.820433	1e-05	0.07874	1e-05	0.100797	1e-05
SAS	0.797138	1e-05	0.099309	1e-05	0.103523	1e-05
SAS	0.808755	1e-05	0.077848	1e-05	0.113367	1e-05
SAS	0.865819	1e-05	0.11166	1e-05	0.022491	1e-05
SAS	0.857189	1e-05	0.121518	1e-05	0.021263	1e-05
SAS	0.851391	1e-05	0.131628	1e-05	0.016951	1e-05
SAS	0.875155	1e-05	0.101044	1e-05	0.023771	1e-05
SAS	0.868277	1e-05	0.107527	1e-05	0.024166	1e-05
SAS	0.842067	1e-05	0.153756	1e-05	0.004147	1e-05
AFR	1e-05	0.968315	1e-05	0.031645	1e-05	1e-05
AFR	1e-05	0.936145	1e-05	0.063815	1e-05	1e-05
AFR	1e-05	0.974015	1e-05	0.025945	1e-05	1e-05
AFR	1e-05	0.94411	0.001385	0.054474	1e-05	1e-05
AFR	1e-05	0.99995	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	0.932753	1e-05	0.067207	1e-05	1e-05
AFR	1e-05	0.883668	0.005765	0.110538	1e-05	1e-05
AFR	1e-05	0.711993	0.004828	0.283149	1e-05	1e-05
AFR	1e-05	0.894606	0.017725	0.087639	1e-05	1e-05
AFR	0.00073	0.919017	0.01672	0.063513	1e-05	1e-05
AFR	1e-05	0.951001	0.006582	0.042387	1e-05	1e-05
AFR	1e-05	0.993543	0.003597	0.00283	1e-05	1e-05
AFR	1e-05	0.705147	1e-05	0.294813	1e-05	1e-05
AFR	1e-05	0.74946	1e-05	0.2505	1e-05	1e-05
AFR	1e-05	0.690845	1.2e-05	0.309111	1.1e-05	1e-05
AFR	1e-05	0.722953	1.1e-05	0.277004	1.2e-05	1e-05
AFR	1e-05	0.722227	1e-05	0.277733	1e-05	1e-05
AFR	1e-05	0.704121	1.2e-05	0.295831	1.6e-05	1e-05
AFR	1e-05	0.725589	1.1e-05	0.274367	1.2e-05	1e-05
AFR	1e-05	0.748182	1e-05	0.251778	1e-05	1e-05
AFR	1e-05	0.68175	1e-05	0.31821	1e-05	1e-05
AFR	1e-05	0.698025	1e-05	0.301935	1e-05	1e-05
AFR	1e-05	0.71651	1e-05	0.28345	1e-05	1e-05
AFR	1e-05	0.738821	1.5e-05	0.261134	1e-05	1e-05
AFR	1e-05	0.766965	1e-05	0.232995	1e-05	1e-05
AFR	1e-05	0.721842	1.1e-05	0.278117	1.1e-05	1e-05
AFR	1e-05	0.699155	1.1e-05	0.300804	1e-05	1e-05
AFR	1e-05	0.727423	1e-05	0.272532	1.5e-05	1e-05
AFR	1e-05	0.714083	1e-05	0.285877	1e-05	1e-05
AFR	1.7e-05	0.675184	1e-05	0.324767	1.2e-05	1e-05
AFR	1e-05	0.744632	1e-05	0.255326	1.1e-05	1e-05
AFR	1e-05	0.717919	1e-05	0.282041	1e-05	1e-05
AFR	1e-05	0.692445	1.1e-05	0.307514	1e-05	1e-05
AFR	1e-05	0.695848	1e-05	0.304112	1e-05	1e-05
AFR	1e-05	0.78468	0.00389	0.2114	1e-05	1e-05
AFR	1e-05	0.70306	1.3e-05	0.296895	1.1e-05	1e-05
AFR	1e-05	0.716338	1e-05	0.283622	1e-05	1e-05
AFR	1e-05	0.710235	1e-05	0.289725	1e-05	1e-05
AFR	1e-05	0.722358	1e-05	0.277602	1e-05	1e-05
AFR	1e-05	0.205158	1e-05	0.794802	1e-05	1e-05
AFR	1.3e-05	0.219624	1e-05	0.780333	1e-05	1e-05
AFR	1e-05	0.248234	1e-05	0.751726	1e-05	1e-05
AFR	1.4e-05	0.210346	1e-05	0.789611	1e-05	1e-05
AFR	1.3e-05	0.232824	1e-05	0.767133	1e-05	1e-05
AFR	1e-05	0.23902	1e-05	0.76094	1e-05	1e-05
AFR	1.5e-05	0.242731	1e-05	0.757223	1e-05	1e-05
AFR	1.4e-05	0.216493	1e-05	0.783463	1e-05	1e-05
AFR	1.5e-05	0.223695	1e-05	0.77626	1e-05	1e-05
AFR	1e-05	0.253419	1e-05	0.746541	1e-05	1e-05
AFR	1e-05	0.212261	1e-05	0.787699	1e-05	1e-05
AFR	1e-05	0.231828	1e-05	0.768132	1e-05	1e-05
AFR	1.2e-05	0.241886	1e-05	0.758071	1e-05	1e-05
AFR	1.1e-05	0.213849	1e-05	0.78611	1e-05	1e-05
AFR	1.5e-05	0.212049	1e-05	0.787905	1e-05	1e-05
AFR	1e-05	0.276294	1e-05	0.723666	1e-05	1e-05
AFR	1.4e-05	0.245026	1e-05	0.75493	1e-05	1e-05
AFR	1e-05	0.240389	1e-05	0.759571	1e-05	1e-05
AFR	1e-05	0.236641	1e-05	0.763319	1e-05	1e-05
AFR	1e-05	0.24131	1e-05	0.75865	1e-05	1e-05
AFR	1.3e-05	0.255828	1e-05	0.744129	1e-05	1e-05
AFR	1.4e-05	0.254864	1e-05	0.745092	1e-05	1e-05
AFR	1.4e-05	0.232528	1e-05	0.767429	1e-05	1e-05
AFR	1.3e-05	0.229706	1e-05	0.770251	1e-05	1e-05
AFR	1.2e-05	0.203769	1e-05	0.796189	1e-05	1e-05
AFR	1.2e-05	0.232494	1e-05	0.767463	1e-05	1e-05
AFR	1.4e-05	0.243858	1e-05	0.756097	1e-05	1e-05
AFR	1.4e-05	0.230605	1e-05	0.769351	1e-05	1e-05
AFR	1e-05	0.206717	1e-05	0.793243	1e-05	1e-05
AFR	1.2e-05	0.200288	1e-05	0.79967	1e-05	1e-05
AFR	1e-05	0.216948	1e-05	0.783012	1e-05	1e-05
AFR	1e-05	0.241761	1e-05	0.758199	1e-05	1e-05
AFR	1e-05	0.219636	1e-05	0.780324	1e-05	1e-05
AFR	1.6e-05	0.261845	1e-05	0.738109	1e-05	1e-05
AFR	1.2e-05	0.227637	1e-05	0.77232	1e-05	1e-05
AFR	1.1e-05	0.230699	1e-05	0.76926	1e-05	1e-05
AFR	1.1e-05	0.221071	1e-05	0.778888	1e-05	1e-05
AFR	1e-05	0.223108	1e-05	0.776852	1e-05	1e-05
AFR	1.3e-05	0.247564	1e-05	0.752393	1e-05	1e-05
AFR	1e-05	0.228132	1e-05	0.771828	1e-05	1e-05
AFR	1.5e-05	0.220575	1e-05	0.77938	1e-05	1e-05
AFR	1.5e-05	0.245117	1e-05	0.754838	1e-05	1e-05
AFR	1e-05	0.1894	1e-05	0.81056	1e-05	1e-05
AFR	1e-05	0.706215	1e-05	0.293745	1e-05	1e-05
AFR	1e-05	0.695605	1e-05	0.304355	1e-05	1e-05
AFR	1e-05	0.689826	1e-05	0.310131	1.3e-05	1e-05
AFR	1e-05	0.708274	1e-05	0.291684	1.2e-05	1e-05
SAS	0.827577	1e-05	0.138931	1e-05	0.033462	1e-05
SAS	0.831777	1e-05	0.146536	1e-05	0.021657	1e-05
SAS	0.680442	1e-05	0.315845	1e-05	0.000327	0.003366
SAS	0.712138	1e-05	0.281249	1e-05	0.006413	0.00018
SAS	0.64827	1e-05	0.35069	1e-05	1e-05	0.00101
SAS	0.610426	1e-05	0.389534	1e-05	1e-05	1e-05
AFR	1e-05	0.991443	1e-05	0.008517	1e-05	1e-05
AFR	1e-05	0.934597	1e-05	0.065363	1e-05	1e-05
AFR	1e-05	0.978628	0.021332	1e-05	1e-05	1e-05
AFR	1e-05	0.918273	0.005058	0.076639	1e-05	1e-05
AFR	1e-05	0.893635	0.032919	0.073416	1e-05	1e-05
AFR	1e-05	0.920241	0.021147	0.058583	1e-05	1e-05
AFR	1e-05	0.988883	0.004487	0.006601	1e-05	1e-05
AFR	1e-05	0.987323	0.012637	1e-05	1e-05	1e-05
AFR	1e-05	0.239605	1e-05	0.760355	1e-05	1e-05
AFR	1e-05	0.226879	1e-05	0.773081	1e-05	1e-05
AFR	1.4e-05	0.253261	1e-05	0.746696	1e-05	1e-05
AFR	1e-05	0.232218	1e-05	0.767742	1e-05	1e-05
AFR	1.1e-05	0.223857	1e-05	0.776102	1e-05	1e-05
AFR	1e-05	0.222055	1e-05	0.777905	1e-05	1e-05
AFR	1.4e-05	0.226212	1e-05	0.773744	1e-05	1e-05
AFR	1.4e-05	0.238569	1e-05	0.761387	1e-05	1e-05
AFR	1e-05	0.265092	1e-05	0.734868	1e-05	1e-05
AFR	1e-05	0.231382	1e-05	0.768578	1e-05	1e-05
AFR	1.4e-05	0.22468	1e-05	0.775276	1e-05	1e-05
AFR	1.2e-05	0.214583	1e-05	0.785375	1e-05	1e-05
AFR	1.5e-05	0.208375	1e-05	0.79158	1e-05	1e-05
AFR	1.3e-05	0.220212	1e-05	0.779745	1e-05	1e-05
AFR	1.2e-05	0.239021	1e-05	0.760938	1e-05	1e-05
AFR	1.5e-05	0.248067	1e-05	0.751888	1e-05	1e-05
AFR	1.5e-05	0.215784	1e-05	0.78417	1e-05	1e-05
AFR	1e-05	0.208174	1e-05	0.791786	1e-05	1e-05
AFR	1.3e-05	0.220716	1e-05	0.779242	1e-05	1e-05
AFR	1e-05	0.228064	1e-05	0.771896	1e-05	1e-05
AFR	1e-05	0.234526	1e-05	0.765434	1e-05	1e-05
AFR	1.3e-05	0.239522	1e-05	0.760434	1e-05	1e-05
AFR	1.6e-05	0.210159	1e-05	0.789796	1e-05	1e-05
AFR	1.4e-05	0.176936	1e-05	0.82302	1e-05	1e-05
AFR	1.1e-05	0.199558	1e-05	0.8004	1e-05	1e-05
AFR	1.5e-05	0.22596	1e-05	0.773995	1e-05	1e-05
AFR	1.4e-05	0.215494	1e-05	0.784463	1e-05	1e-05
AFR	1.5e-05	0.220333	1e-05	0.779623	1e-05	1e-05
AFR	1e-05	0.198044	1e-05	0.801916	1e-05	1e-05
AFR	1e-05	0.234667	1e-05	0.765293	1e-05	1e-05
AFR	1.5e-05	0.238006	1e-05	0.761949	1e-05	1e-05
AFR	1.2e-05	0.209082	1e-05	0.790876	1e-05	1e-05
AFR	1.3e-05	0.20166	1e-05	0.798297	1e-05	1e-05
AFR	1.4e-05	0.201836	1e-05	0.798121	1e-05	1e-05
AFR	1e-05	0.686813	1.1e-05	0.313144	1.2e-05	1e-05
AFR	1e-05	0.699387	1.3e-05	0.300569	1e-05	1e-05
AFR	1.2e-05	0.701089	1e-05	0.298869	1e-05	1e-05
AFR	1e-05	0.719707	1e-05	0.280253	1e-05	1e-05
AFR	1e-05	0.680831	1.5e-05	0.319124	1e-05	1e-05
AFR	1e-05	0.748606	1e-05	0.251354	1e-05	1e-05
AFR	1e-05	0.707535	1.2e-05	0.292422	1.2e-05	1e-05
AFR	1e-05	0.686178	1e-05	0.313782	1e-05	1e-05
AFR	1e-05	0.719331	1e-05	0.280629	1e-05	1e-05
AFR	1e-05	0.69893	1.4e-05	0.301024	1.2e-05	1e-05
AFR	1e-05	0.706835	1.1e-05	0.293122	1.2e-05	1e-05
AFR	1e-05	0.710285	1e-05	0.289674	1.1e-05	1e-05
AFR	1e-05	0.770329	1e-05	0.229631	1e-05	1e-05
AFR	1e-05	0.708796	1e-05	0.291164	1e-05	1e-05
AFR	1e-05	0.712949	1.2e-05	0.287007	1.2e-05	1e-05
AFR	1e-05	0.725079	1e-05	0.274881	1e-05	1e-05
AFR	1e-05	0.775223	1e-05	0.224737	1e-05	1e-05
AFR	1e-05	0.733689	1e-05	0.266271	1e-05	1e-05
AFR	1e-05	0.71987	1e-05	0.28009	1e-05	1e-05
AFR	1e-05	0.725082	1e-05	0.274878	1e-05	1e-05
AFR	1e-05	0.744955	1e-05	0.255005	1e-05	1e-05
AFR	1e-05	0.725273	1e-05	0.274687	1e-05	1e-05
AFR	1e-05	0.74387	1e-05	0.25609	1e-05	1e-05
AFR	1e-05	0.704892	1.1e-05	0.295067	1e-05	1e-05
AFR	1e-05	0.739792	1e-05	0.260168	1e-05	1e-05
AFR	1e-05	0.705323	1e-05	0.294637	1e-05	1e-05
AFR	1e-05	0.744261	1.1e-05	0.255696	1.2e-05	1e-05
AFR	1e-05	0.721725	1e-05	0.278235	1e-05	1e-05
AFR	1e-05	0.73518	1e-05	0.26478	1e-05	1e-05
AFR	1e-05	0.700977	1.3e-05	0.298979	1.2e-05	1e-05
AFR	1e-05	0.734484	1e-05	0.265476	1e-05	1e-05
AFR	1e-05	0.749275	1.1e-05	0.250684	1.1e-05	1e-05
AFR	1e-05	0.722481	1e-05	0.277479	1e-05	1e-05
AFR	1e-05	0.751106	1e-05	0.248854	1e-05	1e-05
AFR	1e-05	0.734849	1e-05	0.265111	1e-05	1e-05
AFR	1e-05	0.693722	1.2e-05	0.306233	1.3e-05	1e-05
AFR	1e-05	0.766718	1e-05	0.233239	1.3e-05	1e-05
AFR	1e-05	0.701098	1.2e-05	0.29886	1e-05	1e-05
AFR	1e-05	0.744202	1e-05	0.255756	1.1e-05	1e-05
AFR	1e-05	0.717364	1e-05	0.282596	1e-05	1e-05
SAS	0.770176	1e-05	0.214832	1e-05	0.014372	6e-04
SAS	0.721595	1e-05	0.263364	1e-05	0.014422	0.000599
SAS	0.673444	1e-05	0.316753	1e-05	0.007608	0.002174
SAS	0.831582	1e-05	0.149697	1e-05	0.018691	1e-05
AFR	1e-05	0.253955	1e-05	0.746005	1e-05	1e-05
AFR	1e-05	0.209102	1e-05	0.790858	1e-05	1e-05
AFR	1.5e-05	0.238622	1e-05	0.761333	1e-05	1e-05
AFR	1.5e-05	0.243171	1e-05	0.756784	1e-05	1e-05
AFR	1.4e-05	0.227294	1e-05	0.772662	1e-05	1e-05
AFR	1.4e-05	0.223925	1e-05	0.776032	1e-05	1e-05
AFR	1.2e-05	0.24492	1e-05	0.755038	1e-05	1e-05
AFR	1.3e-05	0.252116	1e-05	0.747841	1e-05	1e-05
AFR	1e-05	0.983932	1e-05	0.016028	1e-05	1e-05
AFR	1e-05	0.904506	0.046398	0.049065	1e-05	1e-05
AFR	1e-05	0.72834	1.9e-05	0.271611	1e-05	1e-05
AFR	1e-05	0.695754	1e-05	0.304206	1e-05	1e-05
AFR	1.7e-05	0.712914	1e-05	0.287039	1e-05	1e-05
AFR	1e-05	0.690633	1e-05	0.309327	1e-05	1e-05
AFR	1e-05	0.696431	1e-05	0.303529	1e-05	1e-05
AFR	1e-05	0.695448	1e-05	0.30451	1.2e-05	1e-05
AFR	1e-05	0.685671	1e-05	0.314289	1e-05	1e-05
AFR	1e-05	0.733723	1e-05	0.266231	1.6e-05	1e-05
AFR	1e-05	0.734166	1e-05	0.265794	1e-05	1e-05
AFR	1e-05	0.730465	1e-05	0.269495	1e-05	1e-05
AFR	1e-05	0.72382	1e-05	0.27614	1e-05	1e-05
AFR	1e-05	0.727812	1.2e-05	0.272145	1.1e-05	1e-05
AFR	1e-05	0.674657	1e-05	0.325303	1e-05	1e-05
AFR	1e-05	0.679338	1e-05	0.320622	1e-05	1e-05
AFR	1e-05	0.728212	1e-05	0.271748	1e-05	1e-05
AFR	1e-05	0.672844	1.1e-05	0.327113	1.2e-05	1e-05
AFR	1e-05	0.710373	1e-05	0.289587	1e-05	1e-05
SAS	0.785262	1e-05	0.087019	1e-05	0.127136	0.000564
SAS	0.818007	1e-05	0.077329	1e-05	0.104634	1e-05
SAS	0.795273	1e-05	0.083511	1e-05	0.120445	0.000752
SAS	0.785023	1e-05	0.086069	1e-05	0.128033	0.000855
SAS	0.757917	1e-05	0.103478	1e-05	0.138575	1e-05
SAS	0.774798	1e-05	0.09767	1e-05	0.127502	1e-05
SAS	0.953174	1e-05	0.013714	1e-05	0.033082	1e-05
SAS	0.809697	1e-05	0.064607	1e-05	0.125666	1e-05
SAS	0.812242	1e-05	0.078668	1e-05	0.10906	1e-05
SAS	0.763798	1e-05	0.082096	1.3e-05	0.154072	1e-05
SAS	0.771087	1e-05	0.093545	1e-05	0.135338	1e-05
SAS	0.779957	1e-05	0.087989	1e-05	0.132024	1e-05
SAS	0.777605	1e-05	0.094716	1e-05	0.12765	1e-05
SAS	0.77685	1e-05	0.095621	1e-05	0.127499	1e-05
SAS	0.709927	1e-05	0.287156	1e-05	1e-05	0.002886
SAS	0.603883	1e-05	0.389245	1e-05	1e-05	0.006842
SAS	0.647919	1e-05	0.352041	1e-05	1e-05	1e-05
SAS	0.623813	1e-05	0.375265	1e-05	1e-05	0.000892
SAS	0.688297	1e-05	0.298851	0.004197	0.007324	0.001321
SAS	0.730077	1e-05	0.260745	1e-05	0.00825	0.000907
SAS	0.776776	1.1e-05	0.206597	1e-05	0.016597	1e-05
SAS	0.664361	1e-05	0.330133	1e-05	0.00418	0.001306
SAS	0.711204	1e-05	0.265235	1e-05	0.022308	0.001232
SAS	0.893485	1e-05	0.09428	1e-05	0.012204	1e-05
SAS	0.865441	1e-05	0.09816	1e-05	0.036369	1e-05
SAS	0.930488	1.1e-05	0.032907	0.001953	0.034631	1e-05
SAS	0.909238	1e-05	0.068679	1e-05	0.022052	1e-05
SAS	0.913631	1e-05	0.063701	1e-05	0.022639	1e-05
SAS	0.905119	1e-05	0.061911	1.7e-05	0.032933	1e-05
SAS	0.909823	1e-05	0.061913	1e-05	0.028234	1e-05
SAS	0.741847	1e-05	0.228608	1e-05	0.028125	0.0014
SAS	0.756845	1e-05	0.214374	1e-05	0.024855	0.003906
SAS	0.811391	1e-05	0.166702	1e-05	0.021877	1e-05
SAS	0.802502	1e-05	0.185855	1e-05	0.009334	0.002289
SAS	0.846491	1.1e-05	0.120725	1e-05	0.032754	1e-05
SAS	0.893384	1e-05	0.071033	1e-05	0.035552	1e-05
SAS	0.885005	1e-05	0.072819	1e-05	0.042146	1e-05
SAS	0.789113	1e-05	0.188984	1e-05	0.018334	0.00355
SAS	0.922414	1e-05	0.072611	1e-05	0.004945	1e-05
SAS	0.910607	1e-05	0.067816	1e-05	0.021547	1e-05
SAS	0.897549	1e-05	0.081936	1e-05	0.020485	1e-05
SAS	0.913163	1e-05	0.066197	1e-05	0.02061	1e-05
SAS	0.903317	1.3e-05	0.075453	1e-05	0.021197	1e-05
SAS	0.906796	0.002546	0.05159	0.001269	0.037788	1e-05
SAS	0.959552	1e-05	1e-05	1e-05	0.040408	1e-05
SAS	0.926883	1e-05	0.059885	1e-05	0.013203	1e-05
SAS	0.948183	1.2e-05	0.023374	1e-05	0.028411	1e-05
SAS	0.915241	1e-05	0.065879	1e-05	0.01885	1e-05
SAS	0.942975	1e-05	0.049214	1e-05	0.007782	1e-05
SAS	0.920117	1e-05	0.064635	1e-05	0.015219	1e-05
SAS	0.915214	1e-05	0.046662	1e-05	0.038094	1e-05
SAS	0.932269	1e-05	0.038244	1e-05	0.029456	1e-05
SAS	0.919782	1e-05	0.04448	1e-05	0.035708	1e-05
SAS	0.723604	0.002864	0.193765	1.7e-05	0.07974	1e-05
SAS	0.92646	1e-05	0.048879	1e-05	0.024632	1e-05
SAS	0.919534	1e-05	0.060617	1e-05	0.019819	1e-05
SAS	0.903633	1e-05	0.067988	1e-05	0.028349	1e-05
SAS	0.889984	1e-05	0.086414	1e-05	0.023572	1e-05
SAS	0.871598	1.2e-05	0.096861	1e-05	0.031509	1e-05
SAS	0.810063	1e-05	0.155066	1.7e-05	0.034834	1e-05
SAS	0.840197	1e-05	0.138868	1e-05	0.020905	1e-05
SAS	0.813792	1e-05	0.164372	1e-05	0.021805	1e-05
SAS	0.872049	1e-05	0.101893	1e-05	0.026028	1e-05
SAS	0.862847	1e-05	0.126716	1e-05	0.010408	1e-05
SAS	0.755469	1e-05	0.215877	1e-05	0.028146	0.000489
SAS	0.812197	1e-05	0.154107	1e-05	0.033667	1e-05
SAS	0.913586	1e-05	0.079076	1e-05	0.007308	1e-05
SAS	0.786983	1e-05	0.197623	1e-05	0.015364	1e-05
SAS	0.783221	1e-05	0.205648	1e-05	0.011101	1e-05
SAS	0.796949	1e-05	0.201262	1e-05	0.000947	0.000823
SAS	0.989247	1e-05	0.010713	1e-05	1e-05	1e-05
SAS	0.990437	1e-05	0.005485	1e-05	0.004047	1e-05
SAS	0.916408	1e-05	0.053483	1e-05	0.03008	1e-05
SAS	0.9251	1.5e-05	0.074855	1e-05	1e-05	1e-05
SAS	0.951987	1e-05	0.026392	1e-05	0.021591	1e-05
SAS	0.94282	1e-05	0.041336	1e-05	0.015813	1e-05
SAS	0.892155	1.2e-05	0.099832	1e-05	0.007982	1e-05
SAS	0.925203	1e-05	0.073827	1e-05	0.00094	1e-05
SAS	0.960088	1e-05	1e-05	1e-05	0.039872	1e-05
SAS	0.907061	1e-05	0.088508	1e-05	0.004401	1e-05
SAS	0.910677	1e-05	0.067497	1e-05	0.021796	1e-05
SAS	0.921294	1e-05	0.074193	1e-05	0.004483	1e-05
SAS	0.947854	1e-05	0.03054	1e-05	0.021576	1e-05
SAS	0.914943	1e-05	0.050515	1e-05	0.034512	1e-05
SAS	0.91418	1e-05	0.057498	1e-05	0.028292	1e-05
SAS	0.947989	1e-05	1e-05	1e-05	0.051971	1e-05
SAS	0.903938	1e-05	0.061392	1e-05	0.034641	1e-05
SAS	0.922092	1e-05	0.063685	1e-05	0.014193	1e-05
SAS	0.789289	1e-05	0.200053	1e-05	0.010132	0.000506
SAS	0.907842	1e-05	0.078895	1e-05	0.013233	1e-05
SAS	0.909243	1e-05	0.062212	1e-05	0.028516	1e-05
SAS	0.903689	1e-05	0.072294	1e-05	0.023987	1e-05
SAS	0.905379	1e-05	0.070336	1e-05	0.024255	1e-05
SAS	0.911722	1e-05	0.069465	1e-05	0.018783	1e-05
SAS	0.958972	1e-05	1e-05	1e-05	0.040988	1e-05
SAS	0.916912	1e-05	0.062891	1e-05	0.020167	1e-05
SAS	0.778183	1.2e-05	0.208656	1e-05	0.013129	1e-05
SAS	0.856857	0.001162	0.102681	0.006272	0.033017	1e-05
SAS	0.697907	1e-05	0.281717	1e-05	0.019761	0.000595
SAS	0.585878	1e-05	0.411596	1e-05	0.002496	1e-05
SAS	0.894387	1e-05	0.037147	1e-05	0.068436	1e-05
SAS	0.911912	1e-05	0.044165	1e-05	0.043894	1e-05
SAS	0.99995	1e-05	1e-05	1e-05	1e-05	1e-05
SAS	0.99995	1e-05	1e-05	1e-05	1e-05	1e-05
SAS	0.91038	1e-05	0.08958	1e-05	1e-05	1e-05
SAS	0.91094	1e-05	0.083509	1e-05	0.005521	1e-05
SAS	0.902563	1e-05	0.094523	1e-05	0.002884	1e-05
SAS	0.917669	1e-05	0.054496	1e-05	0.027805	1e-05
SAS	0.89309	1e-05	0.080233	1e-05	0.026647	1e-05
SAS	0.907459	1e-05	0.092501	1e-05	1e-05	1e-05
SAS	0.884059	1.1e-05	0.087341	1e-05	0.028569	1e-05
SAS	0.894531	1e-05	0.099891	1e-05	0.005547	1e-05
SAS	0.988591	1e-05	0.011369	1e-05	1e-05	1e-05
SAS	0.999084	1e-05	1e-05	1e-05	0.000876	1e-05
SAS	0.997437	1e-05	0.002523	1e-05	1e-05	1e-05
SAS	0.952123	1e-05	0.019987	1e-05	0.027861	1e-05
SAS	0.876899	1e-05	0.10945	1e-05	0.013621	1e-05
SAS	0.819242	1e-05	0.168137	1e-05	0.012591	1e-05
SAS	0.900933	1e-05	0.099027	1e-05	1e-05	1e-05
SAS	0.89316	1e-05	0.097797	1e-05	0.009013	1e-05
SAS	0.84878	1e-05	0.069333	1e-05	0.081857	1e-05
SAS	0.812522	0.003651	0.071671	0.017855	0.09429	1e-05
SAS	0.735373	1e-05	0.072846	1e-05	0.191752	1e-05
SAS	0.743039	1e-05	0.130355	1e-05	0.125805	0.000781
SAS	0.765851	1e-05	0.083538	1e-05	0.150581	1e-05
SAS	0.793902	1e-05	0.030744	1e-05	0.175324	1e-05
SAS	0.81873	1e-05	0.076565	1e-05	0.104674	1e-05
SAS	0.792792	1e-05	0.093568	1e-05	0.11361	1e-05
SAS	0.791215	1e-05	0.08767	1e-05	0.121085	1e-05
SAS	0.798029	1e-05	0.093679	1e-05	0.108263	1e-05
SAS	0.751515	1e-05	0.095741	1e-05	0.152713	1e-05
SAS	0.799737	1e-05	0.083554	1e-05	0.115365	0.001324
SAS	0.773673	1e-05	0.092866	1e-05	0.133431	1e-05
SAS	0.768205	1e-05	0.076764	1e-05	0.155001	1e-05
SAS	0.755484	1e-05	0.091265	1e-05	0.153221	1e-05
SAS	0.79709	1e-05	0.083622	1e-05	0.119258	1e-05
SAS	0.80817	1e-05	0.082015	1e-05	0.109785	1e-05
SAS	0.813663	1e-05	0.075172	1e-05	0.108613	0.002532
SAS	0.767682	1e-05	0.077021	1e-05	0.155218	5.8e-05
