region	group1	group2	group3	group4	group5	group6	group7
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.999934	1.6e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
SAS	0.094784	1e-05	1e-05	0.825471	0.00469	0.030202	0.044833
SAS	0.071721	1e-05	1e-05	0.829373	1e-05	0.021348	0.077528
SAS	0.215427	0.002754	1e-05	0.678568	0.001049	1e-05	0.102182
SAS	0.199194	1e-05	1e-05	0.711045	1e-05	0.006453	0.083278
SAS	0.230892	1e-05	1e-05	0.646569	1e-05	1e-05	0.122499
SAS	0.296958	1e-05	1e-05	0.610254	1e-05	1e-05	0.092748
AFR	0.010115	1e-05	0.989835	1e-05	1e-05	1e-05	1e-05
AFR	0.005817	1e-05	0.994133	1e-05	1e-05	1e-05	1e-05
AFR	0.028933	1e-05	0.971017	1e-05	1e-05	1e-05	1e-05
AFR	0.013716	1e-05	0.986234	1e-05	1e-05	1e-05	1e-05
AFR	0.039901	1e-05	0.960049	1e-05	1e-05	1e-05	1e-05
AFR	0.028042	1e-05	0.971908	1e-05	1e-05	1e-05	1e-05
AFR	0.01379	1e-05	0.98616	1e-05	1e-05	1e-05	1e-05
AFR	0.022047	1e-05	0.977903	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.999933	1.7e-05	1e-05	1.1e-05	1e-05
AFR	1e-05	1e-05	0.999938	1.2e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	0.000955	1e-05	0.998995	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1.4e-05	1e-05	0.999936	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
SAS	0.118562	1e-05	1e-05	0.768439	0.011504	0.001943	0.099533
SAS	0.125859	1e-05	1e-05	0.719176	0.001327	0.010898	0.14272
SAS	0.228798	0.001335	1e-05	0.672777	0.008058	5.7e-05	0.088965
SAS	0.071946	1e-05	1e-05	0.82942	0.009853	0.008307	0.080454
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	0.011558	1e-05	0.988392	1e-05	1e-05	1e-05	1e-05
AFR	0.053863	1e-05	0.946087	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	0.002423	1e-05	0.997527	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
SAS	0.024844	0.000834	1e-05	0.781532	0.019557	0.107205	0.066017
SAS	0.036403	1e-05	1e-05	0.815771	0.026739	0.078653	0.042414
SAS	0.047851	0.001944	1e-05	0.793307	0.006812	0.113666	0.036409
SAS	0.044848	0.000852	1e-05	0.782792	0.036564	0.092324	0.042609
SAS	0.05203	1e-05	1e-05	0.755807	0.038955	0.100073	0.053114
SAS	0.0267	1e-05	1e-05	0.77232	0.020141	0.106331	0.074489
SAS	1e-05	1e-05	1e-05	0.943204	1e-05	0.03526	0.021497
SAS	0.00129	1e-05	1e-05	0.807014	0.021421	0.103401	0.066854
SAS	0.012017	1e-05	1e-05	0.809026	0.029677	0.078761	0.070499
SAS	0.038368	1e-05	1e-05	0.761324	0.041791	0.113009	0.045488
SAS	0.035393	1e-05	1e-05	0.768467	0.045544	0.089686	0.060891
SAS	0.045053	1e-05	1e-05	0.777689	0.039968	0.092842	0.044428
SAS	0.054732	1e-05	1e-05	0.775522	0.031852	0.096829	0.041044
SAS	0.051734	1e-05	1e-05	0.774833	0.031189	0.096942	0.045283
SAS	0.195018	0.002546	1e-05	0.708665	1e-05	1e-05	0.09374
SAS	0.226156	0.00503	1e-05	0.600862	1e-05	1e-05	0.167922
SAS	0.251041	1e-05	1e-05	0.646856	1e-05	1e-05	0.102064
SAS	0.268352	0.000422	1e-05	0.623095	1e-05	1e-05	0.108101
SAS	0.203084	0.000806	0.003449	0.686992	1e-05	0.00773	0.097929
SAS	0.183367	7.5e-05	1e-05	0.728728	0.009201	1e-05	0.078608
SAS	0.111048	1e-05	1e-05	0.774998	0.007751	0.007707	0.098476
SAS	0.213976	1e-05	1e-05	0.663366	0.003816	1e-05	0.118812
SAS	0.149373	1e-05	1e-05	0.709375	0.014209	0.007268	0.119755
SAS	0.053991	1e-05	1e-05	0.891936	0.00301	0.01019	0.040853
SAS	0.070733	1e-05	1e-05	0.863825	0.027014	0.011329	0.027078
SAS	0.017978	1e-05	0.001839	0.927472	1e-05	0.037439	0.015251
SAS	0.049914	1e-05	1e-05	0.907429	1e-05	0.024021	0.018606
SAS	0.045086	1e-05	1e-05	0.911844	0.010363	0.014262	0.018426
SAS	0.043537	1e-05	1e-05	0.903402	0.002829	0.031916	0.018296
SAS	0.032017	1e-05	1e-05	0.90781	1e-05	0.029424	0.030719
SAS	0.135519	0.000685	1e-05	0.739966	0.011553	0.016351	0.095916
SAS	0.125006	0.003456	1e-05	0.754331	1e-05	0.025144	0.092044
SAS	0.087633	1e-05	1e-05	0.809484	0.010128	0.011187	0.081548
SAS	0.108851	0.001549	1e-05	0.800041	1e-05	0.010343	0.079196
SAS	0.057199	1e-05	1e-05	0.84261	1e-05	0.0344	0.065761
SAS	0.011922	1e-05	1e-05	0.890291	0.002145	0.033384	0.062238
SAS	0.040156	1e-05	1e-05	0.882758	0.001885	0.04156	0.033621
SAS	0.090494	0.002368	1e-05	0.786917	0.015141	0.002572	0.102497
SAS	0.058466	1e-05	1e-05	0.91938	1e-05	0.008837	0.013286
SAS	0.037997	1e-05	1e-05	0.908593	1e-05	0.022994	0.030386
SAS	0.061545	1e-05	1e-05	0.895554	1e-05	0.02267	0.0202
SAS	0.046998	1e-05	1e-05	0.909888	1e-05	0.024079	0.019006
SAS	0.073865	1e-05	1e-05	0.901894	0.015066	0.009144	1e-05
SAS	0.049101	1e-05	0.003471	0.905956	0.009716	0.030789	0.000957
SAS	1e-05	1e-05	1e-05	0.957243	0.005878	0.036839	1e-05
SAS	0.039103	1e-05	1e-05	0.9251	1e-05	0.014938	0.020829
SAS	0.009993	1e-05	1e-05	0.94593	0.009348	0.020853	0.013857
SAS	0.053735	1e-05	1e-05	0.911435	1e-05	0.023145	0.011655
SAS	0.048687	1e-05	1e-05	0.940734	1e-05	0.010539	1e-05
SAS	0.05284	1e-05	1e-05	0.918914	0.011098	0.006124	0.011004
SAS	0.046753	1e-05	1e-05	0.912606	0.009413	0.031198	1e-05
SAS	0.036812	1e-05	1e-05	0.93127	0.011945	0.019943	1e-05
SAS	0.030582	1e-05	1e-05	0.918193	0.028196	0.009608	0.013402
SAS	0.161992	1e-05	0.002097	0.722745	0.000784	0.081391	0.030981
SAS	0.044184	1e-05	1e-05	0.925122	0.004291	0.022759	0.003623
SAS	0.033914	1e-05	1e-05	0.916992	1e-05	0.021688	0.027376
SAS	0.066198	1e-05	1e-05	0.902597	1e-05	0.031165	1e-05
SAS	0.063273	1e-05	1e-05	0.888648	0.0114	0.014026	0.022634
SAS	0.043312	1e-05	1e-05	0.869414	0.006988	0.024776	0.05549
SAS	0.060083	1e-05	1e-05	0.80772	0.022835	0.010467	0.098874
SAS	0.061472	1e-05	1e-05	0.837703	0.02072	1e-05	0.080075
SAS	0.081344	1e-05	1e-05	0.811607	0.001993	0.019013	0.086023
SAS	0.052354	1e-05	1e-05	0.869454	1e-05	0.027081	0.051081
SAS	0.064411	1e-05	1e-05	0.860857	0.004758	0.005641	0.064314
SAS	0.135661	1e-05	1e-05	0.754475	0.027078	0.000965	0.081801
SAS	0.065018	1e-05	1e-05	0.809521	0.013121	0.019352	0.092968
SAS	0.025616	1e-05	1e-05	0.909814	1e-05	0.008692	0.055847
SAS	0.113458	1e-05	1e-05	0.78486	0.015113	1e-05	0.086539
SAS	0.126447	1e-05	1e-05	0.780296	1e-05	0.012007	0.08122
SAS	0.111188	1e-05	1e-05	0.794593	0.001469	1e-05	0.09272
SAS	1e-05	1e-05	1e-05	0.984217	1e-05	0.004082	0.011661
SAS	1e-05	1e-05	1e-05	0.986314	1e-05	0.007604	0.006042
SAS	0.022398	1e-05	1e-05	0.914199	0.004546	0.0266	0.032237
SAS	0.073754	1e-05	1e-05	0.926196	1e-05	1e-05	1e-05
SAS	0.016624	1e-05	1e-05	0.949267	1e-05	0.024609	0.009469
SAS	0.024606	1e-05	1e-05	0.940155	1e-05	0.018457	0.016752
SAS	0.096006	1e-05	1e-05	0.891236	0.006888	0.003972	0.001878
SAS	0.057567	1e-05	1e-05	0.923548	1e-05	0.003326	0.015529
SAS	1e-05	1e-05	1e-05	0.957708	0.016345	0.025907	1e-05
SAS	0.058282	1e-05	1e-05	0.904738	1e-05	0.00646	0.030491
SAS	0.066055	1e-05	1e-05	0.909417	0.00329	0.021208	1e-05
SAS	0.046021	1e-05	1e-05	0.919253	0.006351	1e-05	0.028345
SAS	1e-05	1e-05	1e-05	0.945155	0.003668	0.018739	0.032408
SAS	0.024469	1e-05	1e-05	0.912836	1e-05	0.035624	0.02704
SAS	0.054569	1e-05	1e-05	0.91275	1e-05	0.030894	0.001757
SAS	1e-05	1e-05	1e-05	0.945758	0.013535	0.040667	1e-05
SAS	0.059284	1e-05	1e-05	0.902831	0.037845	1e-05	1e-05
SAS	0.0569	1e-05	1e-05	0.92073	0.003498	0.013198	0.005654
SAS	0.121867	1e-05	1e-05	0.785811	0.012211	1e-05	0.080081
SAS	0.053525	1e-05	1e-05	0.905778	0.008884	0.006181	0.025612
SAS	0.061736	1e-05	1e-05	0.907023	0.012592	0.018619	1e-05
SAS	0.070283	1e-05	1e-05	0.901828	1e-05	0.027612	0.000247
SAS	0.055997	1e-05	1e-05	0.904003	0.000963	0.025313	0.013705
SAS	0.069422	1e-05	1e-05	0.909088	0.000784	0.020676	1e-05
SAS	1e-05	1e-05	1e-05	0.956542	0.022573	0.020845	1e-05
SAS	0.053907	1e-05	1e-05	0.915261	0.010089	0.012579	0.008144
SAS	0.176894	1e-05	1e-05	0.777687	0.015267	1e-05	0.030122
SAS	0.087232	1e-05	0.00695	0.855811	0.011833	0.023507	0.014657
SAS	0.18735	2.2e-05	1e-05	0.696452	0.001288	0.01834	0.096539
SAS	0.329024	1e-05	1e-05	0.585729	0.003568	1e-05	0.081649
SAS	0.032882	1e-05	1e-05	0.892881	0.017506	0.053295	0.003416
SAS	0.034173	1e-05	1e-05	0.908476	1e-05	0.047641	0.009681
SAS	1e-05	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05
SAS	1e-05	1e-05	1e-05	0.999223	1e-05	0.000727	1e-05
SAS	0.085356	1e-05	1e-05	0.910852	0.000129	0.001171	0.002472
SAS	0.08176	1e-05	1e-05	0.907824	1e-05	0.010376	1e-05
SAS	0.076503	1e-05	1e-05	0.901223	1e-05	0.005361	0.016884
SAS	0.019914	1e-05	1e-05	0.915891	0.014772	0.013929	0.035475
SAS	0.030976	1e-05	1e-05	0.890027	1e-05	0.027365	0.051602
SAS	0.088444	1e-05	1e-05	0.906917	1e-05	0.002537	0.002072
SAS	0.04616	1e-05	1e-05	0.882106	0.012073	0.017276	0.042365
SAS	0.093994	1e-05	1e-05	0.893565	1e-05	0.008335	0.004076
SAS	0.006879	1e-05	1e-05	0.985497	1e-05	0.003704	0.003891
SAS	1e-05	1e-05	1e-05	0.99569	1e-05	0.00426	1e-05
SAS	0.002886	1e-05	1e-05	0.997064	1e-05	1e-05	1e-05
SAS	1e-05	1e-05	1e-05	0.949701	0.002591	0.026738	0.02094
SAS	0.074979	1e-05	1e-05	0.875056	1e-05	0.015311	0.034625
SAS	0.098541	1e-05	1e-05	0.816466	1e-05	0.013383	0.07158
SAS	0.073998	1e-05	1e-05	0.901308	1e-05	1e-05	0.024654
SAS	0.096004	1e-05	1e-05	0.891748	1e-05	0.012208	1e-05
SAS	0.031116	1.7e-05	1e-05	0.846888	0.036719	0.045976	0.039273
SAS	0.015104	1e-05	0.021911	0.80974	0.029194	0.064694	0.059347
SAS	0.01249	1e-05	1e-05	0.731955	0.050862	0.140466	0.064207
SAS	0.069762	1e-05	1e-05	0.741023	0.054967	0.071529	0.062699
SAS	0.046736	1e-05	1e-05	0.763508	0.029118	0.12257	0.038047
SAS	0.004965	1e-05	1e-05	0.791503	0.023911	0.152342	0.027259
SAS	0.018703	1e-05	1e-05	0.815808	0.019166	0.08537	0.060933
SAS	0.041427	1e-05	1e-05	0.790573	0.031122	0.082624	0.054233
SAS	0.027545	1e-05	1e-05	0.788362	0.024308	0.09648	0.063285
SAS	0.028323	1e-05	1e-05	0.795202	0.019	0.088609	0.068845
SAS	0.046652	1e-05	1e-05	0.749213	0.044888	0.108238	0.050989
SAS	0.05342	0.002544	1e-05	0.797223	0.008191	0.108042	0.030569
SAS	0.064982	1e-05	1e-05	0.771715	0.024751	0.110326	0.028206
SAS	0.011777	1e-05	1e-05	0.765349	0.031547	0.122792	0.068514
SAS	0.035228	1e-05	1e-05	0.752722	0.030636	0.122755	0.05864
SAS	0.015504	1e-05	1e-05	0.794204	0.032614	0.085869	0.071789
SAS	0.027692	1e-05	1e-05	0.805889	0.036217	0.073585	0.056597
SAS	0.015735	0.00322	1e-05	0.810214	0.015691	0.092409	0.06272
SAS	2e-05	1e-05	1e-05	0.764113	0.040793	0.113092	0.081962
SAS	0.054333	1e-05	0.003206	0.78399	0.046561	0.073143	0.038758
SAS	0.042554	0.001058	1e-05	0.781681	0.021127	0.117596	0.035975
SAS	0.011032	1e-05	1e-05	0.770204	0.057746	0.092174	0.068825
SAS	0.017572	1e-05	1e-05	0.795918	0.052344	0.072568	0.061579
SAS	0.04825	0.001287	1e-05	0.760987	0.042696	0.092201	0.054568
SAS	0.075794	1e-05	1e-05	0.90006	1e-05	0.019452	0.004664
SAS	0.066108	1e-05	1e-05	0.918908	0.002286	0.012668	1e-05
SAS	0.039757	1e-05	1e-05	0.900395	1e-05	0.043594	0.016223
SAS	0.04207	1e-05	1e-05	0.89852	0.020494	0.016688	0.022208
SAS	0.029891	1e-05	1e-05	0.935178	1e-05	0.032897	0.002004
SAS	0.051972	1e-05	1e-05	0.922907	1e-05	0.022592	0.002499
SAS	0.037436	1e-05	0.002514	0.924958	0.009503	0.010994	0.014585
SAS	0.050917	1e-05	1e-05	0.907817	1e-05	0.027518	0.013719
SAS	0.052862	1e-05	1e-05	0.916408	1e-05	0.015408	0.015293
SAS	0.047173	1e-05	1e-05	0.908741	0.005483	0.016596	0.021987
SAS	1e-05	1e-05	1e-05	0.945459	0.012844	0.041656	1e-05
SAS	0.027832	1.4e-05	1e-05	0.898689	0.013409	0.021998	0.038048
SAS	0.040711	1e-05	1e-05	0.910948	0.029549	0.018762	1e-05
SAS	1e-05	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05
SAS	0.091301	1e-05	1e-05	0.890796	1e-05	0.006899	0.010975
SAS	0.085942	1e-05	1e-05	0.90745	1e-05	0.006568	1e-05
SAS	0.064861	1e-05	1e-05	0.907584	0.006281	1e-05	0.021244
SAS	0.060641	1e-05	1e-05	0.908007	0.008074	0.009966	0.013292
SAS	1e-05	1e-05	1e-05	0.936305	1e-05	0.050614	0.013041
SAS	0.099962	1e-05	1e-05	0.888023	1e-05	0.006931	0.005054
SAS	0.072046	1e-05	1e-05	0.90709	0.003107	0.005894	0.011844
SAS	0.082755	1e-05	1e-05	0.910296	1e-05	0.006909	1e-05
SAS	0.062395	1e-05	1e-05	0.91447	1e-05	0.006429	0.016676
SAS	0.074797	1e-05	1e-05	0.900808	1e-05	0.010856	0.013508
SAS	0.069459	1e-05	0.003918	0.863292	0.025023	0.014812	0.023487
SAS	0.135624	1e-05	1e-05	0.776181	1e-05	0.012185	0.07598
SAS	0.08434	1e-05	1e-05	0.904907	1e-05	0.003913	0.00681
SAS	0.042165	1e-05	1e-05	0.927875	0.00848	0.00947	0.01199
SAS	0.029185	1e-05	1e-05	0.909674	1e-05	0.017135	0.043976
SAS	0.053526	1e-05	1e-05	0.930662	1e-05	0.015772	1e-05
SAS	0.045484	1e-05	1e-05	0.925915	1e-05	0.015557	0.013014
SAS	0.11278	1e-05	1e-05	0.789447	1e-05	0.007381	0.090363
SAS	0.05663	1e-05	1e-05	0.910496	1e-05	0.028797	0.004047
SAS	0.030528	1e-05	0.005691	0.926166	0.006177	0.014142	0.017285
SAS	0.066917	1e-05	1e-05	0.917512	0.015531	1e-05	1e-05
SAS	0.025115	1e-05	1e-05	0.949577	1e-05	0.021139	0.004138
SAS	0.074151	1e-05	1e-05	0.888702	1e-05	0.017843	0.019275
SAS	0.04587	1e-05	1e-05	0.930559	1e-05	0.016485	0.007056
SAS	0.034218	1e-05	1e-05	0.915758	1e-05	0.015655	0.034339
SAS	0.068632	1e-05	1e-05	0.908037	0.016762	0.006539	1e-05
SAS	0.046726	0.000594	1e-05	0.776468	0.029168	0.080547	0.066487
SAS	0.010149	6e-05	1e-05	0.812989	0.010827	0.105471	0.060494
SAS	0.035337	0.000417	1e-05	0.784051	0.030546	0.097896	0.051743
SAS	0.02022	1e-05	1e-05	0.795429	0.02677	0.098594	0.058967
SAS	0.027698	1e-05	1e-05	0.811384	0.023809	0.079944	0.057146
SAS	0.039174	1e-05	1e-05	0.769363	0.034852	0.107496	0.049095
SAS	0.043793	1e-05	1e-05	0.808077	0.028223	0.064237	0.05565
SAS	0.030978	1e-05	1e-05	0.801505	0.017812	0.097161	0.052524
SAS	5.2e-05	1e-05	1e-05	0.793792	0.019967	0.10463	0.081539
SAS	0.018232	1e-05	1e-05	0.787163	0.023256	0.113156	0.058172
SAS	0.040279	1e-05	1e-05	0.778794	0.024293	0.111795	0.044819
SAS	0.090228	1e-05	1e-05	0.8051	0.023678	0.028783	0.052191
SAS	0.023332	1e-05	1e-05	0.823216	0.045565	0.05784	0.050026
SAS	0.022917	1e-05	1e-05	0.767816	0.035315	0.102825	0.071107
SAS	0.036052	1e-05	1e-05	0.775528	0.054534	0.081406	0.052459
SAS	0.049754	1e-05	1e-05	0.746954	0.028713	0.131728	0.042832
SAS	0.037468	0.00057	1e-05	0.795147	0.021139	0.097893	0.047773
SAS	0.027511	1e-05	1e-05	0.786485	0.018921	0.100088	0.066976
SAS	0.008349	4.7e-05	1e-05	0.762772	0.037948	0.110843	0.080031
SAS	0.022087	1e-05	1e-05	0.790781	0.037117	0.091155	0.058839
SAS	0.015739	1e-05	1e-05	0.797733	0.026346	0.097157	0.063005
SAS	1e-05	1e-05	1e-05	0.952183	1e-05	0.027067	0.02071
SAS	1e-05	1.2e-05	1e-05	0.946844	0.018151	0.024623	0.01035
