region	group1	group2	group3	group4	group5	group6	group7
EUR	0.132112	1e-05	1e-05	0.004116	0.016252	1e-05	0.84749
EUR	1e-05	1e-05	1e-05	1e-05	0.033603	1e-05	0.966347
EUR	0.086183	1e-05	1e-05	0.000448	0.019002	0.003059	0.891288
EUR	0.07897	1e-05	1e-05	1e-05	0.010653	0.01411	0.896238
EUR	1e-05	1e-05	1e-05	1e-05	0.024438	1e-05	0.975512
EUR	0.073048	1e-05	1e-05	0.010638	0.02216	0.002601	0.891533
EUR	0.12117	1e-05	1e-05	1e-05	0.035621	1e-05	0.84317
EUR	1e-05	1e-05	1e-05	1e-05	0.02969	1e-05	0.97026
EUR	0.002163	1e-05	1e-05	1e-05	0.020394	0.004832	0.97258
EUR	0.080552	1e-05	1e-05	0.003178	0.025065	1e-05	0.891175
EUR	0.07451	1e-05	1e-05	1e-05	0.021576	1e-05	0.903875
EUR	1e-05	1e-05	1e-05	1e-05	0.038657	1e-05	0.961293
EUR	0.017721	1e-05	1e-05	1e-05	0.015684	0.005955	0.96061
EUR	0.149413	1e-05	1e-05	1e-05	0.011874	1e-05	0.838673
EUR	0.044323	1e-05	1e-05	1e-05	0.027107	0.002484	0.926056
EUR	0.070166	1e-05	1e-05	0.003452	0.016348	1e-05	0.910004
EUR	0.265611	1e-05	1e-05	1e-05	0.005903	0.002696	0.725761
EUR	0.048963	1e-05	1e-05	1e-05	0.01231	0.003298	0.935399
EUR	1e-05	1e-05	1e-05	1e-05	0.026597	1e-05	0.973353
EUR	1e-05	1e-05	1.1e-05	1e-05	0.025824	1e-05	0.974126
EUR	0.066075	1e-05	1e-05	1e-05	0.018267	1e-05	0.915618
EAS	1e-05	1e-05	1e-05	1e-05	0.423155	0.576795	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.428843	0.571107	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.388035	0.611915	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.400078	0.599872	1e-05
EAS	1e-05	1e-05	1e-05	1.2e-05	0.434583	0.565365	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.416544	0.583406	1e-05
EAS	1e-05	1.8e-05	1e-05	1e-05	0.429995	0.569947	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.430779	0.569171	1e-05
EAS	1e-05	1.1e-05	1e-05	1e-05	0.397879	0.60207	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.379412	0.620538	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.399707	0.600243	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.396149	0.603801	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.430432	0.569518	1e-05
EAS	1e-05	1.7e-05	1e-05	1e-05	0.37471	0.625232	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.384889	0.615061	1e-05
EAS	1e-05	1.8e-05	1.4e-05	1e-05	0.418012	0.581927	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.416156	0.583794	1e-05
EAS	1e-05	1.1e-05	1e-05	1e-05	0.406527	0.593422	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.407899	0.592051	1e-05
EAS	1e-05	2e-05	1e-05	1e-05	0.421025	0.578915	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.415477	0.584473	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.382639	0.617311	1e-05
EAS	1e-05	1.3e-05	1e-05	1e-05	0.422845	0.577103	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.402617	0.597333	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.418801	0.581149	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.413909	0.586041	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.416832	0.583118	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.451909	0.548041	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.402947	0.597003	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.408227	0.591723	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.409319	0.590631	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.415878	0.584072	1e-05
EAS	1.7e-05	1e-05	1e-05	1e-05	0.408553	0.59139	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.444811	0.555138	1e-05
EAS	1e-05	1.5e-05	1e-05	1e-05	0.416078	0.583867	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.379803	0.620147	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.417762	0.582188	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.412835	0.587115	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.38768	0.61227	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.423397	0.576553	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.434266	0.565683	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.356518	0.643431	1e-05
AMR	0.76303	0.135273	0.083506	1e-05	0.018162	1e-05	1e-05
AMR	0.616944	0.181368	0.182606	0.015494	1e-05	0.003566	1e-05
AMR	0.769304	0.110233	0.077706	0.023058	0.00722	1e-05	0.012469
EAS	1e-05	1e-05	1e-05	1e-05	0.436993	0.562957	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.437291	0.562659	1e-05
EAS	1e-05	1.7e-05	1e-05	1e-05	0.526316	0.473627	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.448928	0.551022	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.452676	0.547274	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.422872	0.577078	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.458772	0.541178	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.315936	0.684014	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.451269	0.548681	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.435517	0.564433	1e-05
EAS	1e-05	1e-05	1e-05	0.011055	0.371305	0.6176	1e-05
EAS	0.004465	1e-05	1e-05	1e-05	0.647356	0.342144	0.006004
EAS	1e-05	1e-05	1e-05	1e-05	0.44919	0.55076	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.448221	0.551729	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.453003	0.546947	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.407677	0.592273	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.515687	0.484263	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.445208	0.554742	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.410699	0.589251	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.462991	0.536959	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.452979	0.546971	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.427016	0.572934	1e-05
EAS	1.2e-05	1e-05	1e-05	1.3e-05	0.45581	0.544135	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.434686	0.565264	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.397851	0.602099	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.409992	0.589958	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.421798	0.578152	1e-05
EAS	1e-05	1e-05	1e-05	1.8e-05	0.341816	0.658126	1e-05
EAS	1e-05	1.4e-05	1e-05	1e-05	0.447664	0.552282	1e-05
EAS	1e-05	1.2e-05	1e-05	1e-05	0.403716	0.596231	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.416912	0.583038	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.440673	0.559277	1e-05
EAS	1e-05	1.4e-05	1e-05	1.4e-05	0.438037	0.561905	1e-05
EAS	1e-05	1.9e-05	1e-05	1e-05	0.436465	0.563476	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.451624	0.548326	1e-05
AMR	0.682541	0.120898	0.152011	0.005175	0.025514	1e-05	0.013851
AMR	0.673385	0.140276	0.168552	0.008437	0.006692	0.001171	0.001488
AMR	0.798621	0.099203	0.067932	0.014187	0.020038	1e-05	1e-05
AMR	0.732544	0.150264	0.084005	0.017469	0.014956	1e-05	0.000752
EAS	1e-05	1e-05	1e-05	1e-05	0.25589	0.74406	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.288614	0.711336	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.277635	0.722315	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.327436	0.672514	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.280747	0.719203	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.315332	0.684618	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.30904	0.69091	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.280413	0.719537	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.305846	0.694104	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.290931	0.709019	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.299587	0.700363	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.318429	0.681521	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.309555	0.690395	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.313726	0.686224	1e-05
EAS	1e-05	1.5e-05	1e-05	1e-05	0.325126	0.674819	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.276893	0.723057	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.277958	0.721992	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.31776	0.68219	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.288848	0.711102	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.349567	0.650383	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.342775	0.657175	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.30702	0.69293	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.300758	0.699192	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.278026	0.721924	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.315956	0.683994	1e-05
EAS	1e-05	1.4e-05	1e-05	1e-05	0.288296	0.71165	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.276608	0.723342	1e-05
EAS	1e-05	1e-05	1e-05	1.5e-05	0.297689	0.702256	1e-05
AMR	0.853153	0.068835	0.027568	1e-05	0.00744	0.009997	0.032997
AMR	0.807796	0.113837	0.052	0.003791	0.017815	0.004751	1e-05
AMR	0.673079	0.191029	0.105112	1e-05	1e-05	0.00633	0.02443
AMR	0.759399	0.100295	0.059213	1e-05	0.008078	0.007029	0.065976
AMR	0.736169	0.098669	0.077623	1e-05	0.006967	1e-05	0.080551
AMR	0.70542	0.058007	0.051289	0.002241	1e-05	1e-05	0.183023
AMR	0.722253	0.136179	0.117418	1e-05	0.011503	0.010516	0.002122
AMR	0.86565	0.047857	0.059334	0.000237	0.01116	1e-05	0.015752
AMR	0.667675	0.209769	0.089723	1e-05	0.024644	1e-05	0.008169
EAS	1e-05	1e-05	1e-05	1e-05	0.008742	0.991208	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	1e-05	0.99994	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	1e-05	0.99994	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	1e-05	0.99994	1e-05
EAS	1e-05	1.2e-05	1e-05	0.012403	0.019474	0.968081	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.015337	0.984613	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	1e-05	0.99994	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	1e-05	0.99994	1e-05
EAS	1e-05	1e-05	1e-05	0.004233	0.061091	0.934636	1e-05
EAS	1e-05	1e-05	1e-05	0.005403	0.067773	0.926784	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.002193	0.997757	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	1e-05	0.99994	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	1e-05	0.99994	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	1e-05	0.99994	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	1e-05	0.99994	1e-05
AMR	0.765814	0.088567	0.082437	0.000844	0.00318	0.012806	0.046353
AMR	0.692638	0.132354	0.10746	0.011351	0.00993	1e-05	0.046258
AMR	0.601014	0.125217	0.226474	1e-05	1e-05	0.012587	0.034688
AMR	0.574838	0.176612	0.20825	0.011704	0.009189	1e-05	0.019397
AMR	0.590968	0.174681	0.210278	1e-05	0.008332	0.010604	0.005128
AMR	0.765798	0.151657	0.063082	1e-05	0.019433	1e-05	1e-05
AMR	0.715078	0.098533	0.126699	0.000488	0.016613	1e-05	0.04258
AMR	0.663872	0.143751	0.119197	0.010596	0.002978	0.01131	0.048295
AMR	0.747723	0.099099	0.084687	1e-05	0.021288	1e-05	0.047183
AMR	0.788472	0.129485	0.067063	1e-05	0.014101	1e-05	0.000859
AMR	0.521396	0.118502	0.348924	0.00065	1e-05	0.010508	1e-05
AMR	0.697897	0.112216	0.167253	0.001024	0.01202	0.00958	1e-05
AMR	0.744419	0.117067	0.06701	1e-05	0.015734	1e-05	0.05575
AMR	0.773037	0.12819	0.078248	1e-05	1e-05	0.020495	1e-05
AMR	0.743226	0.151731	0.083996	0.009603	0.011424	1e-05	1e-05
AMR	0.78403	0.143552	0.052992	0.012426	0.006979	1e-05	1e-05
AMR	0.777012	0.136295	0.080255	1e-05	1e-05	0.006408	1e-05
AMR	0.757635	0.144099	0.078843	1e-05	0.009336	0.010066	1e-05
AMR	0.780616	0.043862	0.089958	0.009256	0.009235	1e-05	0.067064
AMR	0.581012	0.167931	0.191769	0.004358	0.027552	1e-05	0.027369
AMR	0.662153	0.121132	0.160023	0.017658	0.01746	1e-05	0.021565
AMR	0.696421	0.203978	0.08713	0.003648	1e-05	0.008803	1e-05
AMR	0.626521	0.138753	0.201275	0.002098	0.0191	1e-05	0.012243
AMR	0.731009	0.153247	0.100447	1e-05	0.004212	0.004585	0.006489
AMR	0.685637	0.10601	0.121788	0.009171	0.015123	0.00511	0.05716
AMR	0.671239	0.172257	0.126205	0.008401	0.01475	1e-05	0.007138
AMR	0.640527	0.106463	0.176524	0.007048	0.002104	0.009397	0.057938
AMR	0.675309	0.131448	0.144666	0.018196	0.014054	0.001621	0.014705
AMR	0.595752	0.119486	0.243889	0.010667	0.00262	0.009366	0.018221
AMR	0.703615	0.113907	0.132874	1e-05	0.013698	0.00438	0.031516
AMR	0.742356	0.119258	0.102771	0.003277	0.016475	1e-05	0.015853
AMR	0.730035	0.139001	0.091044	1e-05	0.012219	1e-05	0.027681
AMR	0.753992	0.135248	0.09707	1e-05	0.01366	1e-05	1e-05
AMR	0.684848	0.160266	0.144869	1e-05	0.009986	1e-05	1e-05
AMR	0.657752	0.127332	0.171034	0.000355	0.003646	1e-05	0.03987
AMR	0.761031	0.11748	0.085999	0.009406	1e-05	0.019215	0.00686
AMR	0.766921	0.074185	0.076741	0.004229	0.012876	1e-05	0.065037
AMR	0.657534	0.111749	0.22232	1e-05	1e-05	0.008367	1e-05
AMR	0.251887	0.068505	0.629364	1e-05	0.000251	1e-05	0.049972
AMR	0.677292	0.133778	0.126443	0.004775	0.012622	1e-05	0.045079
AMR	0.70407	0.133685	0.114213	1e-05	0.015591	1e-05	0.032421
AMR	0.844547	0.068966	0.018808	0.004125	0.005898	1e-05	0.057646
AMR	0.696572	0.267833	0.011719	1e-05	0.021763	0.000695	0.001408
AMR	0.810254	0.12164	0.022318	0.005621	0.009447	1e-05	0.030711
AMR	0.612094	0.280309	0.047462	0.00982	0.020172	1e-05	0.030134
AMR	0.664248	0.218458	0.068081	0.006596	0.001013	1e-05	0.041594
AMR	0.508919	0.269859	0.142288	0.001806	1e-05	0.014865	0.062253
AMR	0.613706	0.239627	0.097109	0.013814	0.004449	0.012349	0.018945
AMR	0.673499	0.23484	0.060531	0.004251	0.011638	1e-05	0.01523
AMR	0.649644	0.242474	0.063003	1e-05	0.016705	1e-05	0.028153
AMR	0.786458	0.148857	0.020256	0.001481	0.005766	0.00946	0.027721
AMR	0.610914	0.207132	0.119547	1e-05	1e-05	0.016162	0.046225
AMR	0.619176	0.258911	0.088226	1e-05	0.000601	0.014592	0.018484
AMR	0.617103	0.32878	0.023819	0.006053	0.000667	0.014123	0.009455
AMR	0.488741	0.277068	0.17948	0.001136	0.011737	1e-05	0.041827
AMR	0.66461	0.261712	0.037861	0.02312	0.007374	1e-05	0.005314
AMR	0.449366	0.337095	0.188097	0.008258	0.006634	0.009844	0.000707
AMR	0.637804	0.252897	0.057097	1e-05	1e-05	0.001549	0.050633
AMR	0.452748	0.416211	0.10476	0.009166	0.01348	0.002687	0.000948
AMR	0.648433	0.150269	0.183309	1e-05	0.003316	0.010387	0.004276
AMR	0.710042	0.152943	0.097062	0.015767	0.01099	1e-05	0.013185
AMR	0.774509	0.115612	0.099959	0.001289	0.00417	0.004452	1e-05
AMR	0.583007	0.13431	0.227293	1e-05	1e-05	0.011676	0.043694
AMR	0.87051	0.053052	0.028917	0.038368	0.009133	1e-05	1e-05
AMR	0.67961	0.15289	0.122638	0.00608	1e-05	0.01109	0.027682
AMR	0.631492	0.13358	0.187557	0.002334	0.009238	1e-05	0.035788
AMR	0.85517	0.053356	0.069339	1e-05	1e-05	0.020314	0.001802
AMR	0.774784	0.109237	0.062759	0.008391	0.014643	1e-05	0.030176
AMR	0.682729	0.147587	0.090428	1e-05	1e-05	0.01225	0.066985
AMR	0.718019	0.175787	0.074803	0.012379	0.018992	1e-05	1e-05
AMR	0.680927	0.143397	0.134673	0.006948	0.013575	1e-05	0.02047
AMR	0.687438	0.158361	0.120808	1e-05	0.016205	1e-05	0.017168
AMR	0.558711	0.232759	0.172597	1e-05	0.023426	1e-05	0.012487
AMR	0.565388	0.198131	0.206946	0.002772	0.026743	1e-05	1e-05
AMR	0.590582	0.208883	0.156693	1e-05	0.006364	0.013653	0.023815
AMR	0.693576	0.184799	0.093026	0.014311	0.009461	0.000331	0.004496
AMR	0.774599	0.137624	0.063346	1e-05	1e-05	0.012357	0.012054
AMR	0.660089	0.142708	0.184588	1e-05	0.010339	1e-05	0.002257
AMR	0.818589	0.085043	0.044884	0.0091	0.011684	1e-05	0.03069
AMR	0.740555	0.120282	0.102677	0.011796	0.007031	0.017649	1e-05
AMR	0.729147	0.110905	0.112644	0.003991	1e-05	0.010264	0.033039
AMR	0.224866	0.073075	0.676995	1e-05	1e-05	0.00149	0.023555
AMR	0.37336	0.055101	0.50517	0.018835	1e-05	1e-05	0.047513
AMR	0.579145	0.158124	0.199262	1e-05	0.018136	1e-05	0.045312
AMR	0.747374	0.104709	0.108153	0.033316	0.006429	1e-05	1e-05
AMR	0.573098	0.293465	0.077964	0.006791	0.02131	1e-05	0.027362
AMR	0.670003	0.243855	0.021724	1e-05	0.017123	0.001488	0.045797
AMR	0.692382	0.205267	0.044432	0.000465	0.020485	1e-05	0.03696
AMR	0.519597	0.277225	0.172194	0.00343	0.015663	0.006913	0.004977
AMR	0.784444	0.157585	0.010522	1e-05	0.004718	0.006187	0.036535
AMR	0.644883	0.27657	0.016116	0.00849	0.005816	1e-05	0.048115
AMR	0.788944	0.117716	0.029035	1e-05	0.008898	0.007721	0.047677
AMR	0.552918	0.294075	0.12606	1e-05	0.024858	1e-05	0.002068
AMR	0.664365	0.247891	0.071991	1e-05	0.008256	0.006117	0.00137
AMR	0.621718	0.243932	0.080088	1e-05	0.00365	0.009002	0.0416
AMR	0.462577	0.287031	0.181899	0.014012	0.015861	1e-05	0.038611
AMR	0.658727	0.276313	0.036498	1e-05	0.01892	0.009523	1e-05
AMR	0.855576	0.03556	0.011036	1.1e-05	0.010285	1e-05	0.087522
AMR	0.604329	0.333403	0.014317	0.001962	0.016145	0.003555	0.026289
AMR	0.59035	0.352324	0.021485	1e-05	0.010407	1e-05	0.025412
AMR	0.702876	0.266444	0.021378	1e-05	0.006372	1e-05	0.00291
AMR	0.706352	0.234325	0.026476	1e-05	0.009726	0.015528	0.007582
AMR	0.708599	0.209899	0.065075	0.003606	1e-05	0.0128	1e-05
AMR	0.601115	0.130545	0.234306	1.4e-05	0.012668	1e-05	0.021341
AMR	0.692449	0.176548	0.112243	0.003631	0.003916	0.011202	1e-05
AMR	0.670029	0.167322	0.113739	0.011693	0.023541	0.005351	0.008324
AMR	0.634477	0.164612	0.151536	1e-05	0.014626	1e-05	0.03473
AMR	0.616957	0.146033	0.225515	0.001617	0.009857	1e-05	1e-05
AMR	0.754518	0.081487	0.090608	1e-05	0.001331	0.017737	0.054309
AMR	0.706385	0.121597	0.12701	0.001887	0.014456	1e-05	0.028654
AMR	0.72354	0.14789	0.109717	1e-05	0.017146	0.001686	1e-05
AMR	0.731951	0.088451	0.135793	1e-05	0.010204	1e-05	0.033581
AMR	0.713839	0.173507	0.101809	1e-05	0.010815	1e-05	1e-05
EUR	0.634579	1e-05	1e-05	1e-05	1e-05	1e-05	0.365371
AMR	0.366362	0.553971	0.008726	0.000945	0.023947	0.006016	0.040034
AMR	0.387886	0.205005	0.351526	1e-05	0.00913	0.005001	0.041442
AMR	0.504212	0.394608	0.033117	1e-05	0.006814	0.001108	0.060132
AMR	0.65969	0.210767	0.055027	0.007239	0.015567	1e-05	0.0517
AMR	0.764786	0.203987	0.008221	1e-05	0.007019	0.005651	0.010326
AMR	0.53622	0.363759	0.042058	0.010814	0.017705	0.001432	0.028012
AMR	0.508672	0.364055	0.072326	0.009614	0.020117	1e-05	0.025207
AMR	0.673791	0.269991	0.015534	1e-05	0.01343	1e-05	0.027235
AMR	0.750354	0.180733	0.026198	0.005853	0.014328	1e-05	0.022523
AMR	0.788852	0.152487	0.015661	1e-05	1e-05	0.01186	0.031121
AMR	0.612949	0.29332	0.058646	0.008228	1e-05	0.007891	0.018957
AMR	0.642537	0.265513	0.014745	1e-05	0.025939	1e-05	0.051246
AMR	0.656366	0.231441	0.040298	0.011333	0.017422	1e-05	0.04313
AMR	0.677715	0.215332	0.061041	0.009338	0.018177	0.003225	0.015173
AMR	0.62283	0.21446	0.117517	0.003251	0.02699	1e-05	0.014942
AMR	0.474819	0.284143	0.174352	1e-05	1e-05	0.028958	0.037708
AMR	0.50942	0.262021	0.139942	0.01544	0.003065	1e-05	0.070101
AMR	0.606079	0.23795	0.102757	1e-05	0.019775	1e-05	0.033419
AMR	0.368033	0.491669	0.126199	1e-05	0.014069	1e-05	1e-05
AMR	0.637636	0.306225	0.039554	1e-05	0.0091	0.001452	0.006023
AMR	0.713287	0.246934	0.016254	1e-05	0.009059	1e-05	0.014446
AMR	0.542681	0.286032	0.137186	0.003077	0.002506	0.008951	0.019568
AMR	0.569628	0.287341	0.099095	0.005231	0.008323	0.00389	0.026492
AMR	0.563116	0.36093	0.04421	1e-05	0.022442	0.002299	0.006993
AMR	0.689508	0.237554	0.033003	0.006313	0.001188	0.002762	0.029671
AMR	0.694508	0.21706	0.059931	1e-05	0.017777	1e-05	0.010704
AMR	0.769026	0.135256	0.053835	0.023026	0.001139	1e-05	0.017708
AMR	0.421753	0.275649	0.276059	1e-05	0.012443	1e-05	0.014077
AMR	0.631445	0.176406	0.160803	0.006539	0.010072	1e-05	0.014725
AMR	0.623536	0.131712	0.209128	1e-05	0.021402	0.000105	0.014106
AMR	0.770409	0.120977	0.077864	1e-05	0.000119	0.010781	0.01984
AMR	0.590767	0.192174	0.170489	0.012794	0.012391	1e-05	0.021375
AMR	0.643956	0.148655	0.165552	0.002141	0.012146	1e-05	0.02754
AMR	0.633439	0.164749	0.165372	0.008769	0.020452	1e-05	0.007209
AMR	0.617293	0.162115	0.170825	0.004001	0.019318	1e-05	0.026439
AMR	0.756591	0.108473	0.096414	0.006638	1e-05	0.013974	0.017901
AMR	0.681131	0.214855	0.088341	0.008782	0.006871	1e-05	1e-05
AMR	0.650955	0.185313	0.139424	0.007421	1e-05	0.014109	0.002767
AMR	0.641666	0.157777	0.134922	0.010809	0.012331	0.002961	0.039534
AMR	0.589304	0.265705	0.107652	0.003922	0.013064	1e-05	0.020342
AMR	0.705752	0.223028	0.030356	0.00125	0.012514	0.011417	0.015683
AMR	0.403833	0.48955	0.045869	0.004044	0.00097	0.012835	0.042899
AMR	0.82684	0.103444	0.012271	1e-05	0.017318	0.002367	0.037751
AMR	0.862003	0.042476	0.017039	0.008031	1e-05	0.001605	0.068836
AMR	0.515626	0.226135	0.171705	1e-05	0.000534	1e-05	0.085978
AMR	0.515134	0.372026	0.020982	0.013957	0.024688	0.007179	0.046033
AMR	0.392054	0.541532	0.04553	1e-05	0.013159	1e-05	0.007706
AMR	0.601479	0.269417	0.096163	1e-05	0.013781	0.004541	0.014609
AMR	0.615742	0.229265	0.073835	0.01242	0.020115	0.000664	0.04796
AMR	0.537022	0.375604	0.035147	1e-05	0.027052	1e-05	0.025154
AMR	0.536664	0.369594	0.050505	1.3e-05	0.022758	1e-05	0.020457
AMR	0.523112	0.397554	0.034029	0.005345	0.008368	1e-05	0.031581
AMR	0.440303	0.356556	0.174257	0.010984	0.016597	1e-05	0.001293
AMR	0.36012	0.292621	0.280265	0.004703	0.024902	1e-05	0.037378
AMR	0.47461	0.299059	0.194107	0.000959	0.016967	0.001426	0.012873
AMR	0.789828	0.174255	0.017748	1e-05	0.018139	1e-05	1e-05
AMR	0.794973	0.168203	0.021703	0.001267	0.00126	0.012583	1e-05
AMR	0.78525	0.153435	0.015383	1e-05	0.001881	1e-05	0.044031
AMR	0.847337	0.118011	0.026286	1e-05	0.008336	1e-05	1e-05
AMR	0.335371	0.246822	0.354162	0.006677	0.007694	0.01348	0.035795
AMR	0.587791	0.343013	0.034713	1e-05	0.012658	0.002341	0.019474
AMR	0.63328	0.13387	0.154456	0.004577	0.011224	1e-05	0.062582
AMR	0.810148	0.115478	0.019289	0.009237	0.011036	1e-05	0.034801
AMR	0.819956	0.143763	0.014022	0.006958	0.01528	1e-05	1e-05
AMR	0.750661	0.193935	0.025983	0.011574	0.010014	0.000205	0.007627
AMR	0.456596	0.384665	0.100498	1e-05	0.024487	1e-05	0.033734
AMR	0.480552	0.353935	0.122092	1e-05	0.027036	1e-05	0.016364
AMR	0.586552	0.347775	0.04331	1e-05	0.016203	1e-05	0.00614
AMR	0.59582	0.324002	0.046042	1e-05	0.022871	1e-05	0.011245
EUR	0.88378	1e-05	0.020351	0.010333	0.005455	1e-05	0.080061
EUR	0.843207	1e-05	0.025862	1e-05	1e-05	0.00333	0.127571
EUR	0.893477	1e-05	0.009488	0.001399	0.007606	1e-05	0.088011
EUR	0.916288	1e-05	0.011989	1e-05	0.00844	1e-05	0.063253
EUR	0.870769	1e-05	0.018489	0.008748	1e-05	1e-05	0.101964
EUR	0.884424	1e-05	0.01347	0.001886	0.00036	0.002579	0.09727
EUR	0.885493	1e-05	0.019941	0.007974	1e-05	1e-05	0.086562
EUR	0.898258	1e-05	0.010635	0.009024	1e-05	1e-05	0.082053
EUR	0.87903	1e-05	0.007016	1e-05	1e-05	1e-05	0.113914
EUR	0.878805	1e-05	0.007982	1e-05	1e-05	1e-05	0.113173
EUR	0.894345	1e-05	1e-05	1e-05	1e-05	1e-05	0.105605
EUR	0.895657	1e-05	1e-05	1e-05	1e-05	1e-05	0.104293
EUR	0.889057	1e-05	1e-05	1e-05	1e-05	1e-05	0.110893
EUR	0.88216	1e-05	1e-05	1e-05	1e-05	1e-05	0.11779
EUR	0.881861	1e-05	1e-05	1e-05	1e-05	1e-05	0.118089
EUR	0.866985	1e-05	1e-05	1e-05	1e-05	1e-05	0.132965
EUR	0.905718	1e-05	0.013111	0.00374	1e-05	1e-05	0.077401
