region	group1	group2	group3	group4	group5
ORI	0.055953	0.262103	0.009442	0.672492	1e-05
ORI	0.072996	0.273003	0.006648	0.642111	0.005241
ORI	0.067025	0.198765	0.003556	0.72155	0.009105
ORI	0.070998	0.231997	1e-05	0.696153	0.000842
ORI	0.046095	0.349986	1e-05	0.592682	0.011228
ORI	0.049374	0.324149	1e-05	0.626457	1e-05
ORI	0.070929	0.209847	0.002106	0.706101	0.011017
ORI	0.063775	0.362599	1.9e-05	0.573597	1e-05
ORI	0.039732	0.2911	1e-05	0.658187	0.010972
ORI	0.042587	0.279226	0.008494	0.669684	1e-05
ORI	0.03825	0.291572	0.00677	0.660687	0.002721
ORI	0.052902	0.422447	1e-05	0.497199	0.027442
ORI	0.061483	0.332962	1e-05	0.598741	0.006804
ORI	0.052404	0.334157	0.004344	0.585176	0.023919
ORI	0.051209	0.326993	0.003571	0.618218	1e-05
ORI	0.016628	0.166874	1e-05	0.815842	0.000646
ORI	0.039505	0.360848	0.01699	0.576863	0.005794
ORI	0.060847	0.253216	0.006878	0.672277	0.006782
ORI	0.030296	0.69921	1e-05	0.268384	0.0021
ORI	0.079954	0.360756	1e-05	0.55927	1e-05
ORI	0.045188	0.313046	1e-05	0.632804	0.008952
ORI	0.014647	0.009255	0.007713	0.968376	1e-05
ORI	0.071709	0.380452	1e-05	0.547819	1e-05
ORI	0.055112	0.394704	1e-05	0.540409	0.009765
ORI	0.038328	0.551956	1e-05	0.405615	0.00409
ORI	0.035929	0.271041	0.005851	0.679415	0.007763
ORI	0.056593	0.317296	1e-05	0.626091	1e-05
ORI	0.072867	0.364269	0.00681	0.547636	0.008418
ORI	0.058107	0.344421	1e-05	0.597451	1e-05
ORI	0.07091	0.209575	1e-05	0.71598	0.003524
ORI	1e-05	0.009009	0.003506	0.987465	1e-05
ORI	0.089141	0.221194	1e-05	0.683071	0.006584
ORI	0.031836	0.368935	1e-05	0.596826	0.002392
ORI	0.054869	0.350115	0.00513	0.576641	0.013245
ORI	0.096925	0.180342	0.036497	0.686227	1e-05
ORI	0.045898	0.276054	1e-05	0.678028	1e-05
ORI	0.044218	0.341233	1e-05	0.602836	0.011703
ORI	0.094253	0.335795	0.000373	0.569569	1e-05
ORI	0.08459	0.255975	0.006159	0.653008	0.000268
ORI	0.051542	0.526422	0.001985	0.416181	0.00387
ORI	0.050146	0.244722	0.010063	0.695059	1e-05
ORI	0.071104	0.174525	0.012719	0.736809	0.004843
ORI	0.067642	0.3195	0.003223	0.601976	0.007659
ORI	0.042701	0.293822	1e-05	0.657448	0.006019
ORI	0.003322	0.008606	0.011194	0.976213	0.000665
ORI	0.000351	0.012891	0.006562	0.979544	0.000653
ORI	0.037093	0.323531	0.007681	0.627043	0.004652
ORI	0.004956	0.042602	0.003063	0.944108	0.00527
ORI	0.048825	0.30992	1e-05	0.641235	1e-05
ORI	0.089425	0.292121	0.005816	0.612628	1e-05
ORI	0.06227	0.337032	1e-05	0.584212	0.016476
ORI	0.038627	0.294966	0.007381	0.659016	1e-05
ORI	0.05677	0.312099	0.008411	0.617058	0.005662
ORI	0.068367	0.357612	1e-05	0.5694	0.004611
ORI	0.064625	0.224576	0.004001	0.702882	0.003916
ORI	0.036327	0.384713	0.005093	0.571791	0.002076
ORI	0.067426	0.299574	1e-05	0.630816	0.002174
ORI	0.034107	0.193208	1e-05	0.767021	0.005655
ORI	0.009077	0.013984	0.007036	0.969216	0.000687
ORI	0.052842	0.303017	0.00843	0.635701	1e-05
ORI	0.038141	0.437937	1e-05	0.523903	1e-05
ORI	0.039058	0.471664	1e-05	0.478516	0.010752
ORI	0.048452	0.328504	0.009181	0.604732	0.009131
ORI	0.042723	0.360094	0.004389	0.57856	0.014233
ORI	0.057226	0.598704	1e-05	0.341059	0.003001
ORI	0.081432	0.305742	0.002076	0.603495	0.007255
ORI	0.034568	0.194338	1e-05	0.744544	0.02654
ORI	0.002303	0.031584	0.004767	0.955197	0.006148
ORI	0.072613	0.395536	1e-05	0.523604	0.008236
ORI	1e-05	0.000187	0.003468	0.996325	1e-05
ORI	0.058846	0.31043	0.007967	0.617997	0.004761
ORI	0.056574	0.357627	1e-05	0.580191	0.005599
ORI	0.069455	0.459019	1e-05	0.471506	1e-05
ORI	0.029505	0.182389	0.00224	0.785856	1e-05
ORI	0.080235	0.347907	0.000685	0.55948	0.011693
ORI	0.037119	0.49437	1e-05	0.453556	0.014945
ORI	0.068236	0.085527	0.047137	0.795286	0.003814
ORI	0.070399	0.402525	1e-05	0.519912	0.007154
ORI	0.043064	0.286698	0.005067	0.65987	0.005302
ORI	0.000102	0.000345	0.002519	0.996502	0.000531
ORI	0.075116	0.476839	1e-05	0.447525	0.00051
ORI	0.055822	0.363311	1e-05	0.573944	0.006913
ORI	0.051968	0.346232	0.004389	0.597401	1e-05
ORI	0.0477	0.340841	0.006918	0.602354	0.002186
ORI	0.04548	0.335849	0.010636	0.60314	0.004895
ORI	0.051782	0.343301	1e-05	0.591117	0.01379
ORI	0.003516	0.012096	0.008666	0.971935	0.003786
ORI	0.067073	0.365343	0.000596	0.563052	0.003936
ORI	0.03963	0.614056	1e-05	0.345248	0.001056
ORI	0.00055	0.001953	0.002686	0.992297	0.002513
ORI	0.072901	0.070124	0.014244	0.836989	0.005742
ORI	0.052623	0.515852	1e-05	0.431505	1e-05
ORI	0.14624	0.428165	0.001113	0.418712	0.00577
ORI	0.022413	0.062744	0.012149	0.902684	1e-05
ORI	0.037299	0.369679	1e-05	0.583206	0.009806
ORI	0.065333	0.262831	0.000635	0.644821	0.026381
ORI	0.00059	0.001671	0.002702	0.994957	7.9e-05
ORI	0.005651	0.000941	0.006918	0.985271	0.001218
ORI	0.018129	0.194383	0.001309	0.779995	0.006184
ORI	0.032397	0.544942	1e-05	0.422641	1e-05
ORI	0.053931	0.375191	0.000532	0.570336	1e-05
ORI	0.087576	0.260339	1e-05	0.647696	0.004378
ORI	0.06142	0.308853	1e-05	0.610207	0.019511
ORI	0.055357	0.434962	0.005373	0.498998	0.005311
ORI	0.04855	0.28555	0.0062	0.659691	1e-05
ORI	0.045749	0.370057	0.00043	0.576645	0.007118
ORI	0.063435	0.270249	1e-05	0.656282	0.010024
ORI	0.003432	0.009076	0.005223	0.977616	0.004653
ORI	0.042135	0.222725	1e-05	0.724018	0.011113
ORI	8.8e-05	0.000631	0.002637	0.996634	1e-05
ORI	0.074024	0.253084	1e-05	0.672045	0.000837
ORI	0.045337	0.25976	0.000422	0.694471	1e-05
ORI	0.041908	0.27463	1e-05	0.674896	0.008556
ORI	0.070426	0.173387	0.000856	0.748847	0.006484
ORI	0.081672	0.226852	0.013033	0.678434	1e-05
ORI	0.055764	0.347022	0.004611	0.590034	0.00257
ORI	0.062444	0.260615	1e-05	0.676921	1e-05
ORI	0.066372	0.350112	0.005221	0.569045	0.00925
ORI	0.003808	0.000922	0.003101	0.991002	0.001166
ORI	0.059879	0.287817	0.000804	0.64357	0.00793
ORI	0.061461	0.364422	1e-05	0.553569	0.020538
ORI	0.055156	0.385148	0.00493	0.542624	0.012141
ORI	0.066596	0.403472	1e-05	0.517183	0.012739
ORI	0.065344	0.37601	1e-05	0.547081	0.011555
ORI	0.045653	0.424438	0.004901	0.524998	1e-05
ORI	0.00416	0.118137	1e-05	0.86391	0.013783
ORI	0.058078	0.379297	1e-05	0.556211	0.006404
ORI	0.044405	0.199729	0.010953	0.744902	1e-05
ORI	0.059064	0.294018	0.000618	0.64622	7.9e-05
ORI	0.051702	0.291608	0.015177	0.636437	0.005076
ORI	0.056055	0.461145	1e-05	0.481724	0.001065
ORI	0.060348	0.307145	0.000921	0.629557	0.002029
ORI	0.052131	0.364423	1e-05	0.574436	0.008999
ORI	0.108352	0.420838	0.002267	0.460025	0.008517
ORI	0.026014	0.109888	0.007155	0.847595	0.009348
ORI	0.017055	0.126154	0.004428	0.848715	0.003648
ORI	0.048874	0.41999	0.004913	0.526213	1e-05
ORI	0.049498	0.194435	1e-05	0.754279	0.001777
ORI	0.067348	0.289041	0.001272	0.630722	0.011617
ORI	0.034819	0.260997	0.004253	0.69079	0.00914
ORI	0.053961	0.325111	1e-05	0.619186	0.001731
ORI	0.064099	0.29964	1e-05	0.625033	0.011218
ORI	0.060768	0.356713	0.003857	0.563895	0.014767
ORI	0.08005	0.230152	0.007549	0.682239	1e-05
ORI	0.066596	0.279645	0.008254	0.634244	0.011262
ORI	0.05247	0.572303	0.02546	0.343447	0.00632
ORI	0.036379	0.443481	1e-05	0.519904	0.000226
ORI	0.03764	0.201062	0.01272	0.748568	1e-05
ORI	0.056038	0.389672	0.007147	0.541116	0.006028
ORI	0.051874	0.411859	0.001806	0.520499	0.013962
ORI	0.069461	0.234076	0.009746	0.686707	1e-05
ORI	0.062012	0.371839	0.014354	0.547482	0.004313
ORI	0.000626	3.6e-05	0.003285	0.996043	1e-05
ORI	0.038907	0.349231	1e-05	0.611842	1e-05
ORI	0.005256	0.104477	0.001345	0.888905	1.7e-05
ORI	0.153415	0.364664	1e-05	0.467461	0.01445
ORI	0.027712	0.502481	1e-05	0.431088	0.038708
ORI	0.057641	0.356957	0.003415	0.578894	0.003093
ORI	0.055938	0.347262	0.002186	0.583384	0.01123
ORI	0.053525	0.325155	1e-05	0.621301	1e-05
ORI	0.05017	0.248219	0.011808	0.689793	1e-05
ORI	0.064589	0.299024	1e-05	0.632127	0.00425
ORI	0.067697	0.271849	1.3e-05	0.66043	1e-05
ORI	0.019767	0.035521	0.00745	0.934627	0.002635
ORI	0.029353	0.355028	1e-05	0.615599	1e-05
ORI	0.046556	0.616592	1e-05	0.330383	0.006459
ORI	0.049404	0.258632	0.008505	0.676948	0.006511
ORI	0.038769	0.251518	0.007916	0.701786	1e-05
ORI	0.081133	0.213899	0.015065	0.684095	0.005808
ORI	0.015086	0.211762	0.009339	0.763251	0.000562
ORI	0.061377	0.317545	0.004156	0.616912	1e-05
ORI	0.038095	0.303313	1e-05	0.650574	0.008008
ORI	0.043504	0.413922	1e-05	0.538045	0.004519
ORI	0.042989	0.522392	1e-05	0.4346	1e-05
ORI	0.0252	0.420995	0.006096	0.537917	0.009792
ORI	0.066388	0.430252	1e-05	0.502644	0.000706
ORI	0.067649	0.28863	1e-05	0.642433	0.001278
ORI	0.04242	0.191965	1e-05	0.765594	1e-05
ORI	0.049284	0.414586	0.014738	0.521383	1e-05
ORI	0.090779	0.136597	1e-05	0.772603	1e-05
ORI	0.04228	0.371206	0.007107	0.573271	0.006136
ORI	0.063735	0.297254	1e-05	0.635432	0.003569
ORI	0.053529	0.361895	0.00769	0.569521	0.007365
ORI	0.002002	0.003733	0.00875	0.985506	1e-05
ORI	0.030337	0.188334	0.011073	0.764532	0.005724
ORI	0.028681	0.599247	1e-05	0.364837	0.007225
ORI	0.054191	0.309614	0.007326	0.616863	0.012005
ORI	0.070916	0.44704	0.002605	0.4682	0.011239
ORI	0.065262	0.502088	1e-05	0.432283	0.000357
ORI	0.061997	0.388246	0.005333	0.544414	1e-05
ORI	0.054064	0.422865	1e-05	0.518594	0.004467
ORI	0.034818	0.382506	1e-05	0.571176	0.011491
ORI	0.000466	0.004878	0.004147	0.989291	0.001218
ORI	0.017851	0.113329	0.01424	0.851119	0.00346
ORI	0.040374	0.270877	0.001393	0.684636	0.00272
ORI	0.048256	0.336867	0.005896	0.595444	0.013536
ORI	0.068367	0.286941	0.001201	0.643481	1e-05
ORI	0.020899	0.317815	1e-05	0.653091	0.008185
ORI	0.1368	0.446815	1e-05	0.416365	1e-05
ORI	0.046662	0.368795	0.008578	0.567281	0.008685
ORI	0.067885	0.432457	0.003587	0.496061	1e-05
ORI	0.049901	0.276923	0.002961	0.663434	0.006781
ORI	5.4e-05	1e-05	0.002091	0.997553	0.000292
ORI	0.053547	0.580031	1e-05	0.366392	1.9e-05
ORI	0.050266	0.551804	1e-05	0.396223	0.001697
ORI	0.048823	0.304592	0.003638	0.635111	0.007837
ORI	0.051203	0.310771	0.008018	0.629998	1e-05
ORI	0.068507	0.582154	1e-05	0.349319	1e-05
ORI	0.067499	0.291138	1e-05	0.63629	0.005063
ORI	0.029662	0.283573	0.000736	0.685196	0.000833
ORI	0.054813	0.304718	1e-05	0.63096	0.009499
ORI	0.034025	0.286192	0.016608	0.663165	1e-05
ORI	0.059911	0.374011	1e-05	0.560575	0.005493
ORI	0.001296	0.005168	0.002855	0.986727	0.003954
ORI	0.033085	0.297161	0.002615	0.667129	1e-05
ORI	0.056563	0.244503	0.001185	0.691003	0.006746
ORI	0.056762	0.530946	1e-05	0.399311	0.012971
ORI	0.050559	0.103972	0.003557	0.836279	0.005633
ORI	0.071754	0.33174	0.004188	0.592308	1e-05
ORI	0.034306	0.431307	0.002252	0.523727	0.008408
ORI	0.070397	0.429108	1e-05	0.500475	1e-05
ORI	0.042062	0.296095	0.005501	0.645756	0.010587
ORI	0.030582	0.171974	0.00338	0.794054	1e-05
ORI	0.049851	0.197831	0.00905	0.736551	0.006717
ORI	0.0223	0.320055	1e-05	0.650059	0.007575
ORI	0.04488	0.314912	0.007029	0.631017	0.002162
ORI	0.084493	0.352941	0.014447	0.548108	1e-05
ORI	0.000949	0.013723	0.003934	0.97732	0.004074
ORI	0.066852	0.409588	1e-05	0.507583	0.015967
ORI	0.048579	0.395373	0.000595	0.555443	1e-05
ORI	0.054421	0.296407	0.012373	0.631226	0.005572
ORI	0.054879	0.32293	1.5e-05	0.622166	1e-05
ORI	0.051395	0.221899	0.010576	0.70855	0.007579
ORI	0.005751	0.061975	0.006022	0.926241	1e-05
ORI	0.071757	0.350231	0.000323	0.576395	0.001295
ORI	0.01595	0.041047	0.016541	0.925603	0.000858
ORI	0.053505	0.034965	0.009437	0.902083	1e-05
ORI	0.067939	0.520931	1e-05	0.408862	0.002258
ORI	0.039945	0.284408	1e-05	0.675627	1e-05
ORI	0.057448	0.291231	0.001538	0.631142	0.018641
ORI	0.038013	0.374312	1e-05	0.587655	1e-05
ORI	0.08424	0.325489	0.005451	0.584811	1e-05
ORI	0.004149	0.022161	0.005844	0.967499	0.000348
ORI	0.047333	0.256943	0.011123	0.679211	0.00539
ORI	0.015157	0.059694	0.013414	0.911726	1e-05
ORI	0.037375	0.300585	0.000867	0.661163	1e-05
ORI	0.079596	0.266981	0.009158	0.644255	1e-05
ORI	0.046301	0.226713	0.010773	0.716203	1e-05
ORI	0.044223	0.436929	0.00717	0.504254	0.007423
ORI	0.04607	0.260042	0.159413	0.534466	1e-05
ORI	0.04333	0.555602	1e-05	0.396872	0.004187
ORI	0.042827	0.328928	0.015972	0.612263	1e-05
ORI	0.067654	0.333868	0.01012	0.572601	0.015758
ORI	0.052779	0.350362	1e-05	0.574846	0.022003
ORI	0.053346	0.242337	0.000454	0.703853	1e-05
ORI	0.004787	0.027498	0.011028	0.956677	1e-05
ORI	0.818457	0.029715	1e-05	0.151808	1e-05
ORI	0.001623	0.007109	0.009216	0.982042	1e-05
ORI	0.014746	0.020654	0.009051	0.954097	0.001452
ORI	0.051309	0.323771	1e-05	0.6249	1e-05
ORI	0.049931	0.293734	1e-05	0.647774	0.008551
ORI	0.059093	0.296338	0.003449	0.641111	1e-05
ORI	0.053023	0.288345	1e-05	0.654371	0.00425
ORI	0.000954	0.00052	0.00414	0.993301	0.001085
ORI	0.067262	0.348743	0.000395	0.576945	0.006654
ORI	0.06292	0.41029	0.003829	0.522952	1e-05
ORI	0.011092	0.065474	0.014574	0.90885	1e-05
ORI	0.008909	0.236017	0.001587	0.748209	0.005279
ORI	0.066858	0.461533	1e-05	0.471589	1e-05
ORI	0.043035	0.240421	0.004869	0.706759	0.004916
ORI	0.055817	0.501535	1e-05	0.441483	0.001156
ORI	0.047021	0.302989	0.004082	0.644639	0.001269
ORI	0.051468	0.376761	1e-05	0.564681	0.00708
ORI	0.045506	0.316964	0.011331	0.619533	0.006667
ORI	0.056492	0.263294	0.003481	0.660318	0.016415
ORI	0.035412	0.319913	0.001839	0.642826	1e-05
ORI	0.064375	0.253824	0.006469	0.664362	0.01097
ORI	0.044338	0.335125	0.017135	0.603392	1e-05
ORI	0.035107	0.412158	1e-05	0.537747	0.014977
ORI	0.043468	0.269408	0.004225	0.68203	0.000869
ORI	0.063522	0.372498	0.004413	0.544808	0.014759
ORI	0.002554	0.010123	0.00813	0.979183	1e-05
ORI	0.070673	0.324533	0.000803	0.598282	0.00571
ORI	0.039695	0.245677	0.002737	0.703616	0.008274
ORI	0.106882	0.350478	1e-05	0.53198	0.01065
ORI	0.052372	0.254563	0.012709	0.674055	0.0063
ORI	0.000398	0.045955	0.003229	0.941804	0.008614
ORI	0.059169	0.354732	0.002899	0.575394	0.007806
ORI	0.057072	0.39587	0.010698	0.53635	1e-05
ORI	0.053214	0.251011	0.003579	0.692186	1e-05
ORI	0.079021	0.331549	1e-05	0.576567	0.012853
ORI	0.046877	0.424222	0.010459	0.515898	0.002543
ORI	0.051344	0.390276	0.000287	0.542765	0.015327
ORI	0.024516	0.095249	0.013612	0.866613	1e-05
ORI	0.025824	0.221892	0.00372	0.739774	0.00879
ORI	0.057844	0.301629	1e-05	0.640507	1e-05
ORI	0.056948	0.287145	1e-05	0.654732	0.001165
ORI	0.013437	0.189561	0.00206	0.794323	0.00062
ORI	0.041744	0.326517	1e-05	0.631261	0.000468
ORI	0.086488	0.307324	1e-05	0.590509	0.01567
ORI	0.064068	0.283985	1e-05	0.650917	0.00102
ORI	0.0263	0.318411	1e-05	0.637189	0.01809
ORI	0.124179	0.217245	0.007922	0.650644	1e-05
ORI	0.055227	0.320774	0.007812	0.613647	0.002541
ORI	0.032531	0.058313	0.013933	0.895213	1e-05
ORI	0.048792	0.362745	0.003869	0.569287	0.015307
ORI	0.083096	0.331755	0.00478	0.580359	1e-05
ORI	0.05485	0.319511	0.002518	0.618618	0.004503
ORI	0.047209	0.39619	1e-05	0.556581	1e-05
ORI	0.012002	0.093754	0.014663	0.878106	0.001475
ORI	0.053107	0.388132	1e-05	0.55267	0.006081
ORI	0.062984	0.50804	0.000267	0.428699	1e-05
ORI	0.062681	0.324464	1e-05	0.602021	0.010823
ORI	0.042973	0.440193	0.002353	0.512947	0.001535
ORI	0.040153	0.358155	0.000346	0.596322	0.005024
ORI	0.081302	0.308565	0.005225	0.604898	1e-05
ORI	0.053374	0.406817	0.006422	0.530923	0.002464
ORI	0.045101	0.339834	1e-05	0.608064	0.006992
ORI	0.025826	0.296444	1e-05	0.671122	0.006598
ORI	0.05487	0.335259	0.009077	0.590203	0.01059
ORI	0.037215	0.313645	1e-05	0.64912	1e-05
ORI	0.051194	0.404071	0.001135	0.543033	0.000567
ORI	0.057865	0.301665	0.001937	0.618906	0.019626
ORI	0.016668	0.020701	0.004663	0.956823	0.001145
ORI	0.034926	0.642117	1e-05	0.322937	1e-05
ORI	0.036252	0.527775	1e-05	0.435953	1e-05
ORI	0.056815	0.263044	0.005949	0.659739	0.014453
ORI	0.009666	0.12303	0.006849	0.85195	0.008504
ORI	0.066979	0.328928	1.3e-05	0.60407	1e-05
ORI	0.162027	0.421004	1e-05	0.396275	0.020684
ORI	0.060221	0.267759	0.006473	0.665465	8.3e-05
ORI	0.075543	0.335848	0.001901	0.586698	1e-05
ORI	0.055591	0.364565	1e-05	0.579824	1e-05
ORI	0.040744	0.321334	1e-05	0.624819	0.013093
ORI	0.038571	0.537783	1e-05	0.412637	0.010999
ORI	0.059645	0.278043	0.073265	0.589037	1e-05
ORI	0.078202	0.282469	0.023106	0.612769	0.003453
ORI	0.054283	0.284967	0.006687	0.654052	1e-05
ORI	0.060371	0.323771	1e-05	0.611871	0.003977
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.987045	1e-05	1e-05	0.012925
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.998516	1.3e-05	1e-05	0.001451
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1.5e-05	0.993639	1e-05	1e-05	0.006326
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.999282	0.000688	1e-05	1e-05
EUR	1e-05	0.990545	1e-05	1e-05	0.009425
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.998373	0.000851	1e-05	0.000756
EUR	1e-05	0.983391	1e-05	1e-05	0.016579
EUR	1e-05	0.991589	1e-05	1e-05	0.008381
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.997862	0.002108	1e-05	1e-05
EUR	1e-05	0.993463	1e-05	1e-05	0.006507
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.994222	1e-05	1e-05	0.005748
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1.4e-05	0.995114	1.5e-05	1e-05	0.004848
EUR	1e-05	0.998925	0.001045	1e-05	1e-05
EUR	1e-05	0.995181	1e-05	1e-05	0.004789
EUR	1e-05	0.995419	1e-05	1e-05	0.004551
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.996788	1e-05	1e-05	0.003182
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.99351	1e-05	1e-05	0.00646
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.99345	1e-05	1e-05	0.00652
EUR	1e-05	0.997856	0.002114	1e-05	1e-05
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.997028	1e-05	1e-05	0.002942
EUR	1e-05	0.999737	1e-05	1e-05	0.000233
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1.1e-05	0.987263	1e-05	1e-05	0.012705
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.997846	1e-05	1e-05	0.002124
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.986535	1e-05	1e-05	0.013435
EUR	1e-05	0.992844	1e-05	1e-05	0.007126
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.994741	0.002052	1e-05	0.003187
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.990796	0.004063	0.000969	0.004162
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.916685	0.065852	0.017443	1e-05
EUR	1e-05	0.924079	0.058204	0.017697	1e-05
EUR	1e-05	0.950935	0.039001	0.010044	1e-05
EUR	1e-05	0.91847	0.068039	0.013471	1e-05
EUR	1e-05	0.909579	0.074935	0.015467	1e-05
EUR	1e-05	0.932014	0.056389	0.011577	1e-05
EUR	1e-05	0.921252	0.063033	0.015694	1e-05
EUR	1e-05	0.924689	0.063519	0.011771	1e-05
EUR	0.002892	0.923107	0.050609	0.004277	0.019115
EUR	1e-05	0.913877	0.068337	0.017765	1e-05
EUR	1e-05	0.923823	0.057538	0.013959	0.004671
EUR	1e-05	0.913674	0.07456	0.011746	1e-05
EUR	1e-05	0.923311	0.061975	0.014694	1e-05
EUR	1e-05	0.910456	0.072559	0.016965	1e-05
EUR	1e-05	0.933019	0.049647	0.013398	0.003926
EUR	1e-05	0.927092	0.060413	0.012475	1e-05
EUR	1e-05	0.938945	0.041053	0.011691	0.008302
EUR	1e-05	0.990904	0.002573	1e-05	0.006503
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.999018	1e-05	1e-05	0.000952
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.998504	1.1e-05	1e-05	0.001466
EUR	0.001802	0.998168	1e-05	1e-05	1e-05
EUR	1e-05	0.997318	1e-05	1e-05	0.002652
EUR	1e-05	0.98905	1e-05	1e-05	0.01092
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.997425	1e-05	1e-05	0.002545
EUR	1e-05	0.995395	1e-05	1e-05	0.004575
EUR	1e-05	0.995426	1e-05	1e-05	0.004544
EUR	1e-05	0.996097	1e-05	1e-05	0.003873
EUR	1e-05	0.993088	1e-05	1e-05	0.006882
EUR	1e-05	0.991804	1e-05	1e-05	0.008166
EUR	1e-05	0.996482	1e-05	1e-05	0.003488
EUR	1e-05	0.999893	1e-05	1e-05	7.7e-05
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.991529	1.3e-05	1e-05	0.008438
EUR	1e-05	0.999621	1e-05	1e-05	0.000349
EUR	1e-05	0.997784	0.002186	1e-05	1e-05
EUR	1e-05	0.99799	1e-05	1e-05	0.00198
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.999729	1e-05	1e-05	0.000241
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.927897	0.059482	0.00891	0.003701
EUR	1e-05	0.919014	0.072087	0.008879	1e-05
EUR	1e-05	0.941869	0.050752	0.007359	1e-05
EUR	1e-05	0.927143	0.052608	0.015916	0.004322
EUR	1e-05	0.90424	0.082411	0.012282	0.001057
EUR	1e-05	0.903105	0.076856	0.016683	0.003346
EUR	1e-05	0.936261	0.055945	0.007774	1e-05
EUR	1e-05	0.938024	0.048693	0.013263	1e-05
EUR	1e-05	0.94566	0.050629	0.003691	1e-05
EUR	1e-05	0.927721	0.057589	0.01467	1e-05
EUR	1e-05	0.950057	0.033795	0.010068	0.006069
EUR	1e-05	0.925581	0.061288	0.012765	0.000355
EUR	1e-05	0.928042	0.06431	0.007628	1e-05
EUR	1e-05	0.927733	0.056967	0.01528	1e-05
EUR	1e-05	0.922887	0.069878	0.007216	1e-05
EUR	1e-05	0.930011	0.055805	0.014165	1e-05
EUR	1e-05	0.92067	0.067671	0.011639	1e-05
EUR	1e-05	0.922711	0.056069	0.013175	0.008036
EUR	1e-05	0.911921	0.07299	0.014533	0.000547
EUR	1e-05	0.924344	0.065271	0.010366	1e-05
EUR	1e-05	0.946511	0.044151	0.009317	1e-05
EUR	1e-05	0.921572	0.06887	0.009537	1e-05
EUR	1e-05	0.926078	0.060507	0.013395	1e-05
EUR	1e-05	0.948266	0.043169	0.008544	1e-05
EUR	1e-05	0.960348	0.031745	0.007886	1e-05
EUR	1e-05	0.918772	0.071112	0.010095	1e-05
EUR	1e-05	0.926206	0.05578	0.017994	1e-05
EUR	1e-05	0.944887	0.046763	0.008331	1e-05
EUR	1e-05	0.928576	0.060507	0.010897	1e-05
EUR	1e-05	0.938086	0.051418	0.010475	1e-05
EUR	1e-05	0.920232	0.066208	0.01354	1e-05
EUR	1e-05	0.921023	0.068161	0.010796	1e-05
EUR	1e-05	0.921988	0.060082	0.01791	1e-05
EUR	1e-05	0.906804	0.075062	0.018114	1e-05
EUR	1e-05	0.935992	0.051762	0.012226	1e-05
EUR	1e-05	0.925456	0.058502	0.016022	1e-05
EUR	1e-05	0.935872	0.052057	0.012051	1e-05
EUR	1e-05	0.945744	0.047596	0.00664	1e-05
