region	group1	group2	group3	group4	group5
EUR	1e-05	0.93322	0.053173	0.012161	0.001436
EUR	1e-05	0.933288	0.053331	0.013362	1e-05
EUR	1e-05	0.929488	0.055166	0.01125	0.004086
EUR	1e-05	0.947954	0.043925	0.008101	1e-05
EUR	1e-05	0.937391	0.052713	0.009877	1e-05
EUR	1e-05	0.921568	0.068111	0.010301	1e-05
EUR	1e-05	0.950741	0.036707	0.012532	1e-05
EUR	1e-05	0.937812	0.055129	0.007039	1e-05
EUR	1e-05	0.92431	0.068728	0.00674	0.000213
EUR	0.006518	0.921186	0.044589	0.007765	0.019942
EUR	1e-05	0.922631	0.067144	0.010205	1e-05
EUR	1e-05	0.930442	0.054882	0.014656	1e-05
EUR	1e-05	0.96766	0.028149	0.004171	1e-05
EUR	1e-05	0.926202	0.061821	0.011957	1e-05
EUR	1e-05	0.937193	0.051883	0.010903	1e-05
EUR	1e-05	0.926853	0.061789	0.011338	1e-05
EUR	1e-05	0.969944	0.028093	0.001942	1e-05
EUR	1e-05	0.932795	0.05641	0.010774	1e-05
EUR	1e-05	0.92588	0.062633	0.011467	1e-05
EUR	1e-05	0.947407	0.043065	0.009508	1e-05
EUR	1e-05	0.936057	0.051542	0.012381	1e-05
EUR	1e-05	0.938928	0.049383	0.011669	1e-05
EUR	1e-05	0.909281	0.06716	0.023539	1e-05
EUR	1e-05	0.942778	0.04705	0.00815	0.002011
EUR	1e-05	0.912635	0.071396	0.015066	0.000892
EUR	1e-05	0.934054	0.052832	0.011514	0.00159
EUR	1e-05	0.933044	0.052647	0.014289	1e-05
EUR	1e-05	0.924456	0.060965	0.014559	1e-05
EUR	1e-05	0.921865	0.05439	0.014294	0.009441
EUR	1e-05	0.922644	0.064892	0.012444	1e-05
EUR	1e-05	0.912847	0.073006	0.014127	1e-05
EUR	1e-05	0.924718	0.058306	0.016956	1e-05
EUR	1e-05	0.927025	0.058117	0.012152	0.002697
EUR	1e-05	0.935305	0.05228	0.012396	1e-05
EUR	1e-05	0.907634	0.073642	0.018705	1e-05
EUR	1e-05	0.929149	0.05756	0.013271	1e-05
EUR	1e-05	0.9524	0.041104	0.006476	1e-05
EUR	1e-05	0.926801	0.062107	0.011072	1e-05
EUR	1e-05	0.935416	0.049166	0.011507	0.003901
EUR	1e-05	0.963902	0.032866	0.003212	1e-05
EUR	1e-05	0.938476	0.053224	0.00828	1e-05
EUR	1e-05	0.92362	0.062476	0.013884	1e-05
EUR	1e-05	0.923252	0.06717	0.009558	1e-05
EUR	1e-05	0.938642	0.048512	0.012826	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
AMR	0.090527	0.769612	0.011316	0.128535	1e-05
AMR	0.189323	0.620768	1e-05	0.175174	0.014725
AMR	0.084896	0.788798	1e-05	0.10402	0.022277
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.985755	1e-05	0.014215
EAS	1e-05	0.010761	0.98299	0.006229	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.995921	1e-05	0.004049
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
AMR	0.158853	0.702062	0.019334	0.115672	0.004078
AMR	0.175477	0.68183	0.003544	0.133634	0.005514
AMR	0.075425	0.805599	0.01339	0.092646	0.012939
AMR	0.091381	0.740682	0.005182	0.144886	0.017869
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
AMR	0.034191	0.89067	0.01278	0.062348	1e-05
AMR	0.059384	0.814495	0.016907	0.106922	0.002291
AMR	0.111259	0.702349	0.001929	0.184453	1e-05
AMR	0.065014	0.828675	0.01148	0.09482	1e-05
AMR	0.083337	0.819324	0.003159	0.094171	1e-05
AMR	0.055361	0.886625	0.000411	0.056284	0.00132
AMR	0.124369	0.730169	0.016727	0.128725	1e-05
AMR	0.066921	0.886327	0.004381	0.042361	1e-05
AMR	0.095943	0.682276	0.018138	0.203633	1e-05
EAS	1e-05	1e-05	0.992509	1e-05	0.007461
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.993196	1e-05	0.006774
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.983408	1e-05	0.016562
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.995173	1e-05	0.004797
EAS	1e-05	1e-05	0.989307	1e-05	0.010663
EAS	1e-05	1e-05	0.987353	1e-05	0.012617
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.995888	1e-05	0.004082
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.996707	1e-05	0.003263
EAS	1e-05	1e-05	0.999808	1e-05	0.000162
AMR	0.089248	0.816	0.012335	0.082406	1e-05
AMR	0.113722	0.743436	0.005702	0.127257	0.009882
AMR	0.232151	0.639138	0.008889	0.119812	1e-05
AMR	0.213948	0.599422	0.005613	0.170875	0.010142
AMR	0.216116	0.601209	0.014552	0.168114	1e-05
AMR	0.070402	0.772671	0.012129	0.144788	1e-05
AMR	0.133378	0.761983	0.011015	0.093614	1e-05
AMR	0.124924	0.71684	0.011582	0.137649	0.009004
AMR	0.090882	0.799119	0.015457	0.094532	1e-05
AMR	0.074568	0.796652	0.00558	0.123191	1e-05
AMR	0.354554	0.525997	0.006606	0.112833	1e-05
AMR	0.174476	0.703605	0.016738	0.105171	1e-05
AMR	0.073122	0.804294	0.010237	0.112338	1e-05
AMR	0.085724	0.779073	0.015177	0.120016	1e-05
AMR	0.0913	0.74949	0.004418	0.145291	0.009501
AMR	0.060247	0.791465	0.000957	0.136077	0.011254
AMR	0.088287	0.780852	0.0013	0.129551	1e-05
AMR	0.085944	0.763636	0.014002	0.136408	1e-05
AMR	0.096745	0.85144	0.005884	0.040182	0.00575
AMR	0.197311	0.613603	0.022271	0.163755	0.003059
AMR	0.166561	0.689283	0.012847	0.115641	0.015668
AMR	0.093805	0.702329	0.003142	0.19688	0.003843
AMR	0.207622	0.644624	0.013288	0.133718	0.000749
AMR	0.107278	0.743802	0.003708	0.145202	1e-05
AMR	0.127535	0.747307	0.017136	0.100833	0.00719
AMR	0.132804	0.685183	0.009851	0.165907	0.006255
AMR	0.182079	0.702395	0.009014	0.101491	0.005021
AMR	0.1512	0.696364	0.011275	0.125429	0.015732
AMR	0.249702	0.619152	0.008637	0.113598	0.008912
AMR	0.139126	0.739405	0.013577	0.107883	1e-05
AMR	0.109865	0.76478	0.010076	0.113712	0.001567
AMR	0.097393	0.762866	0.007215	0.132516	1e-05
AMR	0.104282	0.759678	0.00762	0.128409	1e-05
AMR	0.152217	0.689179	0.004325	0.154269	1e-05
AMR	0.17706	0.70108	1e-05	0.121839	1e-05
AMR	0.093374	0.775188	0.014806	0.109808	0.006824
AMR	0.083033	0.836272	0.007937	0.069616	0.003143
AMR	0.22935	0.661856	0.003275	0.105509	1e-05
AMR	0.631314	0.301296	1e-05	0.067371	1e-05
AMR	0.132758	0.727158	0.007824	0.128713	0.003547
AMR	0.12052	0.741165	0.01008	0.128226	1e-05
AMR	0.025081	0.906857	0.001503	0.063731	0.002827
AMR	0.016456	0.705964	0.01702	0.26055	1e-05
AMR	0.028368	0.847822	0.003027	0.11566	0.005122
AMR	0.052361	0.648012	0.015242	0.275527	0.008858
AMR	0.073468	0.711092	1e-05	0.211426	0.004004
AMR	0.146248	0.573742	0.01355	0.265492	0.000968
AMR	0.102776	0.638374	0.013169	0.233215	0.012466
AMR	0.066462	0.695374	0.004557	0.228827	0.00478
AMR	0.068666	0.684245	0.008864	0.238215	1e-05
AMR	0.026007	0.821465	0.011194	0.141324	1e-05
AMR	0.124883	0.660842	0.012743	0.201523	1e-05
AMR	0.093664	0.642954	0.011466	0.251906	1e-05
AMR	0.02842	0.633562	0.011763	0.321613	0.004641
AMR	0.18371	0.533972	0.009089	0.273181	4.8e-05
AMR	0.043515	0.677389	0.002665	0.254393	0.022038
AMR	0.192477	0.455012	0.013092	0.332247	0.007172
AMR	0.061822	0.691638	1e-05	0.24652	1e-05
AMR	0.108869	0.459128	0.012469	0.411631	0.007903
AMR	0.189756	0.657736	0.008942	0.143555	1e-05
AMR	0.103841	0.729769	0.005116	0.146268	0.015005
AMR	0.107255	0.781543	0.003288	0.107904	1e-05
AMR	0.23252	0.629469	0.009108	0.128894	1e-05
AMR	0.036016	0.877775	0.002925	0.047269	0.036016
AMR	0.129104	0.712895	0.007062	0.146475	0.004465
AMR	0.193541	0.671922	0.005343	0.128429	0.000764
AMR	0.077161	0.862791	0.013926	0.046112	1e-05
AMR	0.069346	0.812113	0.010045	0.10298	0.005516
AMR	0.095988	0.752789	0.009199	0.142013	1e-05
AMR	0.081531	0.724974	0.011633	0.169599	0.012263
AMR	0.141336	0.707514	0.006615	0.138248	0.006286
AMR	0.127577	0.710714	0.008294	0.153405	1e-05
AMR	0.178009	0.575968	0.017649	0.228364	1e-05
AMR	0.213224	0.569509	0.018599	0.194435	0.004233
AMR	0.162101	0.61872	0.01649	0.20268	1e-05
AMR	0.099505	0.70488	0.005107	0.177729	0.012779
AMR	0.069932	0.793264	0.006742	0.130053	1e-05
AMR	0.19123	0.668197	0.003865	0.136697	1e-05
AMR	0.051873	0.855497	0.003821	0.079954	0.008854
AMR	0.109993	0.74709	0.019813	0.112995	0.010109
AMR	0.119293	0.768035	0.006275	0.104306	0.002091
AMR	0.679194	0.249103	0.000134	0.071559	1e-05
AMR	0.508558	0.42222	1e-05	0.052434	0.016778
AMR	0.204609	0.627954	0.012828	0.154598	1e-05
AMR	0.11561	0.754211	0.00116	0.098206	0.030812
AMR	0.083044	0.605404	0.013149	0.290143	0.00826
AMR	0.026394	0.721028	0.014305	0.238263	1e-05
AMR	0.050011	0.73494	0.015086	0.199953	1e-05
AMR	0.177191	0.530104	0.018791	0.271915	0.001998
AMR	0.015776	0.826807	0.007118	0.15029	1e-05
AMR	0.020387	0.698116	0.002095	0.271129	0.008273
AMR	0.034817	0.841551	0.01234	0.111282	1e-05
AMR	0.131638	0.56162	0.016117	0.290434	0.000191
AMR	0.078007	0.672162	0.009263	0.240558	1e-05
AMR	0.085283	0.667322	0.009498	0.237888	1e-05
AMR	0.185981	0.504765	0.012014	0.283899	0.013341
AMR	0.041971	0.665699	0.02296	0.26936	1e-05
AMR	0.016388	0.945527	0.005806	0.032269	1e-05
AMR	0.01873	0.63646	0.016052	0.327765	0.000994
AMR	0.025481	0.621276	0.006465	0.346768	1e-05
AMR	0.026716	0.71306	0.000742	0.259472	1e-05
AMR	0.031874	0.721203	0.020475	0.226438	1e-05
AMR	0.07168	0.716046	0.008152	0.201916	0.002206
AMR	0.240234	0.626873	0.007295	0.125587	1e-05
AMR	0.119136	0.697033	0.010301	0.170128	0.003402
AMR	0.120375	0.684647	0.023867	0.161374	0.009738
AMR	0.157415	0.673177	0.010022	0.159375	1e-05
AMR	0.232016	0.622697	0.005006	0.140272	1e-05
AMR	0.096951	0.812383	0.014939	0.075717	1e-05
AMR	0.133567	0.741035	0.009274	0.11592	0.000204
AMR	0.116396	0.729887	0.013051	0.140656	1e-05
AMR	0.142501	0.770016	0.004188	0.083285	1e-05
AMR	0.108748	0.719454	0.004482	0.167305	1e-05
EUR	1e-05	0.995764	0.004206	1e-05	1e-05
AMR	0.010812	0.408788	0.027706	0.55199	0.000704
AMR	0.35485	0.430943	0.012222	0.201975	1e-05
AMR	0.036432	0.566893	0.005537	0.391128	1e-05
AMR	0.060242	0.715998	0.01191	0.205503	0.006347
AMR	0.013849	0.782371	0.007683	0.196088	1e-05
AMR	0.04614	0.569128	0.015615	0.359296	0.009821
AMR	0.076538	0.538285	0.014234	0.360605	0.010338
AMR	0.020165	0.707749	0.00793	0.264146	1e-05
AMR	0.031859	0.779643	0.007685	0.174704	0.006109
AMR	0.021368	0.82618	0.007247	0.145196	1e-05
AMR	0.06367	0.638363	0.003274	0.287122	0.007571
AMR	0.018615	0.698901	0.021599	0.260874	1e-05
AMR	0.045653	0.704504	0.011806	0.226722	0.011315
AMR	0.06695	0.699979	0.016761	0.208736	0.007574
AMR	0.123298	0.644022	0.019467	0.210163	0.003051
AMR	0.178481	0.515601	0.026894	0.279014	1e-05
AMR	0.143886	0.581863	0.001604	0.258466	0.014181
AMR	0.107955	0.643955	0.015097	0.232983	1e-05
AMR	0.129566	0.371177	0.01041	0.488836	1e-05
AMR	0.044547	0.649987	0.005809	0.299647	1e-05
AMR	0.021683	0.735518	0.00242	0.240369	1e-05
AMR	0.142055	0.5674	0.008384	0.280364	0.001797
AMR	0.104071	0.601443	0.008809	0.281996	0.003681
AMR	0.048526	0.575995	0.01974	0.355729	1e-05
AMR	0.038413	0.7254	0.000679	0.230571	0.004937
AMR	0.066009	0.711115	0.012105	0.210761	1e-05
AMR	0.060167	0.794023	1e-05	0.127055	0.018744
AMR	0.279929	0.439518	0.008739	0.271804	1e-05
AMR	0.166985	0.651735	0.006113	0.170375	0.004793
AMR	0.21523	0.64208	0.016345	0.126335	1e-05
AMR	0.08437	0.796092	0.006469	0.11306	1e-05
AMR	0.176361	0.616972	0.00554	0.187905	0.013222
AMR	0.172152	0.676615	0.00387	0.144651	0.002712
AMR	0.17164	0.647145	0.013775	0.159441	0.008
AMR	0.176764	0.648914	0.015147	0.157106	0.002068
AMR	0.103547	0.781818	0.009245	0.101319	0.004071
AMR	0.095131	0.687509	0.001148	0.208273	0.007938
AMR	0.146077	0.66044	0.00789	0.178547	0.007046
AMR	0.140885	0.685758	0.012013	0.152335	0.009009
AMR	0.112891	0.61528	0.006743	0.261066	0.00402
AMR	0.035695	0.728764	0.019792	0.215739	1e-05
AMR	0.048665	0.449234	0.012242	0.486213	0.003646
AMR	0.018263	0.870335	0.014508	0.096884	1e-05
AMR	0.023015	0.935057	1e-05	0.037161	0.004757
AMR	0.175263	0.602272	1e-05	0.222446	1e-05
AMR	0.024574	0.565093	0.02875	0.368448	0.013136
AMR	0.048652	0.404295	0.008247	0.538795	1e-05
AMR	0.101472	0.621475	0.013563	0.26348	1e-05
AMR	0.079088	0.668022	0.017627	0.224219	0.011045
AMR	0.039436	0.567918	0.020151	0.372486	1e-05
AMR	0.054781	0.562357	0.017631	0.365222	1e-05
AMR	0.037677	0.559226	0.003768	0.393428	0.005901
AMR	0.178724	0.446176	0.010617	0.353126	0.011356
AMR	0.283435	0.399532	0.020206	0.291569	0.005258
AMR	0.198537	0.492051	0.014652	0.29475	1e-05
AMR	0.024345	0.797013	0.011467	0.167165	1e-05
AMR	0.028576	0.800657	0.009332	0.160305	0.00113
AMR	0.020438	0.834388	1e-05	0.145154	1e-05
AMR	0.033444	0.854533	0.001584	0.110429	1e-05
AMR	0.357056	0.373089	0.019923	0.244011	0.005921
AMR	0.039183	0.612931	0.010621	0.337255	1e-05
AMR	0.159872	0.699253	0.007938	0.129706	0.003231
AMR	0.025135	0.851078	0.006599	0.109036	0.008151
AMR	0.020711	0.828218	0.009727	0.136176	0.005168
AMR	0.031793	0.765979	0.005524	0.18665	0.010054
AMR	0.104455	0.494405	0.018733	0.382397	1e-05
AMR	0.126222	0.501237	0.022552	0.349979	1e-05
AMR	0.04851	0.599146	0.009649	0.342686	1e-05
AMR	0.050839	0.613182	0.017073	0.318897	1e-05
EUR	0.027127	0.965544	1e-05	1e-05	0.007309
EUR	0.031351	0.968619	1e-05	1e-05	1e-05
EUR	0.014428	0.982171	0.003381	1e-05	1e-05
EUR	0.018304	0.980323	0.001353	1e-05	1e-05
EUR	0.0238	0.973247	1e-05	1e-05	0.002933
EUR	0.018978	0.980992	1e-05	1e-05	1e-05
EUR	0.026233	0.97337	1e-05	1e-05	0.000376
EUR	0.016234	0.982669	1e-05	1e-05	0.001078
EUR	0.010798	0.989172	1e-05	1e-05	1e-05
EUR	0.011346	0.988624	1e-05	1e-05	1e-05
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	0.004064	0.995906	1e-05	1e-05	1e-05
EUR	0.002269	0.997701	1e-05	1e-05	1e-05
EUR	0.001606	0.998364	1e-05	1e-05	1e-05
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	0.017867	0.982103	1e-05	1e-05	1e-05
EUR	0.025107	0.970566	0.004307	1e-05	1e-05
EUR	0.03824	0.960873	1e-05	1e-05	0.000867
EUR	0.023756	0.976214	1e-05	1e-05	1e-05
EUR	0.025869	0.971462	1e-05	1e-05	0.002649
EUR	0.024083	0.975887	1e-05	1e-05	1e-05
EUR	0.015072	0.984888	2e-05	1e-05	1e-05
EUR	0.01325	0.985763	1e-05	1e-05	0.000967
AMR	0.066021	0.720407	0.011783	0.20119	0.000599
AMR	0.388769	0.384747	0.010692	0.212765	0.003027
AMR	0.22606	0.445758	0.014479	0.302038	0.011665
AMR	0.005921	0.30861	0.012863	0.671624	0.000982
AMR	0.01854	0.518451	0.021281	0.441719	1e-05
AMR	0.002621	0.349735	0.015867	0.631767	1e-05
AMR	1e-05	0.056725	1e-05	0.943245	1e-05
AMR	0.06667	0.506879	0.005636	0.411007	0.009808
AMR	0.011365	0.387674	0.011602	0.589349	1e-05
SAS	1e-05	0.276045	0.001714	1e-05	0.722221
SAS	1e-05	0.282005	0.015546	0.000827	0.701612
SAS	1e-05	0.291971	0.001921	0.005084	0.701014
SAS	1e-05	0.343541	1e-05	1e-05	0.656429
EAS	1e-05	1e-05	0.982329	1e-05	0.017641
EAS	1e-05	1e-05	0.957355	1e-05	0.042615
EAS	1e-05	0.002292	0.977015	1e-05	0.020673
EAS	1e-05	1e-05	0.971124	1e-05	0.028846
EAS	1e-05	1e-05	0.970049	1e-05	0.029921
EAS	1e-05	1e-05	0.988632	1e-05	0.011338
EUR	0.026456	0.969424	0.001633	1e-05	0.002476
EUR	0.022726	0.977244	1e-05	1e-05	1e-05
EUR	0.012303	0.987667	1e-05	1e-05	1e-05
EUR	0.013145	0.986825	1e-05	1e-05	1e-05
EUR	0.015081	0.976939	1e-05	1e-05	0.00796
EUR	0.020905	0.978242	0.000833	1e-05	1e-05
EUR	0.024432	0.975538	1e-05	1e-05	1e-05
EUR	0.029734	0.970229	1.7e-05	1e-05	1e-05
EUR	0.011433	0.977148	1e-05	1e-05	0.011399
EUR	0.013749	0.977878	1e-05	1e-05	0.008353
EUR	0.020203	0.970117	0.006453	1e-05	0.003217
EUR	0.018078	0.968227	0.002551	0.011134	1e-05
EUR	0.017738	0.975247	1e-05	1e-05	0.006995
EUR	0.023618	0.976352	1e-05	1e-05	1e-05
EUR	0.026853	0.973117	1e-05	1e-05	1e-05
EUR	0.02321	0.973034	0.003736	1e-05	1e-05
EUR	0.013967	0.981656	0.004357	1e-05	1e-05
EUR	0.028445	0.9651	0.003378	1e-05	0.003067
EUR	0.069419	0.930551	1e-05	1e-05	1e-05
EUR	0.051115	0.948855	1e-05	1e-05	1e-05
EUR	0.008339	0.990658	1e-05	1e-05	0.000983
EUR	0.017522	0.982448	1e-05	1e-05	1e-05
EUR	0.03468	0.951162	1e-05	1e-05	0.014139
EUR	0.052098	0.947872	1e-05	1e-05	1e-05
EUR	0.014878	0.983233	0.001869	1e-05	1e-05
EUR	0.014944	0.982693	1e-05	1e-05	0.002343
EUR	0.011369	0.988601	1e-05	1e-05	1e-05
EUR	0.008504	0.991158	1e-05	1e-05	0.000318
EUR	0.007813	0.992157	1e-05	1e-05	1e-05
EUR	0.012405	0.987565	1e-05	1e-05	1e-05
EUR	0.01457	0.9854	1e-05	1e-05	1e-05
EUR	0.013788	0.986182	1e-05	1e-05	1e-05
EUR	0.007577	0.992393	1e-05	1e-05	1e-05
EUR	0.0072	0.99277	1e-05	1e-05	1e-05
EUR	0.029481	0.970489	1e-05	1e-05	1e-05
EUR	0.018366	0.980233	1e-05	1e-05	0.001381
EUR	0.051586	0.944696	1e-05	1e-05	0.003698
EUR	0.053943	0.942837	0.0032	1e-05	1e-05
EUR	0.028622	0.956192	1e-05	1e-05	0.015165
EUR	0.027379	0.970916	1e-05	1e-05	0.001685
EUR	0.001496	0.998474	1e-05	1e-05	1e-05
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	0.03557	0.956425	0.000465	1e-05	0.007529
EUR	0.02895	0.97102	1e-05	1e-05	1e-05
EUR	0.023207	0.976763	1e-05	1e-05	1e-05
EUR	0.022917	0.965773	1e-05	1e-05	0.011289
EUR	0.025729	0.973806	1e-05	1e-05	0.000445
EUR	0.024664	0.972528	1e-05	1e-05	0.002788
EUR	0.012371	0.987599	1e-05	1e-05	1e-05
EUR	0.016123	0.983847	1e-05	1e-05	1e-05
EUR	0.020801	0.975028	0.004151	1e-05	1e-05
EUR	0.026735	0.962012	1e-05	1e-05	0.011233
EUR	0.014935	0.985035	1e-05	1e-05	1e-05
EUR	0.014019	0.985951	1e-05	1e-05	1e-05
EUR	0.018139	0.981831	1e-05	1e-05	1e-05
EUR	0.026118	0.970325	1e-05	1e-05	0.003536
EUR	0.026009	0.973961	1e-05	1e-05	1e-05
EUR	0.027447	0.96913	0.003403	1e-05	1e-05
EUR	0.01662	0.98335	1e-05	1e-05	1e-05
EUR	0.009212	0.990758	1e-05	1e-05	1e-05
EUR	0.012546	0.987424	1e-05	1e-05	1e-05
EUR	0.0093	0.99067	1e-05	1e-05	1e-05
EUR	0.006122	0.988814	0.000158	1e-05	0.004896
EUR	0.007847	0.991563	1e-05	1e-05	0.000569
EUR	0.008892	0.991078	1e-05	1e-05	1e-05
EUR	0.012581	0.986612	1e-05	1e-05	0.000787
EUR	0.023573	0.976397	1e-05	1e-05	1e-05
EUR	0.022114	0.977856	1e-05	1e-05	1e-05
EUR	0.004568	0.995402	1e-05	1e-05	1e-05
EUR	0.009021	0.990725	0.000234	1e-05	1e-05
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	1e-05	0.990126	1e-05	1e-05	0.009844
EUR	1e-05	0.987129	1e-05	1e-05	0.012841
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.992262	1e-05	0.007708
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
