PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	tag	run_clean
0.0345	0.0044	-4e-4	-3e-4	5e-4	-0.0034	0.035	-0.007	0.0025	0.0021	AFR	0_rand_intrain
0.0345	0.0044	-6e-4	-9e-4	9e-4	-0.0015	0.0378	-0.0069	0.0064	0.0022	AFR	0_rand_intrain
0.0346	0.0046	-4e-4	-1e-4	-8e-4	-0.0026	0.0293	-0.0039	0.0015	0.0015	AFR	0_rand_intrain
0.0346	0.0043	-1e-4	-0.001	0.0012	-0.0011	0.0309	-0.0044	-4e-4	-2e-4	AFR	0_rand_intrain
0.0345	0.0046	-2e-4	-4e-4	0.001	-0.0031	0.0335	-0.0042	-0.0019	0.0016	AFR	0_rand_intrain
0.0345	0.0046	-5e-4	0	-7e-4	-9e-4	0.0372	-0.008	0.001	0.005	AFR	0_rand_intrain
0.0344	0.0042	-3e-4	0	-8e-4	-0.0029	0.0399	-0.009	0.002	0.0053	AFR	0_rand_intrain
0.0348	0.0043	-3e-4	0	-8e-4	-0.0034	0.0341	-0.0043	0.0017	-2e-4	AFR	0_rand_intrain
0.0346	0.0044	-2e-4	0	-1e-4	-0.002	0.0313	-0.0012	0.0038	0.0013	AFR	0_rand_intrain
0.0343	0.0043	-3e-4	-1e-4	-0.001	-0.0042	0.0349	-0.003	0.0021	0.003	AFR	0_rand_intrain
0.0345	0.0044	-4e-4	1e-4	7e-4	-0.0045	0.0333	-0.0059	-3e-4	0.0036	AFR	0_rand_intrain
0.0349	0.0044	-8e-4	-1e-4	-3e-4	-0.0025	0.028	-0.0041	-5e-4	-0.0032	AFR	0_rand_intrain
0.0345	0.0043	-7e-4	-1e-4	0.0013	-0.0044	0.0376	-0.0085	0.0035	-1e-4	AFR	0_rand_intrain
0.0344	0.0044	-2e-4	-7e-4	-0.001	-0.0049	0.0342	-0.0097	0.0027	0.0041	AFR	0_rand_intrain
0.0345	0.0044	-3e-4	-3e-4	1e-4	-0.0015	0.0307	5e-4	-0.0038	4e-4	AFR	0_rand_intrain
0.0343	0.0043	-5e-4	6e-4	1e-4	-0.0016	0.0315	9e-4	-0.0027	0.0034	AFR	0_rand_intrain
0.034	0.0041	-4e-4	3e-4	0.0013	-8e-4	0.0415	-0.0085	0.0023	0.0017	AFR	0_rand_intrain
0.0346	0.0042	-5e-4	-5e-4	4e-4	-0.0033	0.032	-0.0077	0.002	0.0027	AFR	0_rand_intrain
0.0345	0.0046	-7e-4	-2e-4	8e-4	-0.0063	0.0349	-0.0067	2e-4	0	AFR	0_rand_intrain
0.0344	0.0047	-6e-4	-6e-4	0.0015	-0.0022	0.0333	-0.0051	-0.0021	0.0055	AFR	0_rand_intrain
0.0347	0.0044	-0.001	5e-4	-4e-4	-0.0064	0.0334	-0.0073	0.0019	0.0033	AFR	0_rand_intrain
0.0349	0.0046	-6e-4	2e-4	-7e-4	-0.0056	-0.0266	0.0439	9e-4	-0.007	AFR	0_rand_intrain
0.0344	0.0046	-7e-4	-5e-4	0.0015	-0.0056	-0.0222	0.0417	-2e-4	0	AFR	0_rand_intrain
0.0346	0.0046	-4e-4	-2e-4	2e-4	-0.0077	-0.02	0.0453	0.0013	-0.0049	AFR	0_rand_intrain
0.0348	0.0043	-3e-4	1e-4	-3e-4	-0.0037	-0.0254	0.0452	-0.0018	6e-4	AFR	0_rand_intrain
0.0349	0.0045	-6e-4	-5e-4	5e-4	-0.0071	-0.0224	0.047	-3e-4	-0.0015	AFR	0_rand_intrain
0.0346	0.0044	0	-7e-4	2e-4	-0.0046	-0.0226	0.0415	-0.0033	-0.0034	AFR	0_rand_intrain
0.0346	0.0048	-5e-4	-3e-4	-0.0014	-0.0042	-0.0225	0.0329	-0.0023	-0.002	AFR	0_rand_intrain
0.0347	0.0042	-5e-4	6e-4	-8e-4	-0.0045	-0.0248	0.0374	-0.0057	-4e-4	AFR	0_rand_intrain
0.0346	0.0047	-3e-4	-5e-4	8e-4	-0.007	-0.0224	0.0488	-0.0026	-0.0011	AFR	0_rand_intrain
0.0348	0.0046	-2e-4	-3e-4	-2e-4	-0.0041	-0.019	0.0412	1e-4	0.0018	AFR	0_rand_intrain
0.0347	0.0042	1e-4	-4e-4	1e-4	-0.0037	-0.0253	0.0428	2e-4	-6e-4	AFR	0_rand_intrain
0.0348	0.0043	0	-4e-4	-4e-4	-0.0045	-0.0227	0.0436	-0.0024	2e-4	AFR	0_rand_intrain
0.0348	0.0043	-7e-4	1e-4	-3e-4	-0.0034	-0.0219	0.04	0.002	2e-4	AFR	0_rand_intrain
0.0347	0.0048	-1e-4	-4e-4	0.001	-0.0019	-0.0247	0.0426	-8e-4	2e-4	AFR	0_rand_intrain
0.0347	0.0046	-5e-4	0	4e-4	-0.0052	-0.0253	0.046	-0.0011	-0.0032	AFR	0_rand_intrain
0.0348	0.0045	-6e-4	2e-4	-5e-4	-0.005	-0.0175	0.0411	-5e-4	0.0014	AFR	0_rand_intrain
0.0348	0.0047	-5e-4	4e-4	0.0014	-0.0053	-0.0208	0.0434	-0.0045	-0.0011	AFR	0_rand_intrain
0.0346	0.0046	-8e-4	1e-4	1e-4	-0.0033	-0.0224	0.0409	-0.0024	-0.0041	AFR	0_rand_intrain
0.0348	0.0046	-4e-4	7e-4	-0.0011	-0.0048	-0.0214	0.0422	1e-4	-3e-4	AFR	0_rand_intrain
0.0346	0.0049	-5e-4	6e-4	7e-4	-0.0048	-0.0212	0.0428	-0.0015	-0.0024	AFR	0_rand_intrain
0.0348	0.0045	-6e-4	2e-4	-4e-4	-0.0039	-0.0189	0.0407	-0.0014	0.0016	AFR	0_rand_intrain
0.0346	0.0046	-8e-4	5e-4	9e-4	-0.0047	-0.0184	0.0449	-7e-4	0.0011	AFR	0_rand_intrain
0.0348	0.0046	-2e-4	1e-4	0.0018	-0.0033	-0.0223	0.0393	0.0027	0.0018	AFR	0_rand_intrain
0.0346	0.0044	-7e-4	-4e-4	-0.0011	-0.0053	-0.0236	0.0422	-0.0041	-0.0019	AFR	0_rand_intrain
0.0347	0.0045	-5e-4	-3e-4	-3e-4	-0.0064	-0.026	0.0421	0.0035	0.0011	AFR	0_rand_intrain
0.035	0.0045	-3e-4	-4e-4	0.0022	-0.003	-0.0224	0.0428	-0.0047	-3e-4	AFR	0_rand_intrain
0.035	0.0046	-3e-4	-5e-4	-9e-4	-0.0032	-0.0216	0.0404	-0.0019	6e-4	AFR	0_rand_intrain
0.0345	0.0046	-1e-4	6e-4	6e-4	-0.0045	-0.022	0.041	-0.0024	0.0021	AFR	0_rand_intrain
0.0347	0.0044	-3e-4	0	5e-4	-0.0055	-0.0255	0.0443	-0.0039	-0.0044	AFR	0_rand_intrain
0.0346	0.0043	-4e-4	4e-4	0.001	-0.0047	-0.0265	0.043	-0.0028	-0.003	AFR	0_rand_intrain
0.0349	0.0047	-0.0011	-2e-4	5e-4	-0.0051	-0.0238	0.0448	-0.0013	-0.0044	AFR	0_rand_intrain
0.0344	0.0043	1e-4	0	5e-4	-0.0018	-0.022	0.039	-1e-4	-0.0012	AFR	0_rand_intrain
0.0348	0.0045	-5e-4	3e-4	2e-4	-0.0046	-0.0251	0.0379	3e-4	-0.0031	AFR	0_rand_intrain
0.0344	0.0044	-4e-4	0.001	-5e-4	-0.0046	-0.0199	0.0367	-0.0015	-0.001	AFR	0_rand_intrain
0.035	0.0046	-3e-4	2e-4	-0.0034	-0.0051	-0.0217	0.0493	-0.0042	0.0025	AFR	0_rand_intrain
0.0347	0.0048	1e-4	0	-0.0013	-0.0057	-0.0222	0.0409	-0.001	-0.0027	AFR	0_rand_intrain
0.0348	0.0045	-0.0011	6e-4	4e-4	-0.0034	-0.0244	0.0411	-6e-4	-0.0038	AFR	0_rand_intrain
0.0344	0.0048	-6e-4	-1e-4	-4e-4	-0.0042	-0.0234	0.0431	-4e-4	-0.001	AFR	0_rand_intrain
0.0347	0.0045	1e-4	0	0.0014	-0.0054	-0.0207	0.0405	0	7e-4	AFR	0_rand_intrain
0.0344	0.0043	-2e-4	1e-4	0.0012	-0.0056	-0.0239	0.0409	0.0018	-0.0038	AFR	0_rand_intrain
0.0345	0.0043	-2e-4	-2e-4	5e-4	-0.0054	-0.0245	0.0455	-4e-4	-0.0025	AFR	0_rand_intrain
0.0348	0.004	2e-4	-9e-4	-0.0014	-0.0048	-0.0213	0.0423	6e-4	-0.0042	AFR	0_rand_intrain
0.0343	0.0048	-3e-4	7e-4	0.0015	-0.0051	-0.0286	0.0419	-1e-4	0.002	AFR	0_rand_intrain
0.0348	0.0046	-3e-4	4e-4	-8e-4	-0.0029	0.0322	-0.0025	0.002	0.0013	AFR	0_rand_intrain
0.0346	0.0046	-9e-4	2e-4	-4e-4	-0.0048	0.0313	-0.0039	-0.0024	0.0033	AFR	0_rand_intrain
0.0345	0.0045	-6e-4	-2e-4	0.0018	-0.0033	0.0309	-0.0012	0	0.0012	AFR	0_rand_intrain
0.0347	0.0042	0	-0.001	4e-4	-6e-4	0.0329	-0.0051	0.0016	0.0024	AFR	0_rand_intrain
-0.0105	-0.0062	0.0222	-0.0283	-0.0016	0.0011	0	-0.0016	-0.0153	-8e-4	SAS	0_rand_intrain
-0.0104	-0.0066	0.022	-0.0283	6e-4	-0.0026	-8e-4	-0.0011	-0.0161	0.0091	SAS	0_rand_intrain
-0.0102	-0.0118	0.0175	-0.02	0.0023	0	0.0014	1e-4	0.0125	-2e-4	SAS	0_rand_intrain
-0.0102	-0.0109	0.0184	-0.022	-5e-4	9e-4	-4e-4	-0.003	0.0089	0.005	SAS	0_rand_intrain
-0.0104	-0.0128	0.0164	-0.0184	0.0016	-0.0013	3e-4	0.0017	0.0105	0.0131	SAS	0_rand_intrain
-0.0102	-0.0141	0.0163	-0.0164	-0.0016	0.0032	9e-4	0.0027	0.014	0.0147	SAS	0_rand_intrain
0.0337	0.004	-5e-4	3e-4	-3e-4	-0.0023	0.0647	-0.0317	0.0032	3e-4	AFR	0_rand_intrain
0.0342	0.0044	-1e-4	-3e-4	0.0011	0	0.058	-0.0266	0.004	-0.0036	AFR	0_rand_intrain
0.0331	0.0034	-3e-4	6e-4	7e-4	0.0025	0.0685	-0.0321	0.0016	0.0012	AFR	0_rand_intrain
0.0336	0.0037	2e-4	2e-4	3e-4	0.001	0.0578	-0.024	0	-1e-4	AFR	0_rand_intrain
0.0325	0.0032	-1e-4	0.0012	7e-4	0.0045	0.0574	-0.022	-5e-4	0.0024	AFR	0_rand_intrain
0.0331	0.0033	-1e-4	-3e-4	0	0.0023	0.0598	-0.0297	-0.0018	0.004	AFR	0_rand_intrain
0.0335	0.004	-6e-4	-2e-4	3e-4	0.0011	0.0652	-0.0316	-0.0017	0.0021	AFR	0_rand_intrain
0.0332	0.0036	1e-4	-2e-4	5e-4	0.0015	0.0648	-0.0384	0.0016	-2e-4	AFR	0_rand_intrain
0.035	0.0043	-8e-4	5e-4	3e-4	-0.0035	-0.021	0.043	-0.0021	0.001	AFR	0_rand_intrain
0.0346	0.0046	-4e-4	0	0.0013	-0.0022	-0.0232	0.0417	-0.0045	-0.0017	AFR	0_rand_intrain
0.0347	0.0047	-5e-4	0	-3e-4	-0.0064	-0.0195	0.045	-0.0019	-4e-4	AFR	0_rand_intrain
0.0349	0.0046	-1e-4	3e-4	0.0016	-0.0037	-0.022	0.0425	0.0021	-0.0021	AFR	0_rand_intrain
0.0348	0.0045	-5e-4	0	0.0011	-0.0072	-0.0225	0.0492	6e-4	-0.0045	AFR	0_rand_intrain
0.0344	0.0046	-3e-4	-2e-4	6e-4	-0.0033	-0.0237	0.0432	0.0013	-7e-4	AFR	0_rand_intrain
0.0349	0.0043	-5e-4	-1e-4	6e-4	-0.0042	-0.0232	0.0412	-0.0014	-6e-4	AFR	0_rand_intrain
0.0348	0.0044	-7e-4	2e-4	4e-4	-0.0037	-0.0215	0.04	6e-4	-0.0021	AFR	0_rand_intrain
0.0344	0.0045	-3e-4	-1e-4	1e-4	-0.0057	-0.02	0.0334	-0.004	-0.0019	AFR	0_rand_intrain
0.0345	0.0043	-3e-4	5e-4	6e-4	-0.0042	-0.0225	0.0407	-4e-4	-0.0028	AFR	0_rand_intrain
0.035	0.0043	-2e-4	4e-4	0.0013	-0.0028	-0.0235	0.041	-0.0016	-0.0024	AFR	0_rand_intrain
0.0346	0.0044	-4e-4	-2e-4	2e-4	-0.0032	-0.0252	0.0397	-0.0033	-0.0047	AFR	0_rand_intrain
0.0345	0.0047	-4e-4	2e-4	-3e-4	-0.0048	-0.0246	0.0448	-0.0022	-0.0017	AFR	0_rand_intrain
0.0349	0.0046	0	0	0.0015	-0.0037	-0.0245	0.0467	-0.0045	-0.0058	AFR	0_rand_intrain
0.0348	0.0046	-1e-4	2e-4	1e-4	-0.0041	-0.0226	0.0386	-0.0042	1e-4	AFR	0_rand_intrain
0.0342	0.0041	-2e-4	6e-4	4e-4	-0.0031	-0.0204	0.0459	0.0012	0.0011	AFR	0_rand_intrain
0.0346	0.0044	-3e-4	-1e-4	0.0014	-0.0042	-0.0244	0.0424	-0.0032	-7e-4	AFR	0_rand_intrain
0.0344	0.0041	0	3e-4	0.0014	-0.0055	-0.0251	0.0476	0.0018	-0.0058	AFR	0_rand_intrain
0.0348	0.0044	-3e-4	1e-4	0	-0.0046	-0.0239	0.0488	0.001	-0.0043	AFR	0_rand_intrain
0.035	0.0045	-3e-4	-8e-4	7e-4	-0.0035	-0.0229	0.0472	-0.0041	-0.0025	AFR	0_rand_intrain
0.0345	0.0045	-4e-4	1e-4	0.0018	-0.0043	-0.023	0.0355	-0.0025	-0.0044	AFR	0_rand_intrain
0.0347	0.0046	-6e-4	1e-4	0.0014	-0.0026	-0.021	0.0426	0.0017	-0.003	AFR	0_rand_intrain
0.0346	0.0045	-1e-4	-6e-4	0.0016	-0.0051	-0.0251	0.0451	0.0024	-1e-4	AFR	0_rand_intrain
0.0348	0.0045	-3e-4	-4e-4	1e-4	-0.005	-0.028	0.0488	-9e-4	-0.0011	AFR	0_rand_intrain
0.0347	0.0042	-4e-4	1e-4	-0.0012	-0.0057	-0.0268	0.0382	-1e-4	-0.004	AFR	0_rand_intrain
0.0348	0.0043	-3e-4	-4e-4	0.0023	-0.0051	-0.0227	0.0484	-5e-4	-0.0032	AFR	0_rand_intrain
0.0348	0.0046	-6e-4	-1e-4	-5e-4	-0.0062	-0.0248	0.0436	7e-4	3e-4	AFR	0_rand_intrain
0.0344	0.0046	-5e-4	-2e-4	0.0013	-0.0062	-0.0233	0.0417	-0.003	7e-4	AFR	0_rand_intrain
0.0352	0.0046	-7e-4	-4e-4	8e-4	-0.0057	-0.0258	0.049	-0.0027	-0.0014	AFR	0_rand_intrain
0.0349	0.0042	-5e-4	2e-4	0.0013	-0.0038	-0.0218	0.0475	-0.0023	-0.0014	AFR	0_rand_intrain
0.0344	0.0048	1e-4	-3e-4	0.0029	-0.0039	-0.0217	0.0355	-0.0052	6e-4	AFR	0_rand_intrain
0.0349	0.0049	-4e-4	-3e-4	0.0015	-0.0047	-0.025	0.0457	-5e-4	-0.0038	AFR	0_rand_intrain
0.0348	0.0045	-8e-4	0	0.0016	-0.0065	-0.0257	0.0501	-0.0056	-0.0027	AFR	0_rand_intrain
0.0348	0.0043	-2e-4	-5e-4	4e-4	-0.0056	-0.0266	0.0416	9e-4	8e-4	AFR	0_rand_intrain
0.0346	0.0043	-2e-4	-7e-4	0.0014	-0.0045	0.0301	-0.0025	5e-4	0.0039	AFR	0_rand_intrain
0.0344	0.0045	-5e-4	-5e-4	0.0023	-0.0028	0.0323	-0.0023	0.0025	3e-4	AFR	0_rand_intrain
0.0344	0.0042	-4e-4	-1e-4	0.0021	-0.0038	0.0319	-0.0092	-0.0024	0.0017	AFR	0_rand_intrain
0.0342	0.0044	-3e-4	-4e-4	9e-4	-0.0037	0.0348	-3e-4	0.0018	0.0027	AFR	0_rand_intrain
0.0343	0.0044	-5e-4	-5e-4	7e-4	-0.0035	0.0283	-0.0061	0.0011	0.0045	AFR	0_rand_intrain
0.0344	0.0043	-5e-4	5e-4	5e-4	-0.0053	0.0364	-0.0114	-2e-4	0.0019	AFR	0_rand_intrain
0.0344	0.0045	-3e-4	-4e-4	0.0017	-0.004	0.0334	-0.0015	8e-4	0.0021	AFR	0_rand_intrain
0.0347	0.0043	-2e-4	-3e-4	0.0012	-0.0034	0.0316	9e-4	0.003	0.0077	AFR	0_rand_intrain
0.0344	0.0044	-8e-4	-1e-4	0.0014	-0.002	0.0349	-0.0057	-5e-4	0.0011	AFR	0_rand_intrain
0.0344	0.0044	-4e-4	2e-4	-5e-4	-0.0037	0.0307	-0.0087	0.004	8e-4	AFR	0_rand_intrain
0.0344	0.0044	-2e-4	-8e-4	6e-4	-0.002	0.0332	-0.0014	0.0023	0.0067	AFR	0_rand_intrain
0.0343	0.0045	-1e-4	-1e-4	0.0011	-0.003	0.0326	-0.0034	0.0043	0.0038	AFR	0_rand_intrain
0.0344	0.0045	-6e-4	1e-4	2e-4	-0.003	0.0394	-0.0118	0.0016	2e-4	AFR	0_rand_intrain
0.0343	0.0044	0	-7e-4	8e-4	-0.0019	0.0327	-0.0061	-0.0011	0.0041	AFR	0_rand_intrain
0.0346	0.0046	-2e-4	-0.001	2e-4	-0.0019	0.0335	-0.0068	-8e-4	0.0052	AFR	0_rand_intrain
0.0346	0.0045	-5e-4	0	0.0017	-0.0029	0.0346	-0.0049	-0.0013	0.0021	AFR	0_rand_intrain
0.0343	0.0043	-2e-4	-2e-4	-2e-4	-0.003	0.0411	-0.0103	0.0071	0.0012	AFR	0_rand_intrain
0.0345	0.0048	-4e-4	-8e-4	-6e-4	-0.0044	0.0358	-0.0084	9e-4	0.0034	AFR	0_rand_intrain
0.0346	0.0043	-5e-4	0	9e-4	-0.006	0.0339	-0.0069	0.0034	6e-4	AFR	0_rand_intrain
0.0342	0.0043	-2e-4	-2e-4	-0.0013	-0.0021	0.0336	-0.0074	6e-4	0.0065	AFR	0_rand_intrain
0.0345	0.0046	-4e-4	-2e-4	4e-4	-0.0042	0.0382	-0.0063	0.001	0.0021	AFR	0_rand_intrain
0.0346	0.0044	-6e-4	4e-4	2e-4	-0.0039	0.0347	-0.0059	1e-4	0.0038	AFR	0_rand_intrain
0.0345	0.0045	-7e-4	4e-4	0.0014	-0.0041	0.0354	-0.0106	0.0021	4e-4	AFR	0_rand_intrain
0.0343	0.0045	-5e-4	3e-4	-5e-4	-0.0043	0.0323	-0.0043	-1e-4	0.0072	AFR	0_rand_intrain
0.0347	0.0043	-2e-4	-4e-4	-0.0018	-0.004	0.036	-0.0032	-0.0055	6e-4	AFR	0_rand_intrain
0.0345	0.0045	-7e-4	4e-4	0.0017	-0.0035	0.0328	0.0014	0	0.001	AFR	0_rand_intrain
0.0347	0.0042	-5e-4	3e-4	-0.001	-0.0019	0.036	-0.0088	-0.0023	0.0027	AFR	0_rand_intrain
0.0343	0.0046	-4e-4	0	0.0012	-0.0028	0.0341	-0.0078	9e-4	0.0026	AFR	0_rand_intrain
0.0345	0.0046	-5e-4	2e-4	-4e-4	-0.0043	0.0366	-0.0047	0.0025	0.002	AFR	0_rand_intrain
0.0346	0.0045	-6e-4	3e-4	7e-4	-0.0019	0.0322	-0.0055	0.0012	0.0046	AFR	0_rand_intrain
0.0348	0.0046	-3e-4	4e-4	0.0019	-0.0037	0.036	-0.0064	-2e-4	0.0055	AFR	0_rand_intrain
0.0347	0.0043	-1e-4	-3e-4	1e-4	-0.0041	0.0379	-9e-4	-0.0024	0.0041	AFR	0_rand_intrain
0.0343	0.0046	-5e-4	-4e-4	7e-4	-0.0034	0.0344	-0.0093	-6e-4	6e-4	AFR	0_rand_intrain
0.0346	0.0043	-5e-4	-4e-4	0.0027	-0.0039	0.0382	-0.0045	9e-4	0.0033	AFR	0_rand_intrain
0.0346	0.0046	-3e-4	-2e-4	-8e-4	-0.0032	0.0359	-0.0025	7e-4	0.0028	AFR	0_rand_intrain
0.0343	0.0042	-1e-4	-1e-4	0.0019	-0.0026	0.03	-0.007	-0.002	-9e-4	AFR	0_rand_intrain
0.0346	0.0046	1e-4	1e-4	4e-4	-0.0038	0.0401	-0.004	-7e-4	0.0047	AFR	0_rand_intrain
0.0344	0.0044	-7e-4	-6e-4	4e-4	-0.0036	0.032	-0.0045	-0.0029	0.0037	AFR	0_rand_intrain
0.0347	0.0046	-2e-4	-2e-4	0.0022	-0.0056	0.037	-0.0039	-0.0035	0.0042	AFR	0_rand_intrain
0.0344	0.0043	-7e-4	3e-4	0.0019	-0.0056	0.0338	-0.003	-4e-4	0.007	AFR	0_rand_intrain
-0.0104	-0.0088	0.0196	-0.0256	0.0019	-0.0029	-3e-4	0.0011	0.0033	-0.0062	SAS	0_rand_intrain
-0.0104	-0.01	0.0186	-0.0223	0.0015	-0.0068	-5e-4	-4e-4	0.0078	0.0092	SAS	0_rand_intrain
-0.0103	-0.0117	0.017	-0.02	0.001	0.0018	-0.0017	-8e-4	0.017	0.004	SAS	0_rand_intrain
-0.0104	-0.007	0.0217	-0.0288	0.003	-0.0024	9e-4	2e-4	-0.0321	0.0234	SAS	0_rand_intrain
0.0348	0.0043	-5e-4	1e-4	6e-4	-0.0033	-0.019	0.0445	-0.0051	-4e-4	AFR	0_rand_intrain
0.0346	0.0042	-3e-4	-3e-4	0.0015	-0.0046	-0.0262	0.0436	-0.0052	0.002	AFR	0_rand_intrain
0.0348	0.0045	-7e-4	6e-4	2e-4	-0.0035	-0.0216	0.0446	0	-0.0031	AFR	0_rand_intrain
0.0347	0.0044	-4e-4	-7e-4	-7e-4	-0.0053	-0.0205	0.0379	-0.0014	-0.0014	AFR	0_rand_intrain
0.0349	0.0044	-2e-4	-4e-4	7e-4	-0.0041	-0.0246	0.0449	-0.002	-2e-4	AFR	0_rand_intrain
0.0345	0.0049	-1e-4	0	0.0024	-0.0051	-0.024	0.0412	-4e-4	0.0013	AFR	0_rand_intrain
0.0349	0.0047	-5e-4	1e-4	6e-4	-0.0038	-0.0212	0.038	-0.001	-1e-4	AFR	0_rand_intrain
0.0345	0.0048	-3e-4	-2e-4	5e-4	-0.005	-0.0207	0.041	-3e-4	0.0013	AFR	0_rand_intrain
0.0335	0.0038	-2e-4	-3e-4	7e-4	3e-4	0.0645	-0.0311	0.0023	-0.0041	AFR	0_rand_intrain
0.0318	0.0028	-5e-4	0.0018	2e-4	0.0061	0.0588	-0.0293	0.0041	-1e-4	AFR	0_rand_intrain
0.0345	0.0045	-5e-4	3e-4	9e-4	-0.0055	0.0366	-0.0035	0.0023	0.0053	AFR	0_rand_intrain
0.0347	0.0044	-6e-4	-5e-4	0.0014	-0.0045	0.0315	-0.0026	-0.0013	0.0082	AFR	0_rand_intrain
0.0344	0.0045	0	-4e-4	-0.0011	-0.001	0.0336	-0.0059	0.0034	0.0015	AFR	0_rand_intrain
0.0344	0.0046	-8e-4	5e-4	-8e-4	-0.0056	0.0308	-0.0011	2e-4	0.0023	AFR	0_rand_intrain
0.0346	0.0045	-6e-4	1e-4	0.0031	-0.0038	0.0317	-0.0055	7e-4	-0.001	AFR	0_rand_intrain
0.0345	0.0041	-2e-4	0	7e-4	-0.0052	0.031	-0.004	0.0022	0.0015	AFR	0_rand_intrain
0.0343	0.0045	-4e-4	0	5e-4	-0.0025	0.0298	-0.001	5e-4	0.0016	AFR	0_rand_intrain
0.0342	0.0046	0	-4e-4	9e-4	-0.0021	0.0363	-0.0043	0.0012	0.0057	AFR	0_rand_intrain
0.0345	0.0044	-4e-4	-7e-4	5e-4	-0.0045	0.0359	-0.0065	0.003	0	AFR	0_rand_intrain
0.0344	0.0042	-7e-4	3e-4	9e-4	-0.0032	0.0355	-0.0058	-0.0014	-5e-4	AFR	0_rand_intrain
0.0345	0.0044	-8e-4	5e-4	6e-4	-0.0048	0.0345	-0.0083	0.0013	-9e-4	AFR	0_rand_intrain
0.0346	0.0045	-3e-4	3e-4	-1e-4	-0.0012	0.0354	-0.0064	0.0022	-0.0023	AFR	0_rand_intrain
0.0345	0.0045	-4e-4	4e-4	-1e-4	-0.0032	0.0284	-0.0015	-0.0011	0.0034	AFR	0_rand_intrain
0.0344	0.0044	2e-4	-4e-4	-3e-4	-0.0032	0.0302	0.002	0.0023	0.0015	AFR	0_rand_intrain
0.0343	0.0041	-3e-4	-2e-4	0	-0.0052	0.0349	-0.011	0.0018	-0.0012	AFR	0_rand_intrain
0.0344	0.0043	-3e-4	-1e-4	0.0016	-0.0011	0.0281	-1e-4	0.0037	0.0027	AFR	0_rand_intrain
0.0344	0.0042	-6e-4	3e-4	0.0013	-0.0033	0.0325	8e-4	8e-4	0.0052	AFR	0_rand_intrain
-0.011	-0.0014	0.0208	-0.0266	-0.0036	-0.0049	0.0012	-0.0015	-0.0132	6e-4	SAS	0_rand_intrain
-0.011	-0.0019	0.0225	-0.0287	-0.0011	-0.0018	3e-4	-0.0016	-0.01	0.009	SAS	0_rand_intrain
-0.0112	-0.0017	0.0212	-0.0276	-0.0049	-0.0012	8e-4	0.0012	-0.0136	0.0051	SAS	0_rand_intrain
-0.011	-0.0015	0.0211	-0.0267	-0.0013	-7e-4	4e-4	4e-4	-0.0046	-0.0064	SAS	0_rand_intrain
-0.0113	-0.0015	0.0202	-0.0252	-0.0016	-0.0011	0.0013	0	-0.0069	0.0019	SAS	0_rand_intrain
-0.0111	-0.0017	0.0214	-0.0254	-0.0019	-0.0049	-0.0015	-0.0023	-0.0182	0.0043	SAS	0_rand_intrain
-0.0107	-0.003	0.0251	-0.0368	2e-4	-0.0047	-7e-4	0	-0.0169	0.0024	SAS	0_rand_intrain
-0.0112	-0.0011	0.022	-0.0284	-0.0021	-0.0046	0	-0.0011	-0.0066	0.0014	SAS	0_rand_intrain
-0.0111	-0.0019	0.0218	-0.0282	1e-4	-0.005	-2e-4	-1e-4	-0.0083	0.0013	SAS	0_rand_intrain
-0.0109	-3e-4	0.0205	-0.0259	-0.0026	-0.0012	-9e-4	-2e-4	-0.0034	-0.0028	SAS	0_rand_intrain
-0.0112	-0.0013	0.0209	-0.0261	3e-4	-0.0038	-4e-4	-8e-4	-9e-4	0.0011	SAS	0_rand_intrain
-0.0112	-0.0013	0.0208	-0.0267	-7e-4	-0.0015	1e-4	0.0026	-0.008	0.0062	SAS	0_rand_intrain
-0.011	-0.0016	0.0212	-0.0263	-0.002	-9e-4	7e-4	-3e-4	-0.0064	0.0034	SAS	0_rand_intrain
-0.0109	-0.0017	0.0214	-0.0259	-0.0015	-0.002	-9e-4	0.003	-0.005	-0.0033	SAS	0_rand_intrain
-0.0103	-0.0115	0.0179	-0.0224	-0.002	-5e-4	-0.0015	0.0025	0.0081	0.0078	SAS	0_rand_intrain
-0.0103	-0.0137	0.0146	-0.0167	0.0047	-0.0049	-0.0023	-0.0019	0.0189	0.0046	SAS	0_rand_intrain
-0.0104	-0.0134	0.0165	-0.0192	3e-4	7e-4	0	0.0013	0.0143	-6e-4	SAS	0_rand_intrain
-0.0102	-0.0137	0.0162	-0.0175	3e-4	7e-4	-1e-4	0.0015	0.0085	0.0115	SAS	0_rand_intrain
-0.0102	-0.0111	0.0176	-0.0205	-0.0016	-1e-4	-0.0025	0.0042	0.0081	0.0093	SAS	0_rand_intrain
-0.0104	-0.01	0.0189	-0.0228	9e-4	0.0013	6e-4	0.0027	6e-4	0.0029	SAS	0_rand_intrain
-0.0106	-0.0086	0.0207	-0.0251	0.0012	-0.0027	-0.0019	-9e-4	7e-4	0.0013	SAS	0_rand_intrain
-0.0103	-0.0119	0.0171	-0.0188	0.001	-8e-4	-0.0028	0.0035	0.0105	0.0037	SAS	0_rand_intrain
-0.0106	-0.0099	0.0183	-0.0219	0.0022	-0.0044	-0.0018	-8e-4	0.0042	0.0057	SAS	0_rand_intrain
