PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	tag	run_clean
-0.0076	-0.0068	0.0169	-0.037	2e-4	0	0.0016	-4e-4	-0.0013	-0.018	SAS	500_rand_intrain
-0.0075	-0.0128	0.0141	-0.0242	-0.0016	9e-4	0.0066	-0.0019	-0.0017	0.0081	SAS	500_rand_intrain
-0.0074	-0.0079	0.0168	-0.0369	3e-4	-0.0021	-0.0013	-0.001	3e-4	0.1006	SAS	500_rand_intrain
-0.0076	-0.0079	0.0173	-0.0373	1e-4	-5e-4	0.002	0.0018	-0.0022	0.0857	SAS	500_rand_intrain
-0.0078	-0.0079	0.0171	-0.038	2e-4	-0.0025	0.0044	4e-4	3e-4	0.0849	SAS	500_rand_intrain
-0.0077	-0.0087	0.0167	-0.0372	-0.0017	-0.0042	0.0051	-0.0016	-0.0014	0.0961	SAS	500_rand_intrain
-0.0075	-0.0084	0.017	-0.038	-0.0013	-0.0033	3e-4	0.0015	0.0027	0.1122	SAS	500_rand_intrain
-0.0072	-0.0079	0.0175	-0.0399	-0.0014	-5e-4	0.0026	6e-4	9e-4	0.1024	SAS	500_rand_intrain
-0.0073	-0.0087	0.0176	-0.0381	-8e-4	-0.0031	0.0035	-0.001	5e-4	0.1001	SAS	500_rand_intrain
-0.0077	-0.0092	0.0159	-0.0326	0	-0.0028	-0.0039	-5e-4	0.0012	0.0077	SAS	500_rand_intrain
-0.0076	-0.0079	0.0178	-0.0395	-0.0012	-0.0023	-7e-4	4e-4	0.0024	0.1182	SAS	500_rand_intrain
-0.0074	-0.008	0.0168	-0.0392	-0.001	-0.0016	-9e-4	-5e-4	9e-4	0.1223	SAS	500_rand_intrain
-0.0077	-0.0079	0.0166	-0.0369	-2e-4	2e-4	0.0054	0.0014	1e-4	0.0019	SAS	500_rand_intrain
-0.0074	-0.0092	0.0158	-0.0344	-0.0012	-0.0025	-9e-4	-1e-4	1e-4	0.007	SAS	500_rand_intrain
-0.0075	-0.008	0.0169	-0.0373	0.001	-0.0023	6e-4	0.0016	9e-4	0.1132	SAS	500_rand_intrain
-0.0075	-0.0092	0.0168	-0.0364	0	-0.0016	0.0026	4e-4	4e-4	0.1061	SAS	500_rand_intrain
-0.0075	-0.0084	0.0167	-0.0386	2e-4	-6e-4	0.0018	-8e-4	7e-4	0.1137	SAS	500_rand_intrain
-0.0076	-0.0081	0.0161	-0.0368	-3e-4	-0.0018	7e-4	0.0018	-0.0034	0.0766	SAS	500_rand_intrain
-0.0075	-0.0086	0.0168	-0.0392	3e-4	-0.0039	0.0016	3e-4	-0.0011	0.1013	SAS	500_rand_intrain
-0.0074	-0.0082	0.017	-0.0387	-8e-4	1e-4	4e-4	-2e-4	-2e-4	0.1084	SAS	500_rand_intrain
-0.0074	-0.0083	0.0168	-0.0385	-0.0026	-0.0049	8e-4	-5e-4	0.0019	0.1069	SAS	500_rand_intrain
-0.0077	-0.0089	0.0168	-0.0351	1e-4	-0.0031	0.0051	1e-4	3e-4	0.0676	SAS	500_rand_intrain
-0.0074	-0.0082	0.0171	-0.0386	-8e-4	-0.0034	0.0016	0.0011	-0.001	0.1041	SAS	500_rand_intrain
-0.0074	-0.0093	0.0167	-0.0367	-2e-4	0	0.0031	-0.0021	0.0029	0.1069	SAS	500_rand_intrain
-0.0074	-0.0125	0.0143	-0.0253	0	-0.0013	0.0014	-3e-4	-2e-4	0.0204	SAS	500_rand_intrain
-0.0075	-0.0086	0.0172	-0.0374	-6e-4	-0.0016	0.0019	7e-4	0.0015	0.1057	SAS	500_rand_intrain
-0.0076	-0.0082	0.0166	-0.036	2e-4	-4e-4	0.0011	-1e-4	-0.001	0.0909	SAS	500_rand_intrain
-0.0075	-0.0083	0.0169	-0.0378	0.001	-0.001	0.0011	-0.0012	8e-4	0.0993	SAS	500_rand_intrain
-0.0075	-0.0081	0.0173	-0.0385	7e-4	-0.002	-0.0021	9e-4	3e-4	0.1057	SAS	500_rand_intrain
-0.0075	-0.0087	0.0167	-0.0365	1e-4	-3e-4	4e-4	-0.0014	0.0023	0.096	SAS	500_rand_intrain
-0.0075	-0.0085	0.0169	-0.0379	8e-4	-3e-4	7e-4	0	-6e-4	0.1129	SAS	500_rand_intrain
-0.0076	-0.0086	0.0161	-0.0339	0	2e-4	-1e-4	5e-4	0.0027	0.016	SAS	500_rand_intrain
-0.0075	-0.0084	0.0168	-0.037	3e-4	-0.0032	0.0057	-1e-4	0.004	0.0944	SAS	500_rand_intrain
-0.0075	-0.0084	0.0174	-0.0381	-2e-4	0.0036	-5e-4	9e-4	0.0016	0.1087	SAS	500_rand_intrain
-0.0074	-0.0084	0.0174	-0.0384	0.0012	3e-4	-0.0038	0.0015	0.0024	0.1182	SAS	500_rand_intrain
-0.0076	-0.0095	0.0156	-0.0323	-7e-4	-3e-4	-0.0014	7e-4	-0.0014	-6e-4	SAS	500_rand_intrain
-0.0074	-0.0086	0.0175	-0.0376	-1e-4	-0.0018	0.0013	-0.0014	2e-4	0.1141	SAS	500_rand_intrain
-0.0072	-0.0086	0.0169	-0.0378	-2e-4	-0.004	-5e-4	-3e-4	-3e-4	0.1017	SAS	500_rand_intrain
-0.0076	-0.0079	0.0168	-0.038	3e-4	-0.0031	0.0023	-0.0013	0.0025	0.104	SAS	500_rand_intrain
-0.0075	-0.0082	0.017	-0.0378	2e-4	-0.0053	0.0018	2e-4	1e-4	0.1111	SAS	500_rand_intrain
-0.0076	-0.0081	0.0169	-0.0383	0	-0.0015	0.0011	-3e-4	0.0015	0.1033	SAS	500_rand_intrain
-0.0074	-0.0079	0.0171	-0.0383	2e-4	-0.0024	0.0015	6e-4	0.0024	0.1067	SAS	500_rand_intrain
-0.0075	-0.0085	0.0169	-0.0381	-0.0012	-6e-4	0.0035	4e-4	0.0014	0.1051	SAS	500_rand_intrain
-0.0077	-0.0077	0.0174	-0.0387	0.0011	-0.002	0.0036	7e-4	0.0054	0.1097	SAS	500_rand_intrain
-0.0077	-0.0091	0.0171	-0.0361	0.0011	-0.0033	0.0019	0.0019	0.0012	0.1014	SAS	500_rand_intrain
-0.0075	-0.0083	0.0166	-0.0371	-4e-4	9e-4	0.0025	0.0012	-1e-4	0.102	SAS	500_rand_intrain
-0.0074	-0.0084	0.0171	-0.0379	2e-4	-0.001	0.0021	-3e-4	0.0013	0.1151	SAS	500_rand_intrain
-0.0076	-0.0084	0.0167	-0.0375	-0.0013	-9e-4	0.0037	0	0.003	0.1025	SAS	500_rand_intrain
-0.0075	-0.0083	0.0169	-0.0387	-9e-4	4e-4	0.002	2e-4	0.0011	0.1125	SAS	500_rand_intrain
-0.0076	-0.0082	0.017	-0.0375	-0.001	-0.0013	2e-4	0.0012	0.0028	0.1148	SAS	500_rand_intrain
-0.0076	-0.0079	0.0173	-0.0394	-0.0013	0.0016	0.0032	1e-4	0.0025	0.1133	SAS	500_rand_intrain
-0.0074	-0.0079	0.0177	-0.0379	8e-4	-0.0021	5e-4	1e-4	-0.001	0.1181	SAS	500_rand_intrain
-0.0124	0.0024	-0.0307	-0.0025	0.0234	0.0017	-0.0027	-0.0013	0.0015	-0.001	ORI	500_rand_intrain
-0.0101	-0.0015	-0.0252	-0.0011	0.0239	9e-4	-0.0053	-7e-4	-0.001	-0.0014	ORI	500_rand_intrain
-0.0111	0.0066	-0.036	-0.007	0.01	0.0018	0.0012	-6e-4	-1e-4	0.0035	ORI	500_rand_intrain
-0.0104	-0.0017	-0.025	-7e-4	0.0284	-2e-4	-0.0043	6e-4	0.0013	0.0034	ORI	500_rand_intrain
-0.0109	1e-4	-0.0278	-0.0023	0.0229	-0.0023	-5e-4	-1e-4	-2e-4	0.0027	ORI	500_rand_intrain
-0.0123	0.0092	-0.0395	-0.0079	0.001	-0.001	0.0038	9e-4	-3e-4	0.0021	ORI	500_rand_intrain
-0.0159	0.015	-0.0489	-0.0135	0.0089	-0.0023	0.0105	-9e-4	-0.0019	9e-4	ORI	500_rand_intrain
-0.0107	0.0025	-0.0306	-0.0029	0.0195	0.0011	0.001	-2e-4	8e-4	-0.0012	ORI	500_rand_intrain
-0.0125	9e-4	-0.03	-0.0024	0.0249	-0.0018	-0.001	-7e-4	-5e-4	8e-4	ORI	500_rand_intrain
-0.0108	-0.0015	-0.027	-5e-4	0.0272	0.0017	-0.0022	0.0014	0.0014	-0.0057	ORI	500_rand_intrain
-0.0153	0.0106	-0.0434	-0.0113	0.0129	-0.0018	0.0092	-8e-4	7e-4	0.0017	ORI	500_rand_intrain
-0.0177	0.0181	-0.0532	-0.0151	0.0042	-5e-4	0.0119	-0.0016	-4e-4	-0.0016	ORI	500_rand_intrain
-0.0168	0.017	-0.0506	-0.014	0.0046	-0.002	0.0096	5e-4	2e-4	0.0031	ORI	500_rand_intrain
-0.0173	0.0175	-0.0518	-0.0146	0.0046	-0.0015	0.0128	-0.0024	9e-4	-1e-4	ORI	500_rand_intrain
-0.0139	0.0117	-0.0431	-0.011	0.0039	-0.0018	0.0074	-0.0018	-0.0017	-1e-4	ORI	500_rand_intrain
-0.0118	0.0019	-0.0294	-0.0019	0.019	7e-4	0.0046	-0.0022	0.0013	0.0025	ORI	500_rand_intrain
-0.0084	0.0046	-0.0326	-0.0053	0.0131	0.0017	0.0028	-1e-4	-0.0011	0.0067	ORI	500_rand_intrain
-0.0116	-3e-4	-0.0268	-0.0017	0.0195	-8e-4	-0.0011	7e-4	-9e-4	2e-4	ORI	500_rand_intrain
-0.017	0.0159	-0.0502	-0.0135	0.0097	-0.0045	0.0157	-0.0021	5e-4	-0.0029	ORI	500_rand_intrain
-0.0104	-0.0033	-0.0238	-1e-4	0.0158	0.0037	-0.0011	-0.0023	0.0018	0.0052	ORI	500_rand_intrain
-0.0115	0.0013	-0.0298	-0.0034	0.0206	6e-4	-0.0012	-3e-4	-0.0013	-0.0033	ORI	500_rand_intrain
-0.0117	0.0033	-0.0321	-0.0033	0.0184	-3e-4	7e-4	-9e-4	-7e-4	-0.0013	ORI	500_rand_intrain
-0.0152	0.0127	-0.0457	-0.0116	1e-4	-1e-4	0.0083	-0.0011	9e-4	-7e-4	ORI	500_rand_intrain
-0.0169	0.0155	-0.0503	-0.0138	-0.0051	-2e-4	0.0115	-0.0018	-0.0014	0.0024	ORI	500_rand_intrain
-0.0094	-0.0019	-0.0235	-1e-4	0.0236	-0.0011	-0.0021	0	6e-4	8e-4	ORI	500_rand_intrain
-0.0101	-0.0024	-0.025	-1e-4	0.026	-0.0013	-0.002	0.002	-5e-4	-1e-4	ORI	500_rand_intrain
-0.0144	0.0144	-0.0466	-0.0135	0.0037	-8e-4	0.0095	-0.0017	0	0.003	ORI	500_rand_intrain
-0.0107	0.0027	-0.0312	-0.0039	0.0197	-8e-4	0.0017	-7e-4	3e-4	-0.0022	ORI	500_rand_intrain
-0.0109	-7e-4	-0.0276	-0.0012	0.0271	-0.0022	-0.0048	-2e-4	-5e-4	0.0068	ORI	500_rand_intrain
-0.0109	2e-4	-0.0279	-0.0028	0.0289	4e-4	6e-4	4e-4	7e-4	-6e-4	ORI	500_rand_intrain
-0.0171	0.0168	-0.0507	-0.0144	0.002	-0.0016	0.0135	-0.0016	0.003	-0.0033	ORI	500_rand_intrain
-0.0115	0.0017	-0.0312	-0.0027	0.0228	9e-4	0.0048	-4e-4	8e-4	0.0013	ORI	500_rand_intrain
-0.0117	0.0029	-0.0307	-0.004	0.0201	-4e-4	0.0032	4e-4	3e-4	0.0017	ORI	500_rand_intrain
-0.0165	0.0164	-0.0504	-0.0129	0.0052	-0.0034	0.0119	0	3e-4	-5e-4	ORI	500_rand_intrain
-0.0105	0.0026	-0.0296	-0.0028	0.021	-9e-4	1e-4	-2e-4	6e-4	-2e-4	ORI	500_rand_intrain
-0.0098	-0.0033	-0.0227	0.0012	0.0244	-0.001	-0.0051	-9e-4	-1e-4	-6e-4	ORI	500_rand_intrain
-0.0104	3e-4	-0.0274	-0.0016	0.0251	9e-4	-0.0022	5e-4	-0.0039	-0.0024	ORI	500_rand_intrain
-0.0114	0.0027	-0.0315	-0.0034	0.0183	2e-4	0.0031	9e-4	-0.0032	-8e-4	ORI	500_rand_intrain
-0.0104	0.0033	-0.0312	-0.0048	0.0221	-0.0062	0.0024	-0.0025	8e-4	0.0088	ORI	500_rand_intrain
-0.0113	0.0014	-0.0303	-0.0034	0.0211	5e-4	7e-4	-1e-4	-3e-4	-1e-4	ORI	500_rand_intrain
-0.0102	-9e-4	-0.0259	-0.0016	0.0212	0.0011	-9e-4	0.0012	4e-4	6e-4	ORI	500_rand_intrain
-0.0126	0.0093	-0.0397	-0.0077	0.0045	-9e-4	0.005	-2e-4	6e-4	0.0014	ORI	500_rand_intrain
-0.0095	0.0038	-0.0316	-0.0047	0.0193	2e-4	0.001	0.002	0.0018	-0.001	ORI	500_rand_intrain
-0.0091	-0.0075	-0.0189	0.0036	0.0292	9e-4	-0.0085	3e-4	0.0017	0.0011	ORI	500_rand_intrain
-0.0148	0.0099	-0.0416	-0.0095	0.0141	-0.0019	0.0056	-1e-4	-0.002	-3e-4	ORI	500_rand_intrain
-0.0112	3e-4	-0.0286	-0.0023	0.0217	0.0027	-0.0019	0.0014	0.0012	-0.0021	ORI	500_rand_intrain
-0.0107	-3e-4	-0.0278	-0.002	0.0208	-9e-4	-0.0034	3e-4	-0.0014	0.0025	ORI	500_rand_intrain
-0.0104	-5e-4	-0.0269	-0.0021	0.0221	-7e-4	-0.0036	1e-4	-0.0017	0.001	ORI	500_rand_intrain
-0.0119	7e-4	-0.0305	-0.0024	0.0218	0.001	-0.001	-0.0017	0.0016	-0.0014	ORI	500_rand_intrain
-0.0172	0.017	-0.0514	-0.0144	-0.0089	-0.0018	0.0092	-0.0015	0.0014	0.0025	ORI	500_rand_intrain
-0.0112	-6e-4	-0.0285	-0.0024	0.0248	-0.0025	-0.0026	1e-4	8e-4	0.005	ORI	500_rand_intrain
-0.0099	-0.0059	-0.0204	0.0021	0.0283	0.002	-0.0057	2e-4	-0.0016	-0.0083	ORI	500_rand_intrain
-0.0111	2e-4	-0.0288	-0.0014	0.0233	8e-4	-0.004	-2e-4	1e-4	0.0038	ORI	500_rand_intrain
-0.0124	0.0025	-0.0315	-0.0038	0.0203	-6e-4	8e-4	-0.0012	-7e-4	0.0017	ORI	500_rand_intrain
-0.0119	0.0011	-0.0299	-0.0033	0.0218	-3e-4	0.0033	-0.0012	0.0013	-0.0027	ORI	500_rand_intrain
-0.0119	0.0047	-0.0336	-0.005	0.0208	4e-4	0.0053	-0.0022	6e-4	0.0061	ORI	500_rand_intrain
-0.0178	0.0185	-0.0525	-0.0165	0.0042	-0.0021	0.0178	-0.0038	-8e-4	0	ORI	500_rand_intrain
-0.009	-0.0078	-0.0182	0.005	0.0361	0.0013	-0.0108	0.0023	5e-4	-0.0067	ORI	500_rand_intrain
-0.0116	-3e-4	-0.0285	-0.0015	0.0249	8e-4	-0.0091	-0.0018	0.0022	0.0104	ORI	500_rand_intrain
-0.0092	-0.0089	-0.0169	0.0059	0.0356	-3e-4	-0.0085	-5e-4	0.0017	0.0044	ORI	500_rand_intrain
-0.0107	-0.0046	-0.0225	0.0016	0.0278	-4e-4	-0.0039	0.0016	4e-4	0.0016	ORI	500_rand_intrain
-0.0079	-0.0039	-0.02	0.0013	0.0265	0.0041	0.0035	-0.0016	0.0024	0.0034	ORI	500_rand_intrain
-0.0116	-0.0033	-0.0249	0	0.0264	5e-4	-0.0073	0.0017	4e-4	-0.0016	ORI	500_rand_intrain
-0.0082	-0.0164	-0.0065	0.0113	0.0374	0	-0.0143	-0.0011	0.0031	7e-4	ORI	500_rand_intrain
-0.0108	-0.0071	-0.0202	0.004	0.0235	-0.0016	-0.0054	0	5e-4	0.0024	ORI	500_rand_intrain
-0.0119	0.0033	-0.0313	-0.0038	0.0223	0.0016	8e-4	-1e-4	-0.0031	-0.0031	ORI	500_rand_intrain
-0.0076	-0.0157	-0.0077	0.0092	0.0359	0.0023	-0.0158	-5e-4	8e-4	-0.0017	ORI	500_rand_intrain
-0.0101	4e-4	-0.0274	-0.0021	0.0215	0	0	-6e-4	-0.001	-7e-4	ORI	500_rand_intrain
-0.0088	-0.0077	-0.0171	0.0039	0.0289	-0.002	-0.0077	0.0021	5e-4	-9e-4	ORI	500_rand_intrain
-0.009	-0.0155	-0.0089	0.0101	0.0407	-8e-4	-0.015	9e-4	0.0035	0.0016	ORI	500_rand_intrain
-0.0128	0.0065	-0.0366	-0.0063	0.0208	4e-4	0.0075	-0.002	-6e-4	-0.0012	ORI	500_rand_intrain
-0.0127	0.0058	-0.0356	-0.0067	0.0183	-0.0017	0.0033	-5e-4	-4e-4	-0.001	ORI	500_rand_intrain
-0.0162	0.0161	-0.0512	-0.0144	-0.002	-0.0019	0.0116	-0.001	8e-4	0	ORI	500_rand_intrain
-0.0115	0.0039	-0.0339	-0.0059	0.02	-4e-4	0.0042	-2e-4	-5e-4	0.0019	ORI	500_rand_intrain
-0.0108	-0.0035	-0.0243	0.0011	0.0277	-0.0033	-0.0064	7e-4	4e-4	-0.0079	ORI	500_rand_intrain
-0.0106	-9e-4	-0.027	-5e-4	0.0239	-0.0021	-0.0018	3e-4	4e-4	0.0027	ORI	500_rand_intrain
-0.0097	9e-4	-0.0276	-0.0028	0.0267	-0.0035	0.0012	6e-4	4e-4	0.0036	ORI	500_rand_intrain
-0.0051	0.0018	-0.0263	-0.0021	0.0249	-2e-4	-0.001	-0.0015	9e-4	-0.0044	ORI	500_rand_intrain
-0.0106	0.0033	-0.0319	-0.0044	0.0224	-0.0015	0.002	6e-4	-3e-4	-7e-4	ORI	500_rand_intrain
-0.0117	-0.0028	-0.0249	-1e-4	0.0207	0.0014	-0.0034	-7e-4	0.0014	-8e-4	ORI	500_rand_intrain
-0.011	5e-4	-0.0283	-0.0019	0.0273	0.0012	-0.0027	0.0013	-4e-4	-5e-4	ORI	500_rand_intrain
-0.0096	-0.0114	-0.0139	0.0076	0.0292	0.0013	-0.013	-1e-4	0.0027	0.004	ORI	500_rand_intrain
-0.0135	0.0081	-0.0391	-0.0084	0.0205	0	0.0068	-0.0019	0.0029	0.0047	ORI	500_rand_intrain
-0.01	-0.004	-0.0228	0.0019	0.0294	-0.0013	-0.0076	7e-4	-0.0027	-1e-4	ORI	500_rand_intrain
-0.0121	0.0055	-0.0337	-0.0059	0.02	-0.0011	4e-4	0.0021	7e-4	-0.0059	ORI	500_rand_intrain
-0.0085	-0.0161	-0.0071	0.0107	0.0452	0.0043	-0.0219	8e-4	0.003	-0.0041	ORI	500_rand_intrain
-0.008	-0.0167	-0.0072	0.0116	0.0337	0.003	-0.0175	3e-4	0.0027	0.0011	ORI	500_rand_intrain
-0.0163	0.0142	-0.0478	-0.0128	0.0041	-0.0012	0.0135	-7e-4	0.0012	0.0027	ORI	500_rand_intrain
-0.0113	0.0011	-0.0304	-0.0019	0.0277	-0.0011	-1e-4	5e-4	0.0038	0.0069	ORI	500_rand_intrain
-0.0156	0.0123	-0.0454	-0.0125	0.0109	-6e-4	0.011	-8e-4	-9e-4	-0.0019	ORI	500_rand_intrain
-0.0092	-0.0022	-0.0244	-5e-4	0.0327	-9e-4	-1e-4	2e-4	0	0.0081	ORI	500_rand_intrain
-0.0106	-5e-4	-0.0274	-4e-4	0.0244	-0.0011	-0.0012	-0.001	0.0016	-0.0025	ORI	500_rand_intrain
-0.0106	0.003	-0.0315	-0.0036	0.022	-3e-4	0.0027	2e-4	-0.0015	-0.0017	ORI	500_rand_intrain
-0.0114	-0.0014	-0.0271	3e-4	0.026	-0.002	0.0022	-7e-4	0.002	-0.0017	ORI	500_rand_intrain
-0.0095	-0.0041	-0.0218	0.0019	0.0277	1e-4	-0.0048	1e-4	0.0033	-0.0034	ORI	500_rand_intrain
-0.0131	0.0031	-0.0325	-0.0041	0.0186	-8e-4	-3e-4	0.0016	-8e-4	-0.0011	ORI	500_rand_intrain
-0.0109	0.0024	-0.0315	-0.0035	0.0185	4e-4	6e-4	0	3e-4	-0.0015	ORI	500_rand_intrain
-0.0147	0.0093	-0.0404	-0.0078	0.0104	-7e-4	0.0083	-3e-4	0.0014	4e-4	ORI	500_rand_intrain
-0.0116	3e-4	-0.0291	-0.0026	0.0258	-0.0023	8e-4	0.002	-9e-4	1e-4	ORI	500_rand_intrain
-0.0109	0.0028	-0.0317	-0.0042	0.0242	-0.001	-0.0012	0.003	-0.001	-0.0017	ORI	500_rand_intrain
-0.0114	0.0022	-0.0311	-0.0035	0.0253	1e-4	0.0017	0.0018	-2e-4	0.0048	ORI	500_rand_intrain
-0.0078	-0.0176	-0.0056	0.0114	0.0344	0.0029	-0.015	0.0023	0.0018	0.0012	ORI	500_rand_intrain
-0.0099	0.0024	-0.0302	-0.004	0.0205	-0.0012	0.0024	3e-4	-4e-4	-0.0012	ORI	500_rand_intrain
-0.0072	-0.0228	7e-4	0.0146	0.0413	0.0034	-0.0212	-2e-4	0.0028	0.0023	ORI	500_rand_intrain
-0.0116	0.0015	-0.0292	-0.0018	0.0227	-6e-4	-8e-4	0.0016	-9e-4	7e-4	ORI	500_rand_intrain
-0.0094	0.0011	-0.0279	-0.002	0.022	4e-4	4e-4	1e-4	0.0015	-0.0014	ORI	500_rand_intrain
-0.0121	0.0024	-0.0312	-0.0035	0.0223	-0.0012	0.0022	-6e-4	-0.0014	0.0029	ORI	500_rand_intrain
-0.0109	-5e-4	-0.0262	-3e-4	0.0209	0.0027	-9e-4	-3e-4	-0.0011	2e-4	ORI	500_rand_intrain
-0.011	0.0012	-0.0302	-0.002	0.0298	-0.0027	4e-4	-3e-4	0.0019	0.0017	ORI	500_rand_intrain
-0.0121	0.0066	-0.0347	-0.0056	0.0147	2e-4	9e-4	2e-4	8e-4	2e-4	ORI	500_rand_intrain
-0.0099	0.0068	-0.0349	-0.0062	0.0106	0.0018	0.0036	-3e-4	-9e-4	0.0015	ORI	500_rand_intrain
-0.0081	0.0047	-0.0311	-0.0049	0.0124	0.0025	-0.0019	-5e-4	5e-4	1e-4	ORI	500_rand_intrain
-0.0113	0.0031	-0.0319	-0.0039	0.0205	-0.0014	0	4e-4	0.0014	0	ORI	500_rand_intrain
-0.009	-0.014	-0.0101	0.0097	0.0329	7e-4	-0.0146	0.002	0.0029	2e-4	ORI	500_rand_intrain
-0.0147	0.0103	-0.0421	-0.0098	0.014	-0.0032	0.0088	-1e-4	-0.0024	9e-4	ORI	500_rand_intrain
-0.012	-8e-4	-0.0271	-7e-4	0.025	1e-4	-5e-4	-0.0012	-0.0011	-9e-4	ORI	500_rand_intrain
-0.0092	0.0016	-0.03	-0.0028	0.0254	0.0046	3e-4	4e-4	-2e-4	0.0042	ORI	500_rand_intrain
-0.0147	0.0091	-0.0411	-0.0094	0.0166	0.001	0.0071	-3e-4	0.0026	-4e-4	ORI	500_rand_intrain
-0.0124	6e-4	-0.0291	-0.0023	0.0221	-0.0015	-2e-4	1e-4	7e-4	-0.0014	ORI	500_rand_intrain
-0.0127	6e-4	-0.0294	-0.0027	0.0185	0.0012	-9e-4	5e-4	-0.001	-0.0016	ORI	500_rand_intrain
-0.0119	0.0017	-0.0313	-0.0036	0.0189	-9e-4	0.0031	8e-4	8e-4	-0.002	ORI	500_rand_intrain
-0.0105	0.0047	-0.0338	-0.0066	0.0208	-0.002	0.0016	4e-4	-0.001	8e-4	ORI	500_rand_intrain
-0.012	0.0038	-0.0331	-0.0051	0.024	-8e-4	0.0032	-2e-4	-4e-4	3e-4	ORI	500_rand_intrain
-0.0102	0.0013	-0.0291	-0.0023	0.0262	-0.0042	-0.0011	0	-0.0015	0.0043	ORI	500_rand_intrain
-0.0117	-0.0016	-0.0269	3e-4	0.0254	-8e-4	-0.001	6e-4	7e-4	-2e-4	ORI	500_rand_intrain
-0.0106	0.0016	-0.03	-0.0029	0.0249	-5e-4	-0.0022	-0.001	0.0011	0.0071	ORI	500_rand_intrain
-0.0101	-0.0024	-0.0236	1e-4	0.0246	-1e-4	-0.0065	9e-4	-4e-4	-0.0023	ORI	500_rand_intrain
-0.0103	-8e-4	-0.0263	-3e-4	0.0238	0.0021	-0.0025	2e-4	0.0013	-7e-4	ORI	500_rand_intrain
-0.0111	-0.0032	-0.0241	0.0012	0.0227	-0.002	-0.0034	-2e-4	0.0013	1e-4	ORI	500_rand_intrain
-0.0109	6e-4	-0.0295	-0.0023	0.0204	9e-4	-0.0016	4e-4	8e-4	-0.0011	ORI	500_rand_intrain
-0.0062	0.0037	-0.0304	-0.0048	0.0223	0.0019	0.0033	-6e-4	0.0017	0.003	ORI	500_rand_intrain
-0.0095	-0.002	-0.0246	1e-4	0.0227	-2e-4	-0.0042	0	0.0012	0.0017	ORI	500_rand_intrain
-0.0115	0.0049	-0.0359	-0.0064	0.0172	-0.0048	0.0046	5e-4	-0.0028	9e-4	ORI	500_rand_intrain
-0.0083	-0.0039	-0.0203	0.0017	0.0298	0.0031	-0.0049	0.0011	-9e-4	0.0076	ORI	500_rand_intrain
-0.0123	0.0053	-0.0353	-0.0064	0.0207	-0.001	0.0035	-4e-4	-0.0021	0.0033	ORI	500_rand_intrain
-0.0115	0.0043	-0.0326	-0.0041	0.0258	8e-4	0.0037	0.0017	-0.0027	-5e-4	ORI	500_rand_intrain
-0.0133	0.0068	-0.0382	-0.0078	0.0137	-6e-4	0.0074	-8e-4	8e-4	-6e-4	ORI	500_rand_intrain
-0.0101	-0.0035	-0.0233	0.0019	0.0245	7e-4	-0.0028	1e-4	0.0014	0.0015	ORI	500_rand_intrain
-0.0106	0.0022	-0.0297	-0.0034	0.0212	-0.0039	0.0026	-0.0015	-6e-4	6e-4	ORI	500_rand_intrain
-0.0109	-0.0011	-0.0269	8e-4	0.0226	-0.0014	-4e-4	-3e-4	1e-4	-0.0038	ORI	500_rand_intrain
-0.0147	0.0098	-0.0419	-0.009	0.0094	-8e-4	0.0089	-0.0021	-1e-4	0.0049	ORI	500_rand_intrain
-0.01	-0.005	-0.0212	0.0016	0.0251	-7e-4	-0.0064	-4e-4	6e-4	0.0025	ORI	500_rand_intrain
-0.009	-0.0069	-0.0184	0.0041	0.0351	0.0016	-0.0114	-4e-4	0.0027	-0.0037	ORI	500_rand_intrain
-0.0098	0.0017	-0.0295	-0.0039	0.0248	-0.0033	0.0021	0.0026	5e-4	-0.0032	ORI	500_rand_intrain
-0.0112	0.0049	-0.0332	-0.0044	0.0233	-0.0049	2e-4	-0.002	-9e-4	0.0081	ORI	500_rand_intrain
-0.0096	-0.0054	-0.0213	0.0021	0.0272	0.0031	-0.006	-1e-4	-0.0011	-0.0016	ORI	500_rand_intrain
-0.0125	0.0053	-0.0358	-0.0064	0.0201	-0.0013	0.006	-0.0017	-0.0021	-0.0027	ORI	500_rand_intrain
-0.0101	0.0038	-0.031	-0.0042	0.0188	-0.0011	0.0037	0.0012	4e-4	-0.0027	ORI	500_rand_intrain
-0.0128	0.005	-0.034	-0.0046	0.0069	-0.0011	-0.0016	-0.001	0.0021	-0.0025	ORI	500_rand_intrain
-0.0119	0.0032	-0.0328	-0.0041	0.0168	-7e-4	0.0022	-0.0018	-5e-4	-0.0016	ORI	500_rand_intrain
-0.0112	-6e-4	-0.0272	-5e-4	0.0229	0.0016	-0.0045	-0.001	6e-4	-0.0028	ORI	500_rand_intrain
-0.0088	-0.0019	-0.0242	-3e-4	0.0276	0.0018	-0.0015	-0.001	7e-4	-5e-4	ORI	500_rand_intrain
-0.0095	-0.0053	-0.0216	0.0029	0.0277	-0.0012	-0.0049	0.0017	-8e-4	0.0098	ORI	500_rand_intrain
-0.0095	-0.0088	-0.0168	0.005	0.0313	5e-4	-0.009	-1e-4	-3e-4	-0.0012	ORI	500_rand_intrain
