ord_sample	svtype	n
1662	DUP	62
1663	DUP	62
1664	DUP	62
1665	DUP	62
1666	DUP	62
1667	DUP	62
1668	DUP	63
1669	DUP	63
1670	DUP	63
1671	DUP	63
1672	DUP	63
1673	DUP	63
1674	DUP	63
1675	DUP	63
1676	DUP	63
1677	DUP	63
1678	DUP	63
1679	DUP	63
1680	DUP	63
1681	DUP	63
1682	DUP	63
1683	DUP	63
1684	DUP	63
1685	DUP	63
1686	DUP	63
1687	DUP	63
1688	DUP	63
1689	DUP	63
1690	DUP	63
1691	DUP	63
1692	DUP	63
1693	DUP	63
1694	DUP	63
1695	DUP	63
1696	DUP	63
1697	DUP	63
1698	DUP	63
1699	DUP	63
1700	DUP	63
1701	DUP	63
1702	DUP	63
1703	DUP	63
1704	DUP	63
1705	DUP	63
1706	DUP	63
1707	DUP	63
1708	DUP	63
1709	DUP	64
1710	DUP	64
1711	DUP	64
1712	DUP	64
1713	DUP	64
1714	DUP	64
1715	DUP	64
1716	DUP	64
1717	DUP	64
1718	DUP	64
1719	DUP	64
1720	DUP	64
1721	DUP	64
1722	DUP	64
1723	DUP	64
1724	DUP	64
1725	DUP	64
1726	DUP	64
1727	DUP	64
1728	DUP	64
1729	DUP	64
1730	DUP	64
1731	DUP	64
1732	DUP	64
1733	DUP	64
1734	DUP	64
1735	DUP	64
1736	DUP	64
1737	DUP	64
1738	DUP	64
1739	DUP	64
1740	DUP	64
1741	DUP	64
1742	DUP	64
1743	DUP	64
1744	DUP	64
1745	DUP	64
1746	DUP	64
1747	DUP	64
1748	DUP	64
1749	DUP	64
1750	DUP	64
1751	DUP	64
1752	DUP	64
1753	DUP	64
1754	DUP	64
1755	DUP	64
1756	DUP	64
1757	DUP	64
1758	DUP	64
1759	DUP	64
1760	DUP	64
1761	DUP	65
1762	DUP	65
1763	DUP	65
1764	DUP	65
1765	DUP	65
1766	DUP	65
1767	DUP	65
1768	DUP	65
1769	DUP	65
1770	DUP	65
1771	DUP	65
1772	DUP	65
1773	DUP	65
1774	DUP	65
1775	DUP	65
1776	DUP	65
1777	DUP	65
1778	DUP	65
1779	DUP	65
1780	DUP	65
1781	DUP	65
1782	DUP	65
1783	DUP	65
1784	DUP	65
1785	DUP	65
1786	DUP	65
1787	DUP	65
1788	DUP	65
1789	DUP	65
1790	DUP	65
1791	DUP	65
1792	DUP	65
1793	DUP	65
1794	DUP	65
1795	DUP	65
1796	DUP	65
1797	DUP	65
1798	DUP	65
1799	DUP	65
1800	DUP	65
1801	DUP	65
1802	DUP	65
1803	DUP	65
1804	DUP	65
1805	DUP	65
1806	DUP	65
1807	DUP	65
1808	DUP	65
1809	DUP	65
1810	DUP	66
1811	DUP	66
1812	DUP	66
1813	DUP	66
1814	DUP	66
1815	DUP	66
1816	DUP	66
1817	DUP	66
1818	DUP	66
1819	DUP	66
1820	DUP	66
1821	DUP	66
1822	DUP	66
1823	DUP	66
1824	DUP	66
1825	DUP	66
1826	DUP	66
1827	DUP	66
1828	DUP	66
1829	DUP	66
1830	DUP	66
1831	DUP	66
1832	DUP	66
1833	DUP	66
1834	DUP	66
1835	DUP	66
1836	DUP	66
1837	DUP	66
1838	DUP	66
1839	DUP	66
1840	DUP	66
1841	DUP	66
1842	DUP	66
1843	DUP	66
1844	DUP	66
1845	DUP	66
1846	DUP	66
1847	DUP	66
1848	DUP	66
1849	DUP	66
1850	DUP	66
1851	DUP	67
1852	DUP	67
1853	DUP	67
1854	DUP	67
1855	DUP	67
1856	DUP	67
1857	DUP	67
1858	DUP	67
1859	DUP	67
1860	DUP	67
1861	DUP	67
1862	DUP	67
1863	DUP	67
1864	DUP	67
1865	DUP	67
1866	DUP	67
1867	DUP	67
1868	DUP	67
1869	DUP	67
1870	DUP	67
1871	DUP	67
1872	DUP	67
1873	DUP	67
1874	DUP	67
1875	DUP	67
1876	DUP	67
1877	DUP	67
1878	DUP	67
1879	DUP	67
1880	DUP	67
1881	DUP	67
1882	DUP	67
1883	DUP	67
1884	DUP	67
1885	DUP	67
1886	DUP	67
1887	DUP	67
1888	DUP	67
1889	DUP	67
1890	DUP	67
1891	DUP	67
1892	DUP	67
1893	DUP	67
1894	DUP	67
1895	DUP	67
1896	DUP	67
1897	DUP	67
1898	DUP	67
1899	DUP	67
1900	DUP	67
1901	DUP	67
1902	DUP	67
1903	DUP	67
1904	DUP	67
1905	DUP	67
1906	DUP	68
1907	DUP	68
1908	DUP	68
1909	DUP	68
1910	DUP	68
1911	DUP	68
1912	DUP	68
1913	DUP	68
1914	DUP	68
1915	DUP	68
1916	DUP	68
1917	DUP	68
1918	DUP	68
1919	DUP	68
1920	DUP	68
1921	DUP	68
1922	DUP	68
1923	DUP	68
1924	DUP	68
1925	DUP	68
1926	DUP	68
1927	DUP	68
1928	DUP	68
1929	DUP	68
1930	DUP	68
1931	DUP	68
1932	DUP	68
1933	DUP	68
1934	DUP	68
1935	DUP	68
1936	DUP	68
1937	DUP	68
1938	DUP	68
1939	DUP	68
1940	DUP	68
1941	DUP	68
1942	DUP	68
1943	DUP	68
1944	DUP	68
1945	DUP	68
1946	DUP	68
1947	DUP	68
1948	DUP	68
1949	DUP	68
1950	DUP	68
1951	DUP	68
1952	DUP	69
1953	DUP	69
1954	DUP	69
1955	DUP	69
1956	DUP	69
1957	DUP	69
1958	DUP	69
1959	DUP	69
1960	DUP	69
1961	DUP	69
1962	DUP	69
1963	DUP	69
1964	DUP	69
1965	DUP	69
1966	DUP	69
1967	DUP	69
1968	DUP	69
1969	DUP	69
1970	DUP	69
1971	DUP	69
1972	DUP	69
1973	DUP	69
1974	DUP	69
1975	DUP	69
1976	DUP	69
1977	DUP	69
1978	DUP	69
1979	DUP	69
1980	DUP	69
1981	DUP	69
1982	DUP	69
1983	DUP	69
1984	DUP	69
1985	DUP	69
1986	DUP	69
1987	DUP	69
1988	DUP	69
1989	DUP	69
1990	DUP	69
1991	DUP	69
1992	DUP	69
1993	DUP	69
1994	DUP	69
1995	DUP	69
1996	DUP	69
1997	DUP	69
1998	DUP	69
1999	DUP	69
2000	DUP	69
2001	DUP	70
2002	DUP	70
2003	DUP	70
2004	DUP	70
2005	DUP	70
2006	DUP	70
2007	DUP	70
2008	DUP	70
2009	DUP	70
2010	DUP	70
2011	DUP	70
2012	DUP	70
2013	DUP	70
2014	DUP	70
2015	DUP	70
2016	DUP	70
2017	DUP	70
2018	DUP	70
2019	DUP	70
2020	DUP	70
2021	DUP	70
2022	DUP	70
2023	DUP	70
2024	DUP	70
2025	DUP	70
2026	DUP	70
2027	DUP	70
2028	DUP	70
2029	DUP	70
2030	DUP	70
2031	DUP	70
2032	DUP	70
2033	DUP	70
2034	DUP	70
2035	DUP	70
2036	DUP	70
2037	DUP	70
2038	DUP	70
2039	DUP	70
2040	DUP	70
2041	DUP	70
2042	DUP	70
2043	DUP	70
2044	DUP	70
2045	DUP	70
2046	DUP	70
2047	DUP	70
2048	DUP	70
2049	DUP	70
2050	DUP	70
2051	DUP	70
2052	DUP	70
2053	DUP	70
2054	DUP	70
2055	DUP	70
2056	DUP	70
2057	DUP	70
2058	DUP	70
2059	DUP	70
2060	DUP	70
2061	DUP	70
2062	DUP	70
2063	DUP	70
2064	DUP	70
2065	DUP	70
2066	DUP	70
2067	DUP	70
2068	DUP	70
2069	DUP	71
2070	DUP	71
2071	DUP	71
2072	DUP	71
2073	DUP	71
2074	DUP	71
2075	DUP	71
2076	DUP	71
2077	DUP	71
2078	DUP	71
2079	DUP	71
2080	DUP	71
2081	DUP	71
2082	DUP	71
2083	DUP	71
2084	DUP	71
2085	DUP	71
2086	DUP	71
2087	DUP	71
2088	DUP	71
2089	DUP	71
2090	DUP	71
2091	DUP	71
2092	DUP	71
2093	DUP	71
2094	DUP	71
2095	DUP	71
2096	DUP	71
2097	DUP	71
2098	DUP	71
2099	DUP	71
2100	DUP	71
2101	DUP	71
2102	DUP	71
2103	DUP	71
2104	DUP	71
2105	DUP	71
2106	DUP	71
2107	DUP	71
2108	DUP	71
2109	DUP	71
2110	DUP	71
2111	DUP	71
2112	DUP	71
2113	DUP	71
2114	DUP	71
2115	DUP	71
2116	DUP	71
2117	DUP	71
2118	DUP	71
2119	DUP	71
2120	DUP	71
2121	DUP	71
2122	DUP	71
2123	DUP	71
2124	DUP	71
2125	DUP	72
2126	DUP	72
2127	DUP	72
2128	DUP	72
2129	DUP	72
2130	DUP	72
2131	DUP	72
2132	DUP	72
2133	DUP	72
2134	DUP	72
2135	DUP	72
2136	DUP	72
2137	DUP	72
2138	DUP	72
2139	DUP	72
2140	DUP	72
2141	DUP	72
2142	DUP	72
2143	DUP	72
2144	DUP	72
2145	DUP	72
2146	DUP	72
2147	DUP	72
2148	DUP	72
2149	DUP	72
2150	DUP	72
2151	DUP	72
2152	DUP	72
2153	DUP	72
2154	DUP	72
2155	DUP	72
2156	DUP	72
2157	DUP	72
2158	DUP	72
2159	DUP	72
2160	DUP	72
2161	DUP	72
2162	DUP	72
2163	DUP	72
2164	DUP	72
2165	DUP	72
2166	DUP	72
2167	DUP	72
2168	DUP	72
2169	DUP	72
2170	DUP	72
2171	DUP	72
2172	DUP	72
2173	DUP	72
2174	DUP	72
2175	DUP	72
2176	DUP	72
2177	DUP	72
2178	DUP	72
2179	DUP	72
2180	DUP	72
2181	DUP	72
2182	DUP	73
2183	DUP	73
2184	DUP	73
2185	DUP	73
2186	DUP	73
2187	DUP	73
2188	DUP	73
2189	DUP	73
2190	DUP	73
2191	DUP	73
2192	DUP	73
2193	DUP	73
2194	DUP	73
2195	DUP	73
2196	DUP	73
2197	DUP	73
2198	DUP	73
2199	DUP	73
2200	DUP	73
2201	DUP	73
2202	DUP	73
2203	DUP	73
2204	DUP	73
2205	DUP	73
2206	DUP	73
2207	DUP	73
2208	DUP	73
2209	DUP	73
2210	DUP	73
2211	DUP	73
2212	DUP	73
2213	DUP	73
2214	DUP	73
2215	DUP	73
2216	DUP	73
2217	DUP	73
2218	DUP	73
2219	DUP	73
2220	DUP	73
2221	DUP	73
2222	DUP	73
2223	DUP	73
2224	DUP	73
2225	DUP	73
2226	DUP	73
2227	DUP	73
2228	DUP	73
2229	DUP	73
2230	DUP	73
2231	DUP	73
2232	DUP	73
2233	DUP	73
2234	DUP	73
2235	DUP	73
2236	DUP	74
2237	DUP	74
2238	DUP	74
2239	DUP	74
2240	DUP	74
2241	DUP	74
2242	DUP	74
2243	DUP	74
2244	DUP	74
2245	DUP	74
2246	DUP	74
2247	DUP	74
2248	DUP	74
2249	DUP	74
2250	DUP	74
2251	DUP	74
2252	DUP	74
2253	DUP	74
2254	DUP	74
2255	DUP	74
2256	DUP	74
2257	DUP	74
2258	DUP	74
2259	DUP	74
2260	DUP	74
2261	DUP	74
2262	DUP	74
2263	DUP	74
2264	DUP	74
2265	DUP	74
2266	DUP	74
2267	DUP	74
2268	DUP	74
2269	DUP	74
2270	DUP	74
2271	DUP	74
2272	DUP	74
2273	DUP	74
2274	DUP	74
2275	DUP	74
2276	DUP	74
2277	DUP	74
2278	DUP	74
2279	DUP	74
2280	DUP	74
2281	DUP	74
2282	DUP	74
2283	DUP	74
2284	DUP	74
2285	DUP	74
2286	DUP	74
2287	DUP	74
2288	DUP	75
2289	DUP	75
2290	DUP	75
2291	DUP	75
2292	DUP	75
2293	DUP	75
2294	DUP	75
2295	DUP	75
2296	DUP	75
2297	DUP	75
2298	DUP	75
2299	DUP	75
2300	DUP	75
2301	DUP	75
2302	DUP	75
2303	DUP	75
2304	DUP	75
2305	DUP	75
2306	DUP	75
2307	DUP	75
2308	DUP	75
2309	DUP	75
2310	DUP	75
2311	DUP	75
2312	DUP	75
2313	DUP	75
2314	DUP	75
2315	DUP	75
2316	DUP	75
2317	DUP	75
2318	DUP	75
2319	DUP	75
2320	DUP	75
2321	DUP	75
2322	DUP	75
2323	DUP	75
2324	DUP	75
2325	DUP	75
2326	DUP	75
2327	DUP	75
2328	DUP	75
2329	DUP	75
2330	DUP	75
2331	DUP	75
2332	DUP	75
2333	DUP	75
2334	DUP	75
2335	DUP	75
2336	DUP	75
2337	DUP	75
2338	DUP	75
2339	DUP	75
2340	DUP	75
2341	DUP	75
2342	DUP	75
2343	DUP	75
2344	DUP	75
2345	DUP	75
2346	DUP	75
2347	DUP	75
2348	DUP	75
2349	DUP	75
2350	DUP	75
2351	DUP	75
2352	DUP	75
2353	DUP	75
2354	DUP	75
2355	DUP	76
2356	DUP	76
2357	DUP	76
2358	DUP	76
2359	DUP	76
2360	DUP	76
2361	DUP	76
2362	DUP	76
2363	DUP	76
2364	DUP	76
2365	DUP	76
2366	DUP	76
2367	DUP	76
2368	DUP	76
2369	DUP	76
2370	DUP	76
2371	DUP	76
2372	DUP	76
2373	DUP	76
2374	DUP	76
2375	DUP	76
2376	DUP	76
2377	DUP	76
2378	DUP	76
2379	DUP	76
2380	DUP	76
2381	DUP	76
2382	DUP	76
2383	DUP	76
2384	DUP	76
2385	DUP	76
2386	DUP	76
2387	DUP	76
2388	DUP	76
2389	DUP	76
2390	DUP	76
2391	DUP	76
2392	DUP	76
2393	DUP	76
2394	DUP	76
2395	DUP	76
2396	DUP	76
2397	DUP	76
2398	DUP	76
2399	DUP	76
2400	DUP	76
2401	DUP	76
2402	DUP	76
2403	DUP	76
2404	DUP	76
2405	DUP	76
2406	DUP	77
2407	DUP	77
2408	DUP	77
2409	DUP	77
2410	DUP	77
2411	DUP	77
2412	DUP	77
2413	DUP	77
2414	DUP	77
2415	DUP	77
2416	DUP	77
2417	DUP	77
2418	DUP	77
2419	DUP	77
2420	DUP	77
2421	DUP	77
2422	DUP	77
2423	DUP	77
2424	DUP	77
2425	DUP	77
2426	DUP	77
2427	DUP	77
2428	DUP	77
2429	DUP	77
2430	DUP	77
2431	DUP	77
2432	DUP	77
2433	DUP	77
2434	DUP	77
2435	DUP	77
2436	DUP	77
2437	DUP	77
2438	DUP	77
2439	DUP	77
2440	DUP	77
2441	DUP	77
2442	DUP	77
2443	DUP	77
2444	DUP	77
2445	DUP	77
2446	DUP	77
2447	DUP	77
2448	DUP	77
2449	DUP	77
2450	DUP	77
2451	DUP	77
2452	DUP	77
2453	DUP	77
2454	DUP	77
2455	DUP	77
2456	DUP	77
2457	DUP	77
2458	DUP	77
2459	DUP	77
2460	DUP	78
2461	DUP	78
2462	DUP	78
2463	DUP	78
2464	DUP	78
2465	DUP	78
2466	DUP	78
2467	DUP	78
2468	DUP	78
2469	DUP	78
2470	DUP	78
2471	DUP	78
2472	DUP	78
2473	DUP	78
2474	DUP	78
2475	DUP	78
2476	DUP	78
2477	DUP	78
2478	DUP	78
2479	DUP	78
2480	DUP	78
2481	DUP	78
2482	DUP	78
2483	DUP	78
2484	DUP	78
2485	DUP	78
2486	DUP	78
2487	DUP	78
2488	DUP	78
2489	DUP	78
2490	DUP	78
2491	DUP	78
2492	DUP	78
2493	DUP	78
2494	DUP	78
2495	DUP	78
2496	DUP	78
2497	DUP	78
2498	DUP	78
2499	DUP	78
2500	DUP	78
2501	DUP	78
2502	DUP	78
2503	DUP	78
2504	DUP	78
2505	DUP	78
2506	DUP	78
2507	DUP	78
2508	DUP	79
2509	DUP	79
2510	DUP	79
2511	DUP	79
2512	DUP	79
2513	DUP	79
2514	DUP	79
2515	DUP	79
2516	DUP	79
2517	DUP	79
2518	DUP	79
2519	DUP	79
2520	DUP	79
2521	DUP	79
2522	DUP	79
2523	DUP	79
2524	DUP	79
2525	DUP	79
2526	DUP	79
2527	DUP	79
2528	DUP	79
2529	DUP	79
2530	DUP	79
2531	DUP	79
2532	DUP	79
2533	DUP	79
2534	DUP	79
2535	DUP	79
2536	DUP	79
2537	DUP	79
2538	DUP	79
2539	DUP	80
2540	DUP	80
2541	DUP	80
2542	DUP	80
2543	DUP	80
2544	DUP	80
2545	DUP	80
2546	DUP	80
2547	DUP	80
2548	DUP	80
2549	DUP	80
2550	DUP	80
2551	DUP	80
2552	DUP	80
2553	DUP	80
2554	DUP	80
2555	DUP	80
2556	DUP	80
2557	DUP	80
2558	DUP	80
2559	DUP	80
2560	DUP	80
2561	DUP	80
2562	DUP	80
2563	DUP	80
2564	DUP	80
2565	DUP	80
2566	DUP	80
2567	DUP	80
2568	DUP	80
2569	DUP	80
2570	DUP	80
2571	DUP	80
2572	DUP	80
2573	DUP	80
2574	DUP	80
2575	DUP	80
2576	DUP	80
2577	DUP	80
2578	DUP	80
2579	DUP	80
2580	DUP	80
2581	DUP	80
2582	DUP	80
2583	DUP	80
2584	DUP	80
2585	DUP	80
2586	DUP	80
2587	DUP	80
2588	DUP	80
2589	DUP	80
2590	DUP	81
2591	DUP	81
2592	DUP	81
2593	DUP	81
2594	DUP	81
2595	DUP	81
2596	DUP	81
2597	DUP	81
2598	DUP	81
2599	DUP	81
2600	DUP	81
2601	DUP	81
2602	DUP	81
2603	DUP	81
2604	DUP	81
2605	DUP	81
2606	DUP	81
2607	DUP	81
2608	DUP	81
2609	DUP	81
2610	DUP	81
2611	DUP	81
2612	DUP	81
2613	DUP	81
2614	DUP	81
2615	DUP	81
2616	DUP	81
2617	DUP	81
2618	DUP	81
2619	DUP	81
2620	DUP	81
2621	DUP	81
2622	DUP	81
2623	DUP	81
2624	DUP	81
2625	DUP	81
2626	DUP	81
2627	DUP	81
2628	DUP	82
2629	DUP	82
2630	DUP	82
2631	DUP	82
2632	DUP	82
2633	DUP	82
2634	DUP	82
2635	DUP	82
2636	DUP	82
2637	DUP	82
2638	DUP	82
2639	DUP	82
2640	DUP	82
2641	DUP	82
2642	DUP	82
2643	DUP	82
2644	DUP	82
2645	DUP	82
2646	DUP	82
2647	DUP	82
2648	DUP	82
2649	DUP	82
2650	DUP	82
2651	DUP	82
2652	DUP	82
2653	DUP	82
2654	DUP	82
2655	DUP	82
2656	DUP	82
2657	DUP	82
2658	DUP	82
2659	DUP	82
2660	DUP	82
2661	DUP	82
2662	DUP	82
2663	DUP	82
2664	DUP	82
2665	DUP	82
2666	DUP	82
2667	DUP	82
2668	DUP	82
2669	DUP	83
2670	DUP	83
2671	DUP	83
2672	DUP	83
2673	DUP	83
2674	DUP	83
2675	DUP	83
2676	DUP	83
2677	DUP	83
2678	DUP	83
2679	DUP	83
2680	DUP	83
2681	DUP	83
2682	DUP	83
2683	DUP	83
2684	DUP	83
2685	DUP	83
2686	DUP	83
2687	DUP	83
2688	DUP	83
2689	DUP	83
2690	DUP	83
2691	DUP	83
2692	DUP	83
2693	DUP	83
2694	DUP	83
2695	DUP	83
2696	DUP	83
2697	DUP	84
2698	DUP	84
2699	DUP	84
2700	DUP	84
2701	DUP	84
2702	DUP	84
2703	DUP	84
2704	DUP	84
2705	DUP	84
2706	DUP	84
2707	DUP	84
2708	DUP	84
2709	DUP	84
2710	DUP	84
2711	DUP	84
2712	DUP	84
2713	DUP	84
2714	DUP	84
2715	DUP	84
2716	DUP	84
2717	DUP	84
2718	DUP	84
2719	DUP	84
2720	DUP	84
2721	DUP	84
2722	DUP	84
2723	DUP	84
2724	DUP	84
2725	DUP	84
2726	DUP	84
2727	DUP	85
2728	DUP	85
2729	DUP	85
2730	DUP	85
2731	DUP	85
2732	DUP	85
2733	DUP	85
2734	DUP	85
2735	DUP	85
2736	DUP	85
2737	DUP	85
2738	DUP	85
2739	DUP	85
2740	DUP	85
2741	DUP	85
2742	DUP	85
2743	DUP	85
2744	DUP	85
2745	DUP	86
2746	DUP	86
2747	DUP	86
2748	DUP	86
2749	DUP	86
2750	DUP	86
2751	DUP	86
2752	DUP	86
2753	DUP	86
2754	DUP	86
2755	DUP	86
2756	DUP	86
2757	DUP	86
2758	DUP	86
2759	DUP	86
2760	DUP	86
2761	DUP	86
2762	DUP	86
2763	DUP	86
2764	DUP	86
2765	DUP	86
2766	DUP	86
2767	DUP	86
2768	DUP	87
2769	DUP	87
2770	DUP	87
2771	DUP	87
2772	DUP	87
2773	DUP	87
2774	DUP	87
2775	DUP	87
2776	DUP	87
2777	DUP	87
2778	DUP	87
2779	DUP	87
2780	DUP	87
2781	DUP	87
2782	DUP	87
2783	DUP	87
2784	DUP	88
2785	DUP	88
2786	DUP	88
2787	DUP	88
2788	DUP	88
2789	DUP	88
2790	DUP	88
2791	DUP	88
2792	DUP	88
2793	DUP	88
2794	DUP	89
2795	DUP	89
2796	DUP	89
2797	DUP	89
2798	DUP	89
2799	DUP	89
2800	DUP	89
2801	DUP	89
2802	DUP	89
2803	DUP	89
2804	DUP	89
2805	DUP	90
2806	DUP	90
2807	DUP	90
2808	DUP	90
2809	DUP	90
2810	DUP	91
2811	DUP	91
2812	DUP	91
2813	DUP	91
2814	DUP	91
2815	DUP	91
2816	DUP	91
2817	DUP	91
2818	DUP	91
2819	DUP	91
2820	DUP	91
2821	DUP	92
2822	DUP	92
2823	DUP	92
2824	DUP	92
2825	DUP	92
2826	DUP	92
2827	DUP	92
2828	DUP	93
2829	DUP	93
2830	DUP	93
2831	DUP	93
2832	DUP	93
2833	DUP	93
2834	DUP	94
2835	DUP	94
2836	DUP	94
2837	DUP	94
2838	DUP	94
2839	DUP	94
2840	DUP	94
2841	DUP	94
2842	DUP	94
2843	DUP	95
2844	DUP	96
2845	DUP	96
2846	DUP	97
2847	DUP	98
2848	DUP	99
2849	DUP	99
2850	DUP	99
2851	DUP	100
2852	DUP	101
2853	DUP	102
2854	DUP	152
