run	pop	proportion
_200	SAS	1e-5
_200	AFR	0.092109
_200	EUR	0.129885
_200	MX-AMR	0.771607
_200	EAS	1e-5
_200	SAS	0.006389
_200	AFR	0.08228
_200	EUR	0.451363
_200	MX-AMR	0.466337
_200	EAS	1e-5
_200	SAS	1e-5
_200	AFR	1e-5
_200	EUR	0.004256
_200	MX-AMR	0.995714
_200	EAS	1e-5
_200	SAS	1e-5
_200	AFR	0.08079
_200	EUR	0.310542
_200	MX-AMR	0.598568
_200	EAS	0.006486
_200	SAS	0.003614
_200	AFR	0.062956
_200	EUR	0.326601
_200	MX-AMR	0.607191
_200	EAS	0.002079
_200	SAS	0.001173
_200	AFR	0.05386
_200	EUR	0.353302
_200	MX-AMR	0.57791
_200	EAS	1e-5
_200	SAS	0.014918
_200	AFR	0.068588
_200	EUR	0.278593
_200	MX-AMR	0.6528
_200	EAS	1e-5
_200	SAS	1e-5
_200	AFR	0.078067
_200	EUR	0.42081
_200	MX-AMR	0.501103
_200	EAS	1e-5
_200	SAS	1e-5
_200	AFR	0.08733
_200	EUR	0.254696
_200	MX-AMR	0.656171
_200	EAS	1e-5
_200	SAS	0.001793
_200	AFR	0.032997
_200	EUR	0.226004
_200	MX-AMR	0.73034
_200	EAS	1e-5
_200	SAS	0.01065
_200	AFR	0.062263
_200	EUR	0.379463
_200	MX-AMR	0.545692
_200	EAS	0.006181
_200	SAS	0.006401
_200	AFR	0.026716
_200	EUR	0.096563
_200	MX-AMR	0.872169
_200	EAS	0.004541
_200	SAS	1e-5
_200	AFR	1e-5
_200	EUR	1e-5
_200	MX-AMR	0.99996
_200	EAS	1e-5
_200	SAS	1e-5
_200	AFR	0.050771
_200	EUR	0.302582
_200	MX-AMR	0.641385
_200	EAS	0.005252
_200	SAS	1e-5
_200	AFR	0.04186
_200	EUR	0.531918
_200	MX-AMR	0.421564
_200	EAS	0.00331
_200	SAS	0.001349
_200	AFR	0.041116
_200	EUR	0.279861
_200	MX-AMR	0.676029
_200	EAS	0.002983
_200	SAS	1e-5
_200	AFR	0.047123
_200	EUR	0.208305
_200	MX-AMR	0.740489
_200	EAS	0.004073
_200	SAS	1e-5
_200	AFR	0.102744
_200	EUR	0.168397
_200	MX-AMR	0.722229
_200	EAS	0.00662
_200	SAS	1e-5
_200	AFR	0.075494
_200	EUR	0.429124
_200	MX-AMR	0.484199
_200	EAS	1e-5
_200	SAS	0.011172
_200	AFR	1e-5
_200	EUR	0.031858
_200	MX-AMR	0.968106
_200	EAS	1.6e-5
_200	SAS	1e-5
_200	AFR	0.061577
_200	EUR	0.390532
_200	MX-AMR	0.527973
_200	EAS	0.005106
_200	SAS	0.014813
_200	AFR	0.080569
_200	EUR	0.285248
_200	MX-AMR	0.628556
_200	EAS	7.76e-4
_200	SAS	0.004852
_200	AFR	0.043611
_200	EUR	0.543001
_200	MX-AMR	0.409954
_200	EAS	1e-5
_200	SAS	0.003424
_200	AFR	0.037759
_200	EUR	0.332976
_200	MX-AMR	0.627675
_200	EAS	1e-5
_200	SAS	0.00158
_200	AFR	1e-5
_200	EUR	1e-5
_200	MX-AMR	0.99996
_200	EAS	1e-5
_200	SAS	1e-5
_200	AFR	0.063631
_200	EUR	0.397528
_200	MX-AMR	0.538819
_200	EAS	1.1e-5
_200	SAS	1e-5
_200	AFR	0.048138
_200	EUR	0.339181
_200	MX-AMR	0.609901
_200	EAS	0.001275
_200	SAS	0.001505
_200	AFR	0.061884
_200	EUR	0.546213
_200	MX-AMR	0.379495
_200	EAS	4.36e-4
_200	SAS	0.011972
_200	AFR	1e-5
_200	EUR	0.103488
_200	MX-AMR	0.893602
_200	EAS	0.002891
_200	SAS	1e-5
_200	AFR	0.040551
_200	EUR	0.219658
_200	MX-AMR	0.732619
_200	EAS	1e-5
_200	SAS	0.007161
_200	AFR	0.0725
_200	EUR	0.363923
_200	MX-AMR	0.562297
_200	EAS	0.00127
_200	SAS	1e-5
_200	AFR	0.043091
_200	EUR	0.335551
_200	MX-AMR	0.608292
_200	EAS	0.001887
_200	SAS	0.011178
_300	AFR	0.034609
_300	MX-AMR	0.624552
_300	SAS	1e-5
_300	EAS	0.014447
_300	EUR	0.326382
_300	AFR	0.061489
_300	MX-AMR	0.530968
_300	SAS	0.016298
_300	EAS	1e-5
_300	EUR	0.391235
_300	AFR	0.076716
_300	MX-AMR	0.705529
_300	SAS	0.004903
_300	EAS	1e-5
_300	EUR	0.212841
_300	AFR	0.055247
_300	MX-AMR	0.523963
_300	SAS	0.011935
_300	EAS	0.006625
_300	EUR	0.40223
_300	AFR	0.051659
_300	MX-AMR	0.573132
_300	SAS	0.012686
_300	EAS	1.16e-4
_300	EUR	0.362407
_300	AFR	0.064375
_300	MX-AMR	0.761944
_300	SAS	1e-5
_300	EAS	0.006141
_300	EUR	0.167531
_300	AFR	0.015041
_300	MX-AMR	0.914526
_300	SAS	0.004402
_300	EAS	0.010671
_300	EUR	0.055359
_300	AFR	0.068104
_300	MX-AMR	0.608457
_300	SAS	1e-5
_300	EAS	0.009419
_300	EUR	0.31401
_300	AFR	0.022703
_300	MX-AMR	0.609489
_300	SAS	0.001773
_300	EAS	0.006086
_300	EUR	0.359949
_300	AFR	0.050907
_300	MX-AMR	0.550842
_300	SAS	1e-5
_300	EAS	1e-5
_300	EUR	0.398231
_300	AFR	0.009534
_300	MX-AMR	0.833146
_300	SAS	0.00955
_300	EAS	0.003472
_300	EUR	0.144298
_300	AFR	6.5e-5
_300	MX-AMR	0.991418
_300	SAS	1e-5
_300	EAS	0.006227
_300	EUR	0.002279
_300	AFR	0.005342
_300	MX-AMR	0.960713
_300	SAS	1e-5
_300	EAS	0.015189
_300	EUR	0.018747
_300	AFR	0.003254
_300	MX-AMR	0.982465
_300	SAS	1e-5
_300	EAS	0.007298
_300	EUR	0.006973
_300	AFR	0.043066
_300	MX-AMR	0.82452
_300	SAS	0.009568
_300	EAS	0.009608
_300	EUR	0.113238
_300	AFR	0.042581
_300	MX-AMR	0.605381
_300	SAS	1e-5
_300	EAS	0.016631
_300	EUR	0.335397
_300	AFR	0.122834
_300	MX-AMR	0.632582
_300	SAS	1.3e-5
_300	EAS	1e-5
_300	EUR	0.244561
_300	AFR	0.034498
_300	MX-AMR	0.562081
_300	SAS	0.016424
_300	EAS	0.008342
_300	EUR	0.378655
_300	AFR	0.001344
_300	MX-AMR	0.946041
_300	SAS	0.001365
_300	EAS	0.011895
_300	EUR	0.039356
_300	AFR	0.050298
_300	MX-AMR	0.506458
_300	SAS	0.01062
_300	EAS	1e-5
_300	EUR	0.432615
_300	AFR	0.046496
_300	MX-AMR	0.60745
_300	SAS	0.012537
_300	EAS	1e-5
_300	EUR	0.333507
_300	AFR	0.05066
_300	MX-AMR	0.641573
_300	SAS	1e-5
_300	EAS	0.007351
_300	EUR	0.300407
_300	AFR	0.022703
_300	MX-AMR	0.868518
_300	SAS	0.002081
_300	EAS	0.008071
_300	EUR	0.098627
_300	AFR	0.003838
_300	MX-AMR	0.955141
_300	SAS	0.001138
_300	EAS	0.005226
_300	EUR	0.034657
_300	AFR	0.074142
_300	MX-AMR	0.501398
_300	SAS	0.014034
_300	EAS	0.007557
_300	EUR	0.402868
_300	AFR	0.062761
_300	MX-AMR	0.519846
_300	SAS	0.002209
_300	EAS	1e-5
_300	EUR	0.415174
_300	AFR	0.043634
_300	MX-AMR	0.896159
_300	SAS	0.011042
_300	EAS	0.003499
_300	EUR	0.045667
_300	AFR	0.06794
_300	MX-AMR	0.62587
_300	SAS	0.004314
_300	EAS	1e-5
_300	EUR	0.301866
_300	AFR	0.050658
_300	MX-AMR	0.562766
_300	SAS	0.003829
_300	EAS	1e-5
_300	EUR	0.382737
_300	AFR	0.055289
_300	MX-AMR	0.575154
_300	SAS	0.014062
_300	EAS	1e-5
_300	EUR	0.355485
_300	AFR	0.002697
_300	MX-AMR	0.959487
_300	SAS	1e-5
_300	EAS	0.011497
_300	EUR	0.026309
_300	AFR	0.048511
_300	MX-AMR	0.622331
_300	SAS	1e-5
_300	EAS	1e-5
_300	EUR	0.329138
_300	AFR	0.046057
_300	MX-AMR	0.623257
_300	SAS	0.015413
_300	EAS	0.010047
_300	EUR	0.305226
_300	AFR	0.009931
_300	MX-AMR	0.948548
_300	SAS	1e-5
_300	EAS	0.012089
_300	EUR	0.029422
_300	AFR	0.071424
_300	MX-AMR	0.597939
_300	SAS	0.002935
_300	EAS	0.016177
_300	EUR	0.311526
_300	AFR	0.05846
_300	MX-AMR	0.489507
_300	SAS	0.003524
_300	EAS	0.004356
_300	EUR	0.444153
_300	AFR	0.063948
_300	MX-AMR	0.560003
_300	SAS	0.005748
_300	EAS	0.008328
_300	EUR	0.361974
_300	AFR	0.054487
_300	MX-AMR	0.632621
_300	SAS	2.27e-4
_300	EAS	0.002658
_300	EUR	0.310007
_300	AFR	0.077592
_300	MX-AMR	0.62295
_300	SAS	0.013388
_300	EAS	0.001471
_300	EUR	0.284598
_300	AFR	0.051103
_300	MX-AMR	0.607358
_300	SAS	0.008083
_300	EAS	1e-5
_300	EUR	0.333446
_300	AFR	0.062899
_300	MX-AMR	0.540769
_300	SAS	0.015805
_300	EAS	9.42e-4
_300	EUR	0.379585
_300	AFR	0.057229
_300	MX-AMR	0.769777
_300	SAS	1e-5
_300	EAS	0.008084
_300	EUR	0.1649
_300	AFR	0.09758
_300	MX-AMR	0.627554
_300	SAS	0.006816
_300	EAS	1e-5
_300	EUR	0.26804
_300	AFR	0.062518
_300	MX-AMR	0.411632
_300	SAS	0.002979
_300	EAS	1e-5
_300	EUR	0.522862
_300	AFR	0.01821
_300	MX-AMR	0.811028
_300	SAS	0.008358
_300	EAS	0.005763
_300	EUR	0.156641
_300	AFR	0.047758
_300	MX-AMR	0.585559
_300	SAS	0.011364
_300	EAS	1e-5
_300	EUR	0.355309
_300	AFR	0.05568
_300	MX-AMR	0.569293
_300	SAS	0.008817
_300	EAS	1e-5
_300	EUR	0.3662
_300	AFR	0.05935
_300	MX-AMR	0.554912
_300	SAS	0.016746
_300	EAS	1e-5
_300	EUR	0.368982
_300	AFR	0.038675
_300	MX-AMR	0.612454
_300	SAS	1e-5
_300	EAS	1e-5
_300	EUR	0.348851
_300	AFR	0.002897
_300	MX-AMR	0.978577
_300	SAS	1e-5
_300	EAS	0.003142
_300	EUR	0.015374
_300	AFR	0.044587
_300	MX-AMR	0.572711
_300	SAS	0.008991
_300	EAS	1e-5
_300	EUR	0.373702
_300	AFR	0.049355
_300	MX-AMR	0.446524
_300	SAS	0.015708
_300	EAS	1e-5
_300	EUR	0.488402
_300	AFR	0.050304
_300	MX-AMR	0.586537
_300	SAS	1e-5
_300	EAS	0.00141
_300	EUR	0.361739
_300	AFR	0.031839
_300	MX-AMR	0.641908
_300	SAS	0.008121
_300	EAS	5.73e-4
_300	EUR	0.317558
_300	AFR	0.036165
_300	MX-AMR	0.610796
_300	SAS	0.010288
_300	EAS	5.04e-4
_300	EUR	0.342248
_300	AFR	0.053243
_300	MX-AMR	0.66531
_300	SAS	0.006172
_300	EAS	0.010525
_300	EUR	0.26475
_300	AFR	2.46e-4
_300	MX-AMR	0.988384
_300	SAS	1.42e-4
_300	EAS	0.007692
_300	EUR	0.003536
_300	AFR	0.058596
_300	MX-AMR	0.404463
_300	SAS	1e-5
_300	EAS	1e-5
_300	EUR	0.536922
_300	AFR	0.039234
_300	MX-AMR	0.578856
_300	SAS	0.006786
_300	EAS	1e-5
_300	EUR	0.375113
_300	AFR	0.051439
_300	MX-AMR	0.384337
_300	SAS	1e-5
_300	EAS	1e-5
_300	EUR	0.564204
_300	AFR	0.039155
_300	MX-AMR	0.486826
_300	SAS	0.007737
_300	EAS	1e-5
_300	EUR	0.466272
_300	AFR	0.094992
_300	MX-AMR	0.4402
_300	SAS	0.018156
_300	EAS	0.00663
_300	EUR	0.440022
_300	AFR	0.023904
_300	MX-AMR	0.524989
_300	SAS	0.009897
_300	EAS	1e-5
_300	EUR	0.4412
_300	AFR	0.03664
_300	MX-AMR	0.224589
_300	SAS	0.005309
_300	EAS	1e-5
_300	EUR	0.733452
_300	AFR	0.027788
_300	MX-AMR	0.44389
_300	SAS	1e-5
_300	EAS	1e-5
_300	EUR	0.528302
_300	AFR	0.04589
_300	MX-AMR	0.623563
_300	SAS	0.010334
_300	EAS	0.016226
_300	EUR	0.303987
_300	AFR	0.052505
_300	MX-AMR	0.236162
_300	SAS	0.010751
_300	EAS	1e-5
_300	EUR	0.700571
_300	AFR	0.069255
_300	MX-AMR	0.566063
_300	SAS	0.012988
_300	EAS	0.002145
_300	EUR	0.34955
_300	AFR	0.063526
_300	MX-AMR	0.394031
_300	SAS	0.011991
_300	EAS	1e-5
_300	EUR	0.530443
_300	AFR	0.027388
_300	MX-AMR	0.260527
_300	SAS	0.005219
_300	EAS	1e-5
_300	EUR	0.706856
_300	AFR	0.043374
_300	MX-AMR	0.718173
_300	SAS	2.88e-4
_300	EAS	0.005748
_300	EUR	0.232417
_300	AFR	0.041226
_300	MX-AMR	0.704645
_300	SAS	0.014278
_300	EAS	0.002585
_300	EUR	0.237266
_300	AFR	0.015366
_300	MX-AMR	0.959004
_300	SAS	0.001022
_300	EAS	0.004229
_300	EUR	0.020379
_300	AFR	0.057221
_300	MX-AMR	0.665947
_300	SAS	0.007344
_300	EAS	1e-5
_300	EUR	0.269479
_300	AFR	0.041167
_300	MX-AMR	0.509857
_300	SAS	7.09e-4
_300	EAS	1e-5
_300	EUR	0.448257
_300	AFR	0.055343
_300	MX-AMR	0.553563
_300	SAS	1e-5
_300	EAS	0.00216
_300	EUR	0.388924
_300	AFR	0.079523
_300	MX-AMR	0.562676
_300	SAS	0.017022
_300	EAS	0.005399
_300	EUR	0.33538
_300	AFR	0.1775
_300	MX-AMR	0.518479
_300	SAS	1e-5
_300	EAS	0.005345
_300	EUR	0.298666
_300	AFR	0.075024
_300	MX-AMR	0.635485
_300	SAS	0.003436
_300	EAS	1e-5
_300	EUR	0.286045
_300	AFR	0.023088
_300	MX-AMR	0.53136
_300	SAS	0.012392
_300	EAS	1e-5
_300	EUR	0.43315
_300	AFR	0.053936
_300	MX-AMR	0.575109
_300	SAS	0.003497
_300	EAS	0.008432
_300	EUR	0.359026
_300	AFR	0.034959
_300	MX-AMR	0.340812
_300	SAS	8.82e-4
_300	EAS	1e-5
_300	EUR	0.623337
_300	AFR	0.034891
_300	MX-AMR	0.755072
_300	SAS	0.011537
_300	EAS	0.00728
_300	EUR	0.191219
_300	AFR	0.056659
_300	MX-AMR	0.483722
_300	SAS	1e-5
_300	EAS	1e-5
_300	EUR	0.459599
_300	AFR	0.050193
_300	MX-AMR	0.670771
_300	SAS	0.01774
_300	EAS	0.017117
_300	EUR	0.244178
_300	AFR	0.032904
_300	MX-AMR	0.234552
_300	SAS	0.009265
_300	EAS	1e-5
_300	EUR	0.723269
_300	AFR	0.042393
_300	MX-AMR	0.231372
_300	SAS	1e-5
_300	EAS	1e-5
_300	EUR	0.726215
_300	AFR	0.007431
_300	MX-AMR	0.911556
_300	SAS	5.57e-4
_300	EAS	0.016174
_300	EUR	0.064282
_300	AFR	0.05027
_300	MX-AMR	0.602589
_300	SAS	1e-5
_300	EAS	7.54e-4
_300	EUR	0.346377
_300	AFR	0.013314
_300	MX-AMR	0.86768
_300	SAS	0.011124
_300	EAS	0.006863
_300	EUR	0.10102
_300	AFR	0.079261
_300	MX-AMR	0.502255
_300	SAS	0.015197
_300	EAS	0.001267
_300	EUR	0.40202
_300	AFR	0.055293
_300	MX-AMR	0.560477
_300	SAS	1e-5
_300	EAS	0.001523
_300	EUR	0.382697
_300	AFR	0.073613
_300	MX-AMR	0.62464
_300	SAS	0.001334
_300	EAS	0.001415
_300	EUR	0.298997
_300	AFR	0.039752
_300	MX-AMR	0.553252
_300	SAS	1e-5
_300	EAS	0.002631
_300	EUR	0.404355
_300	AFR	0.065689
_300	MX-AMR	0.469489
_300	SAS	0.001505
_300	EAS	0.006201
_300	EUR	0.457115
_300	AFR	0.021665
_300	MX-AMR	0.659872
_300	SAS	0.002943
_300	EAS	0.00722
_300	EUR	0.308301
_300	AFR	0.06943
_300	MX-AMR	0.611577
_300	SAS	0.004747
_300	EAS	0.002868
_300	EUR	0.311377
_300	AFR	0.017224
_300	MX-AMR	0.795154
_300	SAS	1e-5
_300	EAS	0.011539
_300	EUR	0.176072
_300	AFR	0.042396
_300	MX-AMR	0.590828
_300	SAS	0.011075
_300	EAS	1e-5
_300	EUR	0.355691
_300	AFR	0.065012
_300	MX-AMR	0.626862
_300	SAS	0.007844
_300	EAS	1e-5
_300	EUR	0.300271
_300	AFR	0.054971
_300	MX-AMR	0.613326
_300	SAS	0.007284
_300	EAS	0.005309
_300	EUR	0.31911
_300	AFR	0.040124
_300	MX-AMR	0.20804
_300	SAS	0.003007
_300	EAS	1e-5
_300	EUR	0.748818
_300	AFR	0.084072
_300	MX-AMR	0.609322
_300	SAS	0.010308
_300	EAS	1e-5
_300	EUR	0.296288
_300	AFR	0.03342
_300	MX-AMR	0.109965
_300	SAS	1e-5
_300	EAS	1e-5
_300	EUR	0.856596
_300	AFR	0.044017
_300	MX-AMR	0.597235
_300	SAS	1e-5
_300	EAS	0.013581
_300	EUR	0.345156
_300	AFR	0.08699
_300	MX-AMR	0.565701
_300	SAS	0.005304
_300	EAS	0.006172
_300	EUR	0.335833
_300	AFR	0.040251
_300	MX-AMR	0.629468
_300	SAS	0.005007
_300	EAS	0.005865
_300	EUR	0.31941
_300	AFR	0.048667
_300	MX-AMR	0.550526
_300	SAS	9.79e-4
_300	EAS	0.012592
_300	EUR	0.387235
_300	AFR	0.059294
_300	MX-AMR	0.600744
_300	SAS	1e-5
_300	EAS	1e-5
_300	EUR	0.339942
_300	AFR	0.054133
_300	MX-AMR	0.694349
_300	SAS	0.004072
_300	EAS	0.019943
_300	EUR	0.227504
_300	AFR	0.100789
_300	MX-AMR	0.679541
_300	SAS	2.74e-4
_300	EAS	0.012309
_300	EUR	0.207087
_300	AFR	0.1273
_300	MX-AMR	0.615007
_300	SAS	0.008196
_300	EAS	0.007679
_300	EUR	0.241818
_300	AFR	0.058229
_300	MX-AMR	0.632671
_300	SAS	0.003995
_300	EAS	0.005223
_300	EUR	0.299883
_300	AFR	0.033039
_300	MX-AMR	0.282631
_300	SAS	1.9e-5
_300	EAS	1e-5
_300	EUR	0.684302
_300	AFR	0.020711
_300	MX-AMR	0.820582
_300	SAS	0.009434
_300	EAS	0.001975
_300	EUR	0.147297
_300	AFR	0.026336
_300	MX-AMR	0.565932
_300	SAS	0.001113
_300	EAS	0.010156
_300	EUR	0.396462
_300	AFR	0.095988
_300	MX-AMR	0.588037
_300	SAS	1e-5
_300	EAS	1e-5
_300	EUR	0.315956
_300	AFR	0.016917
_300	MX-AMR	0.796029
_300	SAS	0.008341
_300	EAS	0.00429
_300	EUR	0.174423
_300	AFR	0.025338
_300	MX-AMR	0.601203
_300	SAS	0.007005
_300	EAS	6.67e-4
_300	EUR	0.365787
_300	AFR	0.01833
_300	MX-AMR	0.607568
_300	SAS	0.013024
_300	EAS	0.001706
_300	EUR	0.359372
_300	AFR	0.042064
_300	MX-AMR	0.629364
_300	SAS	6.59e-4
_300	EAS	1e-5
_300	EUR	0.327902
_300	AFR	0.082552
_300	MX-AMR	0.662199
_300	SAS	0.0098
_300	EAS	1e-5
_300	EUR	0.245439
_300	AFR	0.047844
_300	MX-AMR	0.656359
_300	SAS	0.007952
_300	EAS	0.002786
_300	EUR	0.285058
_300	AFR	0.073715
_300	MX-AMR	0.580567
_300	SAS	1e-5
_300	EAS	0.008133
_300	EUR	0.337575
_300	AFR	0.032935
_300	MX-AMR	0.552866
_300	SAS	1e-5
_300	EAS	0.002656
_300	EUR	0.411533
_300	AFR	0.066634
_300	MX-AMR	0.601237
_300	SAS	0.002306
_300	EAS	1e-5
_300	EUR	0.329813
_300	AFR	0.057467
_300	MX-AMR	0.505636
_300	SAS	0.011921
_300	EAS	0.006694
_300	EUR	0.418282
_300	AFR	0.06195
_300	MX-AMR	0.546538
_300	SAS	1e-5
_300	EAS	0.005345
_300	EUR	0.386157
_300	AFR	0.037049
_300	MX-AMR	0.514563
_300	SAS	0.004365
_300	EAS	0.001524
_300	EUR	0.442499
_300	AFR	0.056508
_300	MX-AMR	0.593011
_300	SAS	5.2e-4
_300	EAS	1e-5
_300	EUR	0.349951
_300	AFR	0.165589
_300	MX-AMR	0.585672
_300	SAS	0.002121
_300	EAS	1e-5
_300	EUR	0.246609
_300	AFR	0.073056
_300	MX-AMR	0.514124
_300	SAS	0.006103
_300	EAS	1e-5
_300	EUR	0.406707
_300	AFR	0.063455
_300	MX-AMR	0.688282
_300	SAS	0.004386
_300	EAS	1e-5
_300	EUR	0.243867
_300	AFR	0.086789
_300	MX-AMR	0.44394
_300	SAS	0.012558
_300	EAS	0.013092
_300	EUR	0.443621
_300	AFR	0.048628
_300	MX-AMR	0.674411
_300	SAS	0.015569
_300	EAS	0.008163
_300	EUR	0.253229
_300	AFR	0.055956
_300	MX-AMR	0.645212
_300	SAS	3.53e-4
_300	EAS	0.01841
_300	EUR	0.280069
_300	AFR	0.031974
_300	MX-AMR	0.748163
_300	SAS	0.006049
_300	EAS	1e-5
_300	EUR	0.213804
_300	AFR	0.053794
_300	MX-AMR	0.495189
_300	SAS	1e-5
_300	EAS	0.002006
_300	EUR	0.449002
_300	AFR	0.068694
_300	MX-AMR	0.603146
_300	SAS	0.009076
_300	EAS	0.007068
_300	EUR	0.312016
_300	AFR	0.049427
_300	MX-AMR	0.552847
_300	SAS	1e-5
_300	EAS	0.001818
_300	EUR	0.39589800000000003
_300	AFR	0.01944
_300	MX-AMR	0.810414
_300	SAS	6.14e-4
_300	EAS	0.006596
_300	EUR	0.162935
_300	AFR	0.050968
_300	MX-AMR	0.464285
_300	SAS	0.011749
_300	EAS	1e-5
_300	EUR	0.472988
_300	AFR	0.064998
_300	MX-AMR	0.412984
_300	SAS	0.001722
_300	EAS	0.001361
_300	EUR	0.518935
_300	AFR	0.083149
_300	MX-AMR	0.590477
_300	SAS	0.012802
_300	EAS	1e-5
_300	EUR	0.313563
_300	AFR	0.065754
_300	MX-AMR	0.655041
_300	SAS	1e-5
_300	EAS	0.014097
_300	EUR	0.265099
_300	AFR	0.057592
_300	MX-AMR	0.458142
_300	SAS	0.004459
_300	EAS	1e-5
_300	EUR	0.479798
_300	AFR	0.047098
_300	MX-AMR	0.681046
_300	SAS	0.012999
_300	EAS	0.005405
_300	EUR	0.253453
_300	AFR	0.083318
_300	MX-AMR	0.621091
_300	SAS	0.008305
_300	EAS	0.010041
_300	EUR	0.277245
_300	AFR	0.031915
_300	MX-AMR	0.680862
_300	SAS	0.0023
_300	EAS	0.013317
_300	EUR	0.271606
_300	AFR	0.04935
_300	MX-AMR	0.653556
_300	SAS	1e-5
_300	EAS	1e-5
_300	EUR	0.297074
_300	AFR	0.045358
_300	MX-AMR	0.560696
_300	SAS	1e-5
_300	EAS	0.004008
_300	EUR	0.389928
_300	AFR	0.086995
_300	MX-AMR	0.503591
_300	SAS	0.011932
_300	EAS	0.001821
_300	EUR	0.395661
_300	AFR	0.061022
_300	MX-AMR	0.457762
_300	SAS	1e-5
_300	EAS	1e-5
_300	EUR	0.481196
_300	AFR	0.044178
_300	MX-AMR	0.389212
_300	SAS	0.002764
_300	EAS	1e-5
_300	EUR	0.563836
_300	AFR	0.053761
_300	MX-AMR	0.540746
_300	SAS	0.003492
_300	EAS	0.003246
_300	EUR	0.398755
_300	AFR	0.087075
_300	MX-AMR	0.619987
_300	SAS	1e-5
_300	EAS	0.009205
_300	EUR	0.283724
_300	AFR	0.056515
_300	MX-AMR	0.482046
_300	SAS	0.013345
_300	EAS	1e-5
_300	EUR	0.448084
_300	AFR	0.032626
_300	MX-AMR	0.459137
_300	SAS	0.007501
_300	EAS	1e-5
_300	EUR	0.500726
_300	AFR	0.065648
_300	MX-AMR	0.60316
_300	SAS	0.004929
_300	EAS	0.009083
_300	EUR	0.31718
_300	AFR	0.038148
_300	MX-AMR	0.52008
_300	SAS	1e-5
_300	EAS	0.006148
_300	EUR	0.435613
_300	AFR	0.020309
_300	MX-AMR	0.634709
_300	SAS	0.006199
_300	EAS	0.011147
_300	EUR	0.327636
_300	AFR	0.038955
_300	MX-AMR	0.65073
_300	SAS	0.010664
_300	EAS	0.006666
_300	EUR	0.292985
_300	AFR	0.046026
_300	MX-AMR	0.639075
_300	SAS	0.005467
_300	EAS	1e-5
_300	EUR	0.309421
_300	AFR	0.053979
_300	MX-AMR	0.657519
_300	SAS	1e-5
_300	EAS	0.001546
_300	EUR	0.286946
_300	AFR	0.043335
_300	MX-AMR	0.60211
_300	SAS	0.020927
_300	EAS	1e-5
_300	EUR	0.333618
_300	AFR	0.035074
_300	MX-AMR	0.71089
_300	SAS	0.012626
_300	EAS	0.001337
_300	EUR	0.240072
_300	AFR	0.036218
_300	MX-AMR	0.425205
_300	SAS	0.013572
_300	EAS	1e-5
_300	EUR	0.524995
_300	AFR	0.036946
_300	MX-AMR	0.659596
_300	SAS	0.003362
_300	EAS	0.013978
_300	EUR	0.286118
_300	AFR	0.053975
_300	MX-AMR	0.658855
_300	SAS	1e-5
_300	EAS	0.013187
_300	EUR	0.273973
_300	AFR	0.144437
_300	MX-AMR	0.439767
_300	SAS	0.01166
_300	EAS	0.001703
_300	EUR	0.402433
_300	AFR	0.042826
_300	MX-AMR	0.573316
_300	SAS	0.002019
_300	EAS	1e-5
_300	EUR	0.381829
_300	AFR	0.049909
_300	MX-AMR	0.294325
_300	SAS	0.005578
_300	EAS	1e-5
_300	EUR	0.650177
_300	AFR	0.043435
_300	MX-AMR	0.677147
_300	SAS	0.014306
_300	EAS	0.005019
_300	EUR	0.260095
_300	AFR	0.087823
_300	MX-AMR	0.654341
_300	SAS	1e-5
_300	EAS	0.006462
_300	EUR	0.251364
_300	AFR	0.062165
_300	MX-AMR	0.635085
_300	SAS	1e-5
_300	EAS	0.010587
_300	EUR	0.292152
_300	AFR	0.079345
_300	MX-AMR	0.591799
_300	SAS	1e-5
_300	EAS	0.008639
_300	EUR	0.320207
_300	AFR	0.09036
_300	MX-AMR	0.601062
_300	SAS	0.019788
_300	EAS	0.002084
_300	EUR	0.286706
_300	AFR	0.042831
_300	MX-AMR	0.585686
_300	SAS	0.003229
_300	EAS	0.006983
_300	EUR	0.361271
_300	AFR	0.076804
_300	MX-AMR	0.614952
_300	SAS	1e-5
_300	EAS	1e-5
_300	EUR	0.308224
_300	AFR	0.056163
_300	MX-AMR	0.430752
_300	SAS	1e-5
_300	EAS	0.003646
_300	EUR	0.509429
_300	AFR	0.081032
_300	MX-AMR	0.596286
_300	SAS	0.003982
_300	EAS	0.005116
_300	EUR	0.313585
_300	AFR	0.056764
_300	MX-AMR	0.48359
_300	SAS	0.003774
_300	EAS	0.004621
_300	EUR	0.451252
_300	AFR	0.01454
_300	MX-AMR	0.578805
_300	SAS	0.003571
_300	EAS	0.011376
_300	EUR	0.391708
_300	AFR	0.063303
_300	MX-AMR	0.613797
_300	SAS	3.26e-4
_300	EAS	7.77e-4
_300	EUR	0.321797
_300	AFR	0.037453
_300	MX-AMR	0.232071
_300	SAS	1e-5
_300	EAS	1e-5
_300	EUR	0.730456
_300	AFR	0.011779
_300	MX-AMR	0.912713
_300	SAS	0.001459
_300	EAS	0.016265
_300	EUR	0.057784
_300	AFR	0.058498
_300	MX-AMR	0.677155
_300	SAS	1e-5
_300	EAS	0.009937
_300	EUR	0.254399
_300	AFR	0.046585
_300	MX-AMR	0.33622
_300	SAS	1.4e-5
_300	EAS	1e-5
_300	EUR	0.61717
_300	AFR	0.062909
_300	MX-AMR	0.348699
_300	SAS	7.9e-4
_300	EAS	1e-5
